unit_id,observed_at,mar_amount_cents,tenancy_date,source
1000-ashland-ave-1,2012-09-01,110700,,portal_mar_report
1000-ashland-ave-1,2013-09-01,111800,,portal_mar_report
1000-ashland-ave-1,2014-09-01,112700,,portal_mar_report
1000-ashland-ave-1,2016-09-01,114700,,portal_mar_report
1000-ashland-ave-1,2017-09-01,117000,,portal_mar_report
1000-ashland-ave-1,2018-09-01,120400,,portal_mar_report
1000-ashland-ave-1,2019-09-01,319500,2019-08-01,portal_mar_report
1000-ashland-ave-1,2020-09-01,319500,2020-08-01,portal_mar_report
1000-ashland-ave-1,2021-09-01,323400,2020-08-01,portal_mar_report
1000-ashland-ave-1,2023-07-19,330400,2020-08-01,mar_tool
1000-ashland-ave-1,2023-09-01,337100,2020-08-01,portal_mar_report
1000-ashland-ave-1,2026-06-07,299500,2024-11-01,mar_tool
1000-ashland-ave-2,2012-09-01,111500,,portal_mar_report
1000-ashland-ave-2,2013-09-01,112600,,portal_mar_report
1000-ashland-ave-2,2014-09-01,113500,,portal_mar_report
1000-ashland-ave-2,2015-09-01,114000,,portal_mar_report
1000-ashland-ave-2,2016-09-01,115500,,portal_mar_report
1000-ashland-ave-2,2017-09-01,117800,,portal_mar_report
1000-ashland-ave-2,2018-09-01,121200,,portal_mar_report
1000-ashland-ave-2,2019-09-01,123600,,portal_mar_report
1000-ashland-ave-2,2020-09-01,125300,,portal_mar_report
1000-ashland-ave-2,2021-09-01,127400,,portal_mar_report
1000-ashland-ave-2,2023-07-19,131200,,mar_tool
1000-ashland-ave-2,2023-09-01,134900,,portal_mar_report
1000-ashland-ave-2,2024-09-01,138900,,portal_mar_report
1000-ashland-ave-2,2026-06-07,142100,,mar_tool
1000-ashland-ave-3,2012-09-01,180400,2004-03-01,portal_mar_report
1000-ashland-ave-3,2013-09-01,182200,2004-03-01,portal_mar_report
1000-ashland-ave-3,2014-09-01,183600,2004-03-01,portal_mar_report
1000-ashland-ave-3,2015-09-01,184300,2004-03-01,portal_mar_report
1000-ashland-ave-3,2016-09-01,186700,2004-03-01,portal_mar_report
1000-ashland-ave-3,2017-09-01,190400,2004-03-01,portal_mar_report
1000-ashland-ave-3,2018-09-01,195900,2004-03-01,portal_mar_report
1000-ashland-ave-3,2019-09-01,199800,2004-03-01,portal_mar_report
1000-ashland-ave-3,2020-09-01,202600,2004-03-01,portal_mar_report
1000-ashland-ave-3,2021-09-01,206000,2004-03-01,portal_mar_report
1000-ashland-ave-3,2023-07-19,212200,2004-03-01,mar_tool
1000-ashland-ave-3,2023-09-01,218100,2004-03-01,portal_mar_report
1000-ashland-ave-3,2024-09-01,224600,2004-03-01,portal_mar_report
1000-ashland-ave-3,2026-06-07,229800,2004-03-01,mar_tool
1000-ashland-ave-4,2012-09-01,122100,,portal_mar_report
1000-ashland-ave-4,2013-09-01,123300,,portal_mar_report
1000-ashland-ave-4,2014-09-01,124300,,portal_mar_report
1000-ashland-ave-4,2015-09-01,124800,,portal_mar_report
1000-ashland-ave-4,2016-09-01,126400,,portal_mar_report
1000-ashland-ave-4,2017-09-01,128900,,portal_mar_report
1000-ashland-ave-4,2018-09-01,132600,,portal_mar_report
1000-ashland-ave-4,2019-09-01,135300,,portal_mar_report
1000-ashland-ave-4,2020-09-01,137200,,portal_mar_report
1000-ashland-ave-4,2021-09-01,139500,,portal_mar_report
1000-ashland-ave-4,2023-07-19,143700,,mar_tool
1000-ashland-ave-4,2023-09-01,147700,,portal_mar_report
1000-ashland-ave-4,2024-09-01,152100,,portal_mar_report
1000-ashland-ave-4,2026-06-07,155600,,mar_tool
1000-ashland-ave-5,2012-09-01,111500,,portal_mar_report
1000-ashland-ave-5,2013-09-01,112600,,portal_mar_report
1000-ashland-ave-5,2014-09-01,113500,,portal_mar_report
1000-ashland-ave-5,2015-09-01,114000,,portal_mar_report
1000-ashland-ave-5,2016-09-01,115500,,portal_mar_report
1000-ashland-ave-5,2017-09-01,117800,,portal_mar_report
1000-ashland-ave-5,2018-09-01,121200,,portal_mar_report
1000-ashland-ave-5,2019-09-01,123600,,portal_mar_report
1000-ashland-ave-5,2020-09-01,125300,,portal_mar_report
1000-ashland-ave-5,2021-09-01,127400,,portal_mar_report
1000-ashland-ave-5,2023-07-19,131200,,mar_tool
1000-ashland-ave-5,2023-09-01,134900,,portal_mar_report
1000-ashland-ave-5,2024-09-01,138900,,portal_mar_report
1000-ashland-ave-5,2026-06-07,142100,,mar_tool
1000-ashland-ave-6,2012-09-01,180400,2004-02-09,portal_mar_report
1000-ashland-ave-6,2013-09-01,182200,2004-02-09,portal_mar_report
1000-ashland-ave-6,2014-09-01,183600,2004-02-09,portal_mar_report
1000-ashland-ave-6,2015-09-01,184300,2004-02-09,portal_mar_report
1000-ashland-ave-6,2016-09-01,186700,2004-02-09,portal_mar_report
1000-ashland-ave-6,2017-09-01,190400,2004-02-09,portal_mar_report
1000-ashland-ave-6,2018-09-01,195900,2004-02-09,portal_mar_report
1000-ashland-ave-6,2019-09-01,199800,2004-02-09,portal_mar_report
1000-ashland-ave-6,2020-09-01,202600,2004-02-09,portal_mar_report
1000-ashland-ave-6,2021-09-01,206000,2004-02-09,portal_mar_report
1000-ashland-ave-6,2023-07-19,212200,2004-02-09,mar_tool
1000-ashland-ave-6,2023-09-01,218100,2004-02-09,portal_mar_report
1000-ashland-ave-6,2024-09-01,224600,2004-02-09,portal_mar_report
1000-ashland-ave-6,2026-06-07,229800,2004-02-09,mar_tool
1000-ashland-ave-7,2012-09-01,187300,2010-03-01,portal_mar_report
1000-ashland-ave-7,2013-09-01,230000,2013-08-03,portal_mar_report
1000-ashland-ave-7,2014-09-01,231400,2013-08-03,portal_mar_report
1000-ashland-ave-7,2015-09-01,232100,2013-08-03,portal_mar_report
1000-ashland-ave-7,2016-09-01,234600,2013-08-03,portal_mar_report
1000-ashland-ave-7,2017-09-01,238600,2013-08-03,portal_mar_report
1000-ashland-ave-7,2019-06-01,299500,2019-06-01,portal_mar_report
1000-ashland-ave-7,2021-09-01,306600,2019-06-01,portal_mar_report
1000-ashland-ave-7,2023-07-19,313600,2019-06-01,mar_tool
1000-ashland-ave-7,2023-09-01,320300,2019-06-01,portal_mar_report
1000-ashland-ave-7,2024-09-01,299500,2024-07-24,portal_mar_report
1000-ashland-ave-7,2026-06-07,305500,2024-07-24,mar_tool
1001-12th-st,2012-09-01,202100,2011-02-01,portal_mar_report
1001-12th-st,2013-09-01,204100,2011-02-01,portal_mar_report
1001-12th-st,2014-09-01,205500,2011-02-01,portal_mar_report
1001-12th-st,2015-09-01,206200,2011-02-01,portal_mar_report
1001-12th-st,2016-09-01,208700,2011-02-01,portal_mar_report
1001-12th-st,2017-09-01,320000,2017-07-15,portal_mar_report
1001-12th-st,2018-09-01,326000,2017-07-15,portal_mar_report
1001-12th-st,2019-09-01,330400,2017-07-15,portal_mar_report
1001-12th-st,2020-09-01,333600,2017-07-15,portal_mar_report
1001-12th-st,2021-09-01,337500,2017-07-15,portal_mar_report
1001-12th-st,2023-07-19,360000,2022-07-09,mar_tool
1001-12th-st,2023-09-01,366700,2022-07-09,portal_mar_report
1001-12th-st,2024-09-01,374300,2022-07-09,portal_mar_report
1001-12th-st,2026-06-07,380300,2022-07-09,mar_tool
1001-16th-st,2012-09-01,266800,2001-09-01,portal_mar_report
1001-16th-st,2013-09-01,269500,2001-09-01,portal_mar_report
1001-16th-st,2014-09-01,270900,2001-09-01,portal_mar_report
1001-16th-st,2015-09-01,271600,2001-09-01,portal_mar_report
1001-16th-st,2016-09-01,300500,2015-05-01,portal_mar_report
1001-16th-st,2017-09-01,304500,2015-05-01,portal_mar_report
1001-16th-st,2018-09-01,318800,,portal_mar_report
1001-16th-st,2019-09-01,318800,2019-06-01,portal_mar_report
1001-16th-st,2020-09-01,322000,2019-06-01,portal_mar_report
1001-16th-st,2021-09-01,325900,2019-06-01,portal_mar_report
1001-16th-st,2023-07-19,332900,2019-06-01,mar_tool
1001-16th-st,2023-09-01,339600,2019-06-01,portal_mar_report
1001-16th-st,2024-09-01,347200,2019-06-01,portal_mar_report
1001-16th-st,2026-06-07,353200,2019-06-01,mar_tool
1001-19th-st-a,2023-07-19,90200,,mar_tool
1001-19th-st-a,2026-06-07,97700,,mar_tool
1001-19th-st-b,2023-07-19,83800,,mar_tool
1001-19th-st-b,2026-06-07,90700,,mar_tool
1001-19th-st-c,2023-07-19,86900,,mar_tool
1001-19th-st-c,2026-06-07,94100,,mar_tool
1001-19th-st-d,2023-07-19,146000,,mar_tool
1001-19th-st-d,2026-06-07,158200,,mar_tool
1001-19th-st-e,2023-07-19,91400,,mar_tool
1001-19th-st-e,2026-06-07,99000,,mar_tool
1001-19th-st-f,2023-07-19,93000,,mar_tool
1001-19th-st-f,2026-06-07,100800,,mar_tool
1001-19th-st-g,2023-07-19,0,,mar_tool
1001-19th-st-j,2023-07-19,0,,mar_tool
1001-20th-st,2023-07-19,90300,,mar_tool
1001-20th-st,2026-06-07,97800,,mar_tool
1001-20th-st-a,2012-09-01,53200,,portal_mar_report
1001-20th-st-a,2013-09-01,53700,,portal_mar_report
1001-20th-st-a,2014-09-01,54100,,portal_mar_report
1001-20th-st-a,2015-09-01,54300,,portal_mar_report
1001-20th-st-a,2016-09-01,55000,,portal_mar_report
1001-20th-st-a,2017-09-01,56100,,portal_mar_report
1001-20th-st-a,2018-09-01,57700,,portal_mar_report
1001-20th-st-a,2019-09-01,58900,,portal_mar_report
1001-20th-st-a,2020-09-01,59700,,portal_mar_report
1001-20th-st-a,2026-06-07,60700,,mar_tool
1001-3rd-st-102,2013-09-01,172400,,portal_mar_report
1001-3rd-st-102,2014-09-01,173800,,portal_mar_report
1001-3rd-st-102,2015-09-01,174500,,portal_mar_report
1001-3rd-st-102,2023-07-19,195100,,mar_tool
1001-3rd-st-103,2013-09-01,580800,2000-11-22,portal_mar_report
1001-3rd-st-103,2014-09-01,582200,2000-11-22,portal_mar_report
1001-3rd-st-103,2015-09-01,582900,2000-11-22,portal_mar_report
1001-3rd-st-103,2023-07-19,606900,2000-11-22,mar_tool
1001-3rd-st-104,2013-09-01,362700,2000-11-25,portal_mar_report
1001-3rd-st-104,2014-09-01,364100,2000-11-25,portal_mar_report
1001-3rd-st-104,2015-09-01,364800,2000-11-25,portal_mar_report
1001-3rd-st-104,2023-07-19,388800,2000-11-25,mar_tool
1001-3rd-st-106,2013-09-01,667700,1999-04-22,portal_mar_report
1001-3rd-st-106,2014-09-01,669100,1999-04-22,portal_mar_report
1001-3rd-st-106,2015-09-01,669800,1999-04-22,portal_mar_report
1001-3rd-st-106,2023-07-19,693800,1999-04-22,mar_tool
1001-3rd-st-107,2013-09-01,602700,1999-04-30,portal_mar_report
1001-3rd-st-107,2014-09-01,604100,1999-04-30,portal_mar_report
1001-3rd-st-107,2015-09-01,604800,1999-04-30,portal_mar_report
1001-3rd-st-107,2023-07-19,628800,1999-04-30,mar_tool
1001-3rd-st-108,2013-09-01,111100,,portal_mar_report
1001-3rd-st-108,2014-09-01,112000,,portal_mar_report
1001-3rd-st-108,2015-09-01,112400,,portal_mar_report
1001-3rd-st-108,2023-07-19,125800,,mar_tool
1001-3rd-st-109,2013-09-01,537800,1999-08-05,portal_mar_report
1001-3rd-st-109,2014-09-01,539200,1999-08-05,portal_mar_report
1001-3rd-st-109,2015-09-01,539900,1999-08-05,portal_mar_report
1001-3rd-st-109,2023-07-19,563900,1999-08-05,mar_tool
1001-3rd-st-110,2013-09-01,518500,2000-08-09,portal_mar_report
1001-3rd-st-110,2014-09-01,519900,2000-08-09,portal_mar_report
1001-3rd-st-110,2015-09-01,520600,2000-08-09,portal_mar_report
1001-3rd-st-110,2023-07-19,544600,2000-08-09,mar_tool
1001-3rd-st-111,2013-09-01,599700,2000-07-10,portal_mar_report
1001-3rd-st-111,2014-09-01,601100,2000-07-10,portal_mar_report
1001-3rd-st-111,2015-09-01,601800,2000-07-10,portal_mar_report
1001-3rd-st-111,2023-07-19,625800,2000-07-10,mar_tool
1001-3rd-st-112,2023-07-19,385300,1999-05-02,mar_tool
1001-3rd-st-20,2013-09-01,82900,,portal_mar_report
1001-3rd-st-20,2014-09-01,83600,,portal_mar_report
1001-3rd-st-20,2015-09-01,83900,,portal_mar_report
1001-3rd-st-20,2023-07-19,93900,,mar_tool
1001-3rd-st-201,2023-07-19,385300,1999-04-30,mar_tool
1001-3rd-st-202,2023-07-19,644700,2000-05-12,mar_tool
1001-3rd-st-203,2023-07-19,109300,,mar_tool
1001-3rd-st-204,2023-07-19,385300,1999-05-03,mar_tool
1001-3rd-st-205,2023-07-19,184000,1999-03-12,mar_tool
1001-3rd-st-207,2023-07-19,654500,2007-04-01,mar_tool
1001-3rd-st-208,2023-07-19,560900,1999-09-06,mar_tool
1001-3rd-st-209,2023-07-19,620300,2001-11-16,mar_tool
1001-3rd-st-21,2023-07-19,88900,,mar_tool
1001-3rd-st-210,2023-07-19,184000,1999-02-27,mar_tool
1001-3rd-st-211,2023-07-19,233900,1999-01-08,mar_tool
1001-3rd-st-212,2023-07-19,448200,2007-04-01,mar_tool
1001-3rd-st-214,2023-07-19,544600,2000-01-25,mar_tool
1001-3rd-st-301,2023-07-19,349200,1999-03-26,mar_tool
1001-3rd-st-302,2012-09-01,134200,,portal_mar_report
1001-3rd-st-302,2023-07-19,158000,,mar_tool
1001-3rd-st-302,2026-06-07,171100,,mar_tool
1001-3rd-st-303,2023-07-19,547800,1999-05-01,mar_tool
1001-3rd-st-304,2023-07-19,448200,2007-04-01,mar_tool
1001-3rd-st-305,2012-09-01,124800,,portal_mar_report
1001-3rd-st-305,2023-07-19,142600,,mar_tool
1001-3rd-st-306,2012-09-01,101700,,portal_mar_report
1001-3rd-st-306,2023-07-19,115100,,mar_tool
1001-3rd-st-306,2026-06-07,124600,,mar_tool
1001-3rd-st-307,2023-07-19,633900,2000-04-06,mar_tool
1001-3rd-st-308,2023-07-19,134300,,mar_tool
1001-3rd-st-309,2023-07-19,621400,2001-03-19,mar_tool
1001-3rd-st-310,2023-07-19,540300,2000-09-28,mar_tool
1001-3rd-st-311,2023-07-19,385300,1999-04-01,mar_tool
1001-3rd-st-312,2023-07-19,410500,2001-03-15,mar_tool
1001-3rd-st-314,2023-07-19,560900,1999-10-03,mar_tool
1001-3rd-st-ph,2013-09-01,233300,,portal_mar_report
1001-3rd-st-ph,2014-09-01,234700,,portal_mar_report
1001-3rd-st-ph,2015-09-01,235400,,portal_mar_report
1001-3rd-st-ph,2023-07-19,259400,,mar_tool
1001-hill-st-1,2012-09-01,159000,2001-04-01,portal_mar_report
1001-hill-st-1,2013-09-01,160600,2001-04-01,portal_mar_report
1001-hill-st-1,2014-09-01,161900,2001-04-01,portal_mar_report
1001-hill-st-1,2015-09-01,162500,2001-04-01,portal_mar_report
1001-hill-st-1,2016-09-01,164600,2001-04-01,portal_mar_report
1001-hill-st-1,2017-09-01,167900,2001-04-01,portal_mar_report
1001-hill-st-1,2018-09-01,172800,2001-04-01,portal_mar_report
1001-hill-st-1,2019-09-01,176300,2001-04-01,portal_mar_report
1001-hill-st-1,2020-09-01,178800,2001-04-01,portal_mar_report
1001-hill-st-1,2021-09-01,181800,2001-04-01,portal_mar_report
1001-hill-st-1,2023-07-19,187300,2001-04-01,mar_tool
1001-hill-st-1,2023-09-01,320000,2023-07-01,portal_mar_report
1001-hill-st-1,2024-09-01,327600,2023-07-01,portal_mar_report
1001-hill-st-1,2026-06-07,333600,2023-07-01,mar_tool
1001-hill-st-2,2012-11-01,142500,2012-11-01,portal_mar_report
1001-hill-st-2,2014-09-01,143600,2012-11-01,portal_mar_report
1001-hill-st-2,2015-09-01,144200,2012-11-01,portal_mar_report
1001-hill-st-2,2016-09-01,182500,2016-08-01,portal_mar_report
1001-hill-st-2,2017-09-01,186200,2016-08-01,portal_mar_report
1001-hill-st-2,2018-09-01,191600,2016-08-01,portal_mar_report
1001-hill-st-2,2019-09-01,195400,2016-08-01,portal_mar_report
1001-hill-st-2,2020-09-01,198100,2016-08-01,portal_mar_report
1001-hill-st-2,2021-09-01,201500,2016-08-01,portal_mar_report
1001-hill-st-2,2023-07-19,235000,2023-01-01,mar_tool
1001-hill-st-2,2024-09-01,242100,2023-01-01,portal_mar_report
1001-hill-st-2,2026-06-07,247700,2023-01-01,mar_tool
1001-hill-st-3,2012-09-01,107800,2001-11-01,portal_mar_report
1001-hill-st-3,2013-09-01,108900,2001-11-01,portal_mar_report
1001-hill-st-3,2014-09-01,109800,2001-11-01,portal_mar_report
1001-hill-st-3,2015-09-01,110200,2001-11-01,portal_mar_report
1001-hill-st-3,2016-09-01,111600,2001-11-01,portal_mar_report
1001-hill-st-3,2017-09-01,113800,2001-11-01,portal_mar_report
1001-hill-st-3,2018-09-01,117100,2001-11-01,portal_mar_report
1001-hill-st-3,2019-09-01,119400,2001-11-01,portal_mar_report
1001-hill-st-3,2020-09-01,121100,2001-11-01,portal_mar_report
1001-hill-st-3,2021-09-01,123200,2001-11-01,portal_mar_report
1001-hill-st-3,2023-07-19,126900,2001-11-01,mar_tool
1001-hill-st-3,2023-09-01,130500,2001-11-01,portal_mar_report
1001-hill-st-3,2024-09-01,134400,2001-11-01,portal_mar_report
1001-hill-st-3,2026-06-07,137500,2001-11-01,mar_tool
1001-hill-st-4,2012-09-01,69700,,portal_mar_report
1001-hill-st-4,2013-09-01,70400,,portal_mar_report
1001-hill-st-4,2014-09-01,71000,,portal_mar_report
1001-hill-st-4,2015-09-01,71300,,portal_mar_report
1001-hill-st-4,2016-09-01,72200,,portal_mar_report
1001-hill-st-4,2017-09-01,73600,,portal_mar_report
1001-hill-st-4,2018-09-01,75700,,portal_mar_report
1001-hill-st-4,2019-09-01,77200,,portal_mar_report
1001-hill-st-4,2020-09-01,78300,,portal_mar_report
1001-hill-st-4,2021-09-01,79600,,portal_mar_report
1001-hill-st-4,2023-07-19,240000,2023-04-01,mar_tool
1001-hill-st-4,2024-09-01,247200,2023-04-01,portal_mar_report
1001-hill-st-4,2026-06-07,235000,2025-08-01,mar_tool
1001-hill-st-5,2012-09-01,138600,2007-08-01,portal_mar_report
1001-hill-st-5,2013-09-01,140000,2007-08-01,portal_mar_report
1001-hill-st-5,2014-09-01,141100,2007-08-01,portal_mar_report
1001-hill-st-5,2015-09-01,185000,2015-07-01,portal_mar_report
1001-hill-st-5,2016-09-01,187400,2015-07-01,portal_mar_report
1001-hill-st-5,2017-09-01,191100,2015-07-01,portal_mar_report
1001-hill-st-5,2018-09-01,196600,2015-07-01,portal_mar_report
1001-hill-st-5,2019-09-01,200500,2015-07-01,portal_mar_report
1001-hill-st-5,2020-09-01,203300,2015-07-01,portal_mar_report
1001-hill-st-5,2021-09-01,206800,2015-07-01,portal_mar_report
1001-hill-st-5,2023-07-19,213000,2015-07-01,mar_tool
1001-hill-st-5,2023-12-01,245000,2023-12-01,portal_mar_report
1001-hill-st-5,2026-06-07,250600,2023-12-01,mar_tool
1001-hill-st-6,2013-04-01,150000,2013-04-01,portal_mar_report
1001-hill-st-6,2014-10-01,160000,2014-10-01,portal_mar_report
1001-hill-st-6,2016-05-01,185000,2016-05-01,portal_mar_report
1001-hill-st-6,2017-06-01,186000,2017-06-01,portal_mar_report
1001-hill-st-6,2018-09-01,191400,2017-06-01,portal_mar_report
1001-hill-st-6,2019-09-01,195200,2017-06-01,portal_mar_report
1001-hill-st-6,2020-09-01,230000,2020-07-01,portal_mar_report
1001-hill-st-6,2021-09-01,233900,2020-07-01,portal_mar_report
1001-hill-st-6,2023-07-19,240900,2020-07-01,mar_tool
1001-hill-st-6,2024-01-01,235000,2024-01-01,portal_mar_report
1001-hill-st-6,2024-09-01,240000,2024-09-01,portal_mar_report
1001-hill-st-6,2026-06-07,235000,2026-01-01,mar_tool
1001-hill-st-7,2012-09-01,145100,2010-04-01,portal_mar_report
1001-hill-st-7,2013-09-01,146600,2010-04-01,portal_mar_report
1001-hill-st-7,2014-09-01,147800,2010-04-01,portal_mar_report
1001-hill-st-7,2015-09-01,148400,2010-04-01,portal_mar_report
1001-hill-st-7,2016-09-01,150300,2010-04-01,portal_mar_report
1001-hill-st-7,2017-09-01,153300,2010-04-01,portal_mar_report
1001-hill-st-7,2018-09-01,157700,2010-04-01,portal_mar_report
1001-hill-st-7,2019-09-01,160900,2010-04-01,portal_mar_report
1001-hill-st-7,2020-09-01,163200,2010-04-01,portal_mar_report
1001-hill-st-7,2021-09-01,166000,2010-04-01,portal_mar_report
1001-hill-st-7,2023-07-19,171000,2010-04-01,mar_tool
1001-hill-st-7,2023-09-01,175800,2010-04-01,portal_mar_report
1001-hill-st-7,2024-09-01,181100,2010-04-01,portal_mar_report
1001-hill-st-7,2026-06-07,185300,2010-04-01,mar_tool
1001-pacific-st,2023-07-19,0,,mar_tool
1001-pacific-st-1-2,2023-07-19,60300,,mar_tool
1001-pacific-st-1-2,2026-06-07,65400,,mar_tool
1001-pearl-st-a,2021-09-01,175300,2013-04-01,portal_mar_report
1001-pearl-st-a,2023-07-19,180600,2013-04-01,mar_tool
1001-pearl-st-a,2023-09-01,185700,2013-04-01,portal_mar_report
1001-pearl-st-a,2024-09-01,191300,2013-04-01,portal_mar_report
1001-pearl-st-a,2026-06-07,195700,2013-04-01,mar_tool
1001-pearl-st-b,2021-09-01,208100,2011-08-01,portal_mar_report
1001-pearl-st-b,2023-07-19,214300,2011-08-01,mar_tool
1001-pearl-st-b,2023-09-01,220300,2011-08-01,portal_mar_report
1001-pearl-st-b,2024-09-01,226900,2011-08-01,portal_mar_report
1001-pearl-st-b,2026-06-07,232100,2011-08-01,mar_tool
1001-pearl-st-c,2021-09-01,77600,,portal_mar_report
1001-pearl-st-c,2023-07-19,79900,,mar_tool
1001-pearl-st-c,2023-09-01,82100,,portal_mar_report
1001-pearl-st-c,2024-09-01,84600,,portal_mar_report
1001-pearl-st-c,2026-06-07,86500,,mar_tool
1001-pearl-st-d,2023-07-19,270000,2022-04-01,mar_tool
1001-pearl-st-d,2023-09-01,276700,2022-04-01,portal_mar_report
1001-pearl-st-d,2024-09-01,284300,2022-04-01,portal_mar_report
1001-pearl-st-d,2026-06-07,290300,2022-04-01,mar_tool
1001-pier-ave-a,2023-07-19,192700,,mar_tool
1001-pier-ave-a,2026-06-07,208700,,mar_tool
1001-pier-ave-b,2023-07-19,115900,,mar_tool
1001-pier-ave-b,2026-06-07,125500,,mar_tool
1001-pier-ave-c,2023-07-19,115900,,mar_tool
1001-pier-ave-c,2026-06-07,125500,,mar_tool
1001-pine-st-a,2023-07-19,0,,mar_tool
1001-pine-st-b,2023-07-19,0,,mar_tool
1001-washington-ave,2012-09-01,175600,2006-04-01,portal_mar_report
1001-washington-ave,2013-09-01,177400,2006-04-01,portal_mar_report
1001-washington-ave,2014-09-01,178800,2006-04-01,portal_mar_report
1001-washington-ave,2015-09-01,179500,2006-04-01,portal_mar_report
1001-washington-ave,2016-09-01,181800,2006-04-01,portal_mar_report
1001-washington-ave,2017-09-01,185400,2006-04-01,portal_mar_report
1001-washington-ave,2018-09-01,190800,2006-04-01,portal_mar_report
1001-washington-ave,2019-09-01,194600,2006-04-01,portal_mar_report
1001-washington-ave,2020-09-01,197300,2006-04-01,portal_mar_report
1001-washington-ave,2021-09-01,200700,2006-04-01,portal_mar_report
1001-washington-ave,2023-07-19,206700,2006-04-01,mar_tool
1001-washington-ave,2026-06-07,366900,2021-02-01,mar_tool
1002-12th-st-101,2021-09-01,269500,2021-02-10,portal_mar_report
1002-12th-st-101,2023-07-19,276500,2021-02-10,mar_tool
1002-12th-st-101,2024-01-15,299500,2024-01-15,portal_mar_report
1002-12th-st-101,2026-06-07,305500,2024-01-15,mar_tool
1002-12th-st-102,2021-12-15,279500,2021-12-15,portal_mar_report
1002-12th-st-102,2023-07-19,279500,2023-01-10,mar_tool
1002-12th-st-102,2024-09-01,287100,2023-01-10,portal_mar_report
1002-12th-st-102,2026-06-07,293100,2023-01-10,mar_tool
1002-12th-st-103,2021-09-01,315000,2021-08-01,portal_mar_report
1002-12th-st-103,2023-07-19,322000,2021-08-01,mar_tool
1002-12th-st-103,2023-09-01,328700,2021-08-01,portal_mar_report
1002-12th-st-103,2024-09-01,336300,2021-08-01,portal_mar_report
1002-12th-st-103,2026-06-07,342300,2021-08-01,mar_tool
1002-12th-st-104,2021-09-01,153500,2005-11-15,portal_mar_report
1002-12th-st-104,2023-07-19,158100,2005-11-15,mar_tool
1002-12th-st-104,2023-09-01,162500,2005-11-15,portal_mar_report
1002-12th-st-104,2024-09-01,167400,2005-11-15,portal_mar_report
1002-12th-st-104,2026-06-07,171300,2005-11-15,mar_tool
1002-12th-st-105,2021-09-01,193800,2012-04-18,portal_mar_report
1002-12th-st-105,2023-07-19,279500,2022-12-06,mar_tool
1002-12th-st-105,2024-09-01,287100,2022-12-06,portal_mar_report
1002-12th-st-105,2026-06-07,293100,2022-12-06,mar_tool
1002-12th-st-106,2021-09-01,159000,,portal_mar_report
1002-12th-st-106,2023-07-19,163800,,mar_tool
1002-12th-st-106,2023-09-01,168400,,portal_mar_report
1002-12th-st-106,2024-09-01,173500,,portal_mar_report
1002-12th-st-106,2026-06-07,177500,,mar_tool
1002-12th-st-107,2021-09-01,227200,2002-09-21,portal_mar_report
1002-12th-st-107,2023-07-19,365000,2022-12-01,mar_tool
1002-12th-st-107,2024-09-01,372600,2022-12-01,portal_mar_report
1002-12th-st-107,2026-06-07,378600,2022-12-01,mar_tool
1002-12th-st-108,2021-09-01,116900,,portal_mar_report
1002-12th-st-108,2023-07-19,120400,,mar_tool
1002-12th-st-108,2023-09-01,123800,,portal_mar_report
1002-12th-st-108,2024-09-01,269500,2024-07-20,portal_mar_report
1002-12th-st-108,2026-06-07,275500,2024-07-20,mar_tool
1002-12th-st-108,2026-07-01,269500,2025-03-15,mar_tool
1002-12th-st-201,2021-09-01,236600,2018-12-15,portal_mar_report
1002-12th-st-201,2023-07-19,243600,2018-12-15,mar_tool
1002-12th-st-201,2023-09-01,250300,2018-12-15,portal_mar_report
1002-12th-st-201,2024-09-01,257800,2018-12-15,portal_mar_report
1002-12th-st-201,2026-06-07,269500,2025-06-26,mar_tool
1002-12th-st-202,2021-09-01,183600,2002-02-15,portal_mar_report
1002-12th-st-202,2023-07-19,189100,2002-02-15,mar_tool
1002-12th-st-202,2023-09-01,194400,2002-02-15,portal_mar_report
1002-12th-st-202,2024-09-01,200200,2002-02-15,portal_mar_report
1002-12th-st-202,2026-06-07,204800,2002-02-15,mar_tool
1002-12th-st-203,2021-09-01,149000,,portal_mar_report
1002-12th-st-203,2023-07-19,153500,,mar_tool
1002-12th-st-203,2023-09-01,157800,,portal_mar_report
1002-12th-st-203,2024-09-01,162500,,portal_mar_report
1002-12th-st-203,2026-06-07,166200,,mar_tool
1002-12th-st-204,2023-07-19,345000,2022-01-01,mar_tool
1002-12th-st-204,2023-09-01,351700,2022-01-01,portal_mar_report
1002-12th-st-204,2024-09-01,359300,2022-01-01,portal_mar_report
1002-12th-st-204,2026-06-07,365300,2022-01-01,mar_tool
1002-12th-st-205,2021-09-01,288900,2020-04-11,portal_mar_report
1002-12th-st-205,2023-07-19,295900,2020-04-11,mar_tool
1002-12th-st-205,2023-11-24,299500,2023-11-24,portal_mar_report
1002-12th-st-205,2026-06-07,305500,2023-11-24,mar_tool
1002-12th-st-206,2021-09-01,96400,,portal_mar_report
1002-12th-st-206,2023-07-19,99300,,mar_tool
1002-12th-st-206,2024-04-15,299500,2024-04-15,portal_mar_report
1002-12th-st-206,2026-06-07,305500,2024-04-15,mar_tool
1002-12th-st-207,2021-09-01,336600,2018-09-20,portal_mar_report
1002-12th-st-207,2023-07-19,343600,2018-09-20,mar_tool
1002-12th-st-207,2023-09-01,350300,2018-09-20,portal_mar_report
