unit_id,apn,address,unit_label,bedrooms,first_seen_at
1342-harvard-st-205,4267009056,1342 HARVARD ST,205,3,2026-06-07
1342-oak-st-a,4285010003,1342 OAK ST,A,2,2026-06-07
1342-oak-st-b,4285010003,1342 OAK ST,B,2,2026-06-07
1342-oak-st-c,4285010003,1342 OAK ST,C,0,2026-06-07
1342-ocean-park-blvd-1,4285003010,1342 OCEAN PARK BLVD,1,1,2026-06-07
1342-ocean-park-blvd-2,4285003010,1342 OCEAN PARK BLVD,2,1,2026-06-07
1342-ocean-park-blvd-3,4285003010,1342 OCEAN PARK BLVD,3,1,2026-06-07
1342-ocean-park-blvd-4,4285003010,1342 OCEAN PARK BLVD,4,1,2026-06-07
1343-11th-st,4282013014,1343 11TH ST,,1,2026-06-07
1343-14th-st-a,4282016016,1343 14TH ST,A,1,2026-06-07
1343-14th-st-b,4282016016,1343 14TH ST,B,1,2026-06-07
1343-14th-st-c,4282016016,1343 14TH ST,C,1,2026-06-07
1343-14th-st-d,4282016016,1343 14TH ST,D,1,2026-06-07
1343-19th-st-1,4276028016,1343 19TH ST,1,3,2026-06-07
1343-19th-st-2,4276028016,1343 19TH ST,2,4,2026-06-07
1343-19th-st-3,4276028016,1343 19TH ST,3,2,2026-06-07
1343-19th-st-4,4276028016,1343 19TH ST,4,2,2026-06-07
1343-19th-st-5,4276028016,1343 19TH ST,5,2,2026-06-07
1343-19th-st-6,4276028016,1343 19TH ST,6,2,2026-06-07
1343-26th-st-102,4267008008,1343 26TH ST,102,2,2026-06-07
1343-26th-st-103,4267008008,1343 26TH ST,103,2,2026-06-07
1343-26th-st-104,4267008008,1343 26TH ST,104,2,2026-06-07
1343-chelsea-ave,4276022013,1343 CHELSEA AVE,,1,2026-06-07
1343-oak-st,4285003015,1343 OAK ST,,1,2026-06-07
1344-14th-st-a,4282015010,1344 14TH ST,A,1,2026-06-07
1344-14th-st-b,4282015010,1344 14TH ST,B,1,2026-06-07
1344-14th-st-c,4282015010,1344 14TH ST,C,0,2026-06-07
1344-14th-st-d,4282015010,1344 14TH ST,D,1,2026-06-07
1344-14th-st-e,4282015010,1344 14TH ST,E,1,2026-06-07
1344-14th-st-f,4282015010,1344 14TH ST,F,0,2026-06-07
1344-14th-st-g,4282015010,1344 14TH ST,G,1,2026-06-07
1344-14th-st-h,4282015010,1344 14TH ST,H,1,2026-06-07
1344-14th-st-i,4282015010,1344 14TH ST,I,1,2026-06-07
1344-14th-st-j,4282015010,1344 14TH ST,J,1,2026-06-07
1344-14th-st-k,4282015010,1344 14TH ST,K,1,2026-06-07
1344-franklin-st,4267013009,1344 FRANKLIN ST,,2,2026-06-07
1344-princeton-st-a,4267008031,1344 PRINCETON ST,A,1,2026-06-07
1344-princeton-st-b,4267008031,1344 PRINCETON ST,B,2,2026-06-07
1344-princeton-st-c,4267008031,1344 PRINCETON ST,C,2,2026-06-07
1344-princeton-st-d,4267008031,1344 PRINCETON ST,D,2,2026-06-07
1344-princeton-st-e,4267008031,1344 PRINCETON ST,E,2,2026-06-07
1345-11th-st-a,4282013014,1345 11TH ST,A,1,2026-06-07
1345-11th-st-b,4282013014,1345 11TH ST,B,1,2026-06-07
1345-11th-st-c,4282013014,1345 11TH ST,C,1,2026-06-07
1345-11th-st-d,4282013014,1345 11TH ST,D,1,2026-06-07
1345-11th-st-e,4282013014,1345 11TH ST,E,1,2026-06-07
1345-11th-st-f,4282013014,1345 11TH ST,F,1,2026-06-07
1345-11th-st-g,4282013014,1345 11TH ST,G,1,2026-06-07
1345-18th-st-1,4276029015,1345 18TH ST,1,2,2026-06-07
1345-18th-st-2,4276029015,1345 18TH ST,2,2,2026-06-07
1345-18th-st-3,4276029015,1345 18TH ST,3,3,2026-06-07
1345-18th-st-4,4276029015,1345 18TH ST,4,2,2026-06-07
1345-18th-st-5,4276029015,1345 18TH ST,5,2,2026-06-07
1345-18th-st-6,4276029015,1345 18TH ST,6,2,2026-06-07
1345-18th-st-7,4276029015,1345 18TH ST,7,3,2026-06-07
1345-chelsea-ave,4276022013,1345 CHELSEA AVE,,1,2026-06-07
1345-oak-st,4285003015,1345 OAK ST,,2,2026-06-07
1346-16th-st,4282017010,1346 16TH ST,,0,2026-06-07
1346-ocean-park-blvd-1,4285003011,1346 OCEAN PARK BLVD,1,1,2026-06-07
1346-ocean-park-blvd-2,4285003011,1346 OCEAN PARK BLVD,2,1,2026-06-07
1346-ocean-park-blvd-3,4285003011,1346 OCEAN PARK BLVD,3,1,2026-06-07
1346-ocean-park-blvd-4,4285003011,1346 OCEAN PARK BLVD,4,1,2026-06-07
1347-grant-st,4284032011,1347 GRANT ST,,3,2026-06-07
1347-oak-st,4285003014,1347 OAK ST,,1,2026-06-07
1348-oak-st-1,4285010002,1348 OAK ST,1,0,2026-06-07
1348-oak-st-2,4285010002,1348 OAK ST,2,0,2026-06-07
1348-oak-st-3,4285010002,1348 OAK ST,3,0,2026-06-07
1349-oak-st,4285003014,1349 OAK ST,,0,2026-06-07
135-montana-ave-1,4293014027,135 MONTANA AVE,1,2,2026-06-07
135-montana-ave-10,4293014027,135 MONTANA AVE,10,1,2026-06-07
135-montana-ave-11,4293014027,135 MONTANA AVE,11,1,2026-06-07
135-montana-ave-12,4293014027,135 MONTANA AVE,12,2,2026-06-07
135-montana-ave-14,4293014027,135 MONTANA AVE,14,0,2026-06-07
135-montana-ave-15,4293014027,135 MONTANA AVE,15,0,2026-06-07
135-montana-ave-16,4293014027,135 MONTANA AVE,16,1,2026-06-07
135-montana-ave-17,4293014027,135 MONTANA AVE,17,1,2026-06-07
135-montana-ave-18,4293014027,135 MONTANA AVE,18,1,2026-06-07
135-montana-ave-19,4293014027,135 MONTANA AVE,19,1,2026-06-07
135-montana-ave-2,4293014027,135 MONTANA AVE,2,2,2026-06-07
135-montana-ave-3,4293014027,135 MONTANA AVE,3,1,2026-06-07
135-montana-ave-4,4293014027,135 MONTANA AVE,4,1,2026-06-07
135-montana-ave-5,4293014027,135 MONTANA AVE,5,1,2026-06-07
135-montana-ave-6,4293014027,135 MONTANA AVE,6,2,2026-06-07
135-montana-ave-7,4293014027,135 MONTANA AVE,7,1,2026-06-07
135-montana-ave-8,4293014027,135 MONTANA AVE,8,1,2026-06-07
135-montana-ave-9,4293014027,135 MONTANA AVE,9,1,2026-06-07
135-san-vicente-blvd-1,4293002051,135 SAN VICENTE BLVD,1,2,2026-06-07
135-san-vicente-blvd-10,4293002051,135 SAN VICENTE BLVD,10,2,2026-06-07
135-san-vicente-blvd-11,4293002051,135 SAN VICENTE BLVD,11,1,2026-06-07
135-san-vicente-blvd-12,4293002051,135 SAN VICENTE BLVD,12,1,2026-06-07
135-san-vicente-blvd-13,4293002051,135 SAN VICENTE BLVD,13,2,2026-06-07
135-san-vicente-blvd-14,4293002051,135 SAN VICENTE BLVD,14,3,2026-06-07
135-san-vicente-blvd-2,4293002051,135 SAN VICENTE BLVD,2,3,2026-06-07
135-san-vicente-blvd-3,4293002051,135 SAN VICENTE BLVD,3,2,2026-06-07
135-san-vicente-blvd-4,4293002051,135 SAN VICENTE BLVD,4,2,2026-06-07
135-san-vicente-blvd-5,4293002051,135 SAN VICENTE BLVD,5,2,2026-06-07
135-san-vicente-blvd-6,4293002051,135 SAN VICENTE BLVD,6,2,2026-06-07
135-san-vicente-blvd-7,4293002051,135 SAN VICENTE BLVD,7,2,2026-06-07
135-san-vicente-blvd-8,4293002051,135 SAN VICENTE BLVD,8,2,2026-06-07
135-san-vicente-blvd-9,4293002051,135 SAN VICENTE BLVD,9,2,2026-06-07
1350-franklin-st-1,4267013007,1350 FRANKLIN ST,1,1,2026-06-07
1350-franklin-st-3,4267013007,1350 FRANKLIN ST,3,1,2026-06-07
1350-franklin-st-4,4267013007,1350 FRANKLIN ST,4,1,2026-06-07
1351-grant-st,4284032012,1351 GRANT ST,,4,2026-06-07
1351-hill-st,4285010019,1351 HILL ST,,0,2026-06-07
1352-oak-st,4285010001,1352 OAK ST,,1,2026-06-07
1352-ocean-park-blvd-a,4285003012,1352 OCEAN PARK BLVD,A,0,2026-06-07
1352-ocean-park-blvd-b,4285003012,1352 OCEAN PARK BLVD,B,2,2026-06-07
1352-ocean-park-blvd-c,4285003012,1352 OCEAN PARK BLVD,C,2,2026-06-07
1352-ocean-park-blvd-d,4285003012,1352 OCEAN PARK BLVD,D,2,2026-06-07
1352-ocean-park-blvd-e,4285003012,1352 OCEAN PARK BLVD,E,1,2026-06-07
1352-ocean-park-blvd-f,4285003012,1352 OCEAN PARK BLVD,F,1,2026-06-07
1352-ocean-park-blvd-g,4285003012,1352 OCEAN PARK BLVD,G,0,2026-06-07
1354-16th-st,4282017010,1354 16TH ST,,0,2026-06-07
1357-ocean-ave-1,4291014025,1357 OCEAN AVE,1,0,2026-06-07
1357-ocean-ave-10,4291014025,1357 OCEAN AVE,10,0,2026-06-07
1357-ocean-ave-11,4291014025,1357 OCEAN AVE,11,1,2026-06-07
1357-ocean-ave-12,4291014025,1357 OCEAN AVE,12,0,2026-06-07
1357-ocean-ave-12a,4291014025,1357 OCEAN AVE,12A,0,2026-06-07
1357-ocean-ave-14,4291014025,1357 OCEAN AVE,14,1,2026-06-07
1357-ocean-ave-15,4291014025,1357 OCEAN AVE,15,1,2026-06-07
1357-ocean-ave-16,4291014025,1357 OCEAN AVE,16,0,2026-06-07
1357-ocean-ave-17,4291014025,1357 OCEAN AVE,17,0,2026-06-07
1357-ocean-ave-18,4291014025,1357 OCEAN AVE,18,0,2026-06-07
1357-ocean-ave-19,4291014025,1357 OCEAN AVE,19,1,2026-06-07
1357-ocean-ave-2,4291014025,1357 OCEAN AVE,2,0,2026-06-07
1357-ocean-ave-3,4291014025,1357 OCEAN AVE,3,0,2026-06-07
1357-ocean-ave-4,4291014025,1357 OCEAN AVE,4,0,2026-06-07
1357-ocean-ave-5,4291014025,1357 OCEAN AVE,5,1,2026-06-07
1357-ocean-ave-6,4291014025,1357 OCEAN AVE,6,0,2026-06-07
1357-ocean-ave-7,4291014025,1357 OCEAN AVE,7,0,2026-06-07
1357-ocean-ave-8,4291014025,1357 OCEAN AVE,8,1,2026-06-07
1357-ocean-ave-9,4291014025,1357 OCEAN AVE,9,0,2026-06-07
136-fraser-ave,4288019009,136 FRASER AVE,,0,2026-06-07
136-hart-ave,4288018011,136 HART AVE,,2,2026-06-07
136-hart-ave-1-2,4288018011,136 HART AVE,1/2,1,2026-06-07
136-san-vicente-blvd-a,4293003001,136 SAN VICENTE BLVD,A,1,2026-06-07
136-san-vicente-blvd-b,4293003001,136 SAN VICENTE BLVD,B,1,2026-06-07
136-san-vicente-blvd-c,4293003001,136 SAN VICENTE BLVD,C,1,2026-06-07
136-san-vicente-blvd-d,4293003001,136 SAN VICENTE BLVD,D,2,2026-06-07
136-wadsworth-ave,4288017008,136 WADSWORTH AVE,,0,2026-06-07
137-bay-st-1,4289020002,137 BAY ST,1,1,2026-06-07
137-bay-st-2,4289020002,137 BAY ST,2,1,2026-06-07
137-bay-st-3,4289020002,137 BAY ST,3,1,2026-06-07
137-bay-st-4,4289020002,137 BAY ST,4,1,2026-06-07
137-bay-st-5,4289020002,137 BAY ST,5,1,2026-06-07
137-bay-st-6,4289020002,137 BAY ST,6,1,2026-06-07
137-bay-st-7,4289020002,137 BAY ST,7,1,2026-06-07
137-bay-st-8,4289020002,137 BAY ST,8,1,2026-06-07
138-bicknell-ave,4289021010,138 BICKNELL AVE,,0,2026-06-07
138-palisades-ave-1,4293014005,138 PALISADES AVE,1,7,2026-06-07
138-palisades-ave-2,4293014005,138 PALISADES AVE,2,1,2026-06-07
138-san-vicente-blvd-a,4293003001,138 SAN VICENTE BLVD,A,1,2026-06-07
138-san-vicente-blvd-b,4293003001,138 SAN VICENTE BLVD,B,1,2026-06-07
138-san-vicente-blvd-c,4293003001,138 SAN VICENTE BLVD,C,2,2026-06-07
138-san-vicente-blvd-d,4293003001,138 SAN VICENTE BLVD,D,1,2026-06-07
139-hart-ave,4288017025,139 HART AVE,,3,2026-06-07
139-hart-ave-1-2,4288017025,139 HART AVE,1/2,0,2026-06-07
139-wadsworth-ave,4288016023,139 WADSWORTH AVE,,3,2026-06-07
139-wadsworth-ave-1-2,4288016023,139 WADSWORTH AVE,1/2,0,2026-06-07
140-hart-ave,4288018010,140 HART AVE,,2,2026-06-07
140-hart-ave-1-2,4288018010,140 HART AVE,1/2,2,2026-06-07
140-hollister-ave-5,4288016004,140 HOLLISTER AVE,5,1,2026-06-07
140-hollister-ave-6,4288016004,140 HOLLISTER AVE,6,1,2026-06-07
140-san-vicente-blvd-a,4293003001,140 SAN VICENTE BLVD,A,2,2026-06-07
140-san-vicente-blvd-b,4293003001,140 SAN VICENTE BLVD,B,1,2026-06-07
140-san-vicente-blvd-c,4293003001,140 SAN VICENTE BLVD,C,3,2026-06-07
140-san-vicente-blvd-d,4293003001,140 SAN VICENTE BLVD,D,2,2026-06-07
1400-broadway,4282034020,1400 BROADWAY,,0,2026-06-07
1400-california-ave-101,4281011027,1400 CALIFORNIA AVE,101,1,2026-06-07
1400-california-ave-102,4281011027,1400 CALIFORNIA AVE,102,2,2026-06-07
1400-california-ave-103,4281011027,1400 CALIFORNIA AVE,103,2,2026-06-07
1400-california-ave-104,4281011027,1400 CALIFORNIA AVE,104,2,2026-06-07
1400-california-ave-105,4281011027,1400 CALIFORNIA AVE,105,2,2026-06-07
1400-california-ave-106,4281011027,1400 CALIFORNIA AVE,106,2,2026-06-07
1400-california-ave-107,4281011027,1400 CALIFORNIA AVE,107,2,2026-06-07
1400-california-ave-108,4281011027,1400 CALIFORNIA AVE,108,1,2026-06-07
1400-california-ave-201,4281011027,1400 CALIFORNIA AVE,201,1,2026-06-07
1400-california-ave-202,4281011027,1400 CALIFORNIA AVE,202,2,2026-06-07
1400-california-ave-203,4281011027,1400 CALIFORNIA AVE,203,2,2026-06-07
1400-california-ave-204,4281011027,1400 CALIFORNIA AVE,204,2,2026-06-07
1400-california-ave-205,4281011027,1400 CALIFORNIA AVE,205,2,2026-06-07
1400-california-ave-206,4281011027,1400 CALIFORNIA AVE,206,2,2026-06-07
1400-california-ave-207,4281011027,1400 CALIFORNIA AVE,207,2,2026-06-07
1400-california-ave-301,4281011027,1400 CALIFORNIA AVE,301,1,2026-06-07
1400-california-ave-302,4281011027,1400 CALIFORNIA AVE,302,2,2026-06-07
1400-california-ave-303,4281011027,1400 CALIFORNIA AVE,303,2,2026-06-07
1400-california-ave-304,4281011027,1400 CALIFORNIA AVE,304,2,2026-06-07
1400-california-ave-305,4281011027,1400 CALIFORNIA AVE,305,2,2026-06-07
1400-california-ave-306,4281011027,1400 CALIFORNIA AVE,306,2,2026-06-07
1400-california-ave-307,4281011027,1400 CALIFORNIA AVE,307,2,2026-06-07
1400-california-ave-308,4281011027,1400 CALIFORNIA AVE,308,3,2026-06-07
1401-grant-st,4284035012,1401 GRANT ST,,3,2026-06-07
1401-idaho-ave,4281009013,1401 IDAHO AVE,,2,2026-06-07
1401-palisades-beach-rd-1-2,4291031008,1401 PALISADES BEACH RD,1/2,4,2026-06-07
1401-palisades-beach-rd-3-4,4291031008,1401 PALISADES BEACH RD,3/4,1,2026-06-07
1401-palisades-beach-rd-a,4291031008,1401 PALISADES BEACH RD,A,1,2026-06-07
1401-palisades-beach-rd-b,4291031008,1401 PALISADES BEACH RD,B,0,2026-06-07
1401-palisades-beach-rd-c,4291031008,1401 PALISADES BEACH RD,C,0,2026-06-07
1401-palisades-beach-rd-d,4291031008,1401 PALISADES BEACH RD,D,0,2026-06-07
1401-palisades-beach-rd-e,4291031008,1401 PALISADES BEACH RD,E,0,2026-06-07
1401-palisades-beach-rd-f,4291031008,1401 PALISADES BEACH RD,F,0,2026-06-07
1401-palisades-beach-rd-g,4291031008,1401 PALISADES BEACH RD,G,0,2026-06-07
1401-palisades-beach-rd-h,4291031008,1401 PALISADES BEACH RD,H,0,2026-06-07
1402-arizona-ave-1,4282016023,1402 ARIZONA AVE,1,1,2026-06-07
1402-arizona-ave-10,4282016023,1402 ARIZONA AVE,10,1,2026-06-07
1402-arizona-ave-2,4282016023,1402 ARIZONA AVE,2,1,2026-06-07
1402-arizona-ave-3,4282016023,1402 ARIZONA AVE,3,2,2026-06-07
1402-arizona-ave-4,4282016023,1402 ARIZONA AVE,4,2,2026-06-07
1402-arizona-ave-5,4282016023,1402 ARIZONA AVE,5,2,2026-06-07
1402-arizona-ave-6,4282016023,1402 ARIZONA AVE,6,2,2026-06-07
1402-arizona-ave-7,4282016023,1402 ARIZONA AVE,7,2,2026-06-07
1402-arizona-ave-8,4282016023,1402 ARIZONA AVE,8,2,2026-06-07
1402-arizona-ave-9,4282016023,1402 ARIZONA AVE,9,1,2026-06-07
1402-maple-st,4284026001,1402 MAPLE ST,,1,2026-06-07
1403-idaho-ave,4281009013,1403 IDAHO AVE,,2,2026-06-07
1404-broadway,4282034020,1404 BROADWAY,,0,2026-06-07
1404-cloverfield-blvd,4275005005,1404 CLOVERFIELD BLVD,,1,2026-06-07
1404-ocean-park-blvd,4285004011,1404 OCEAN PARK BLVD,,2,2026-06-07
1405-idaho-ave,4281009013,1405 IDAHO AVE,,2,2026-06-07
1405-ocean-park-blvd-a,4284026031,1405 OCEAN PARK BLVD,A,1,2026-06-07
1405-ocean-park-blvd-b,4284026031,1405 OCEAN PARK BLVD,B,1,2026-06-07
1405-ocean-park-blvd-c,4284026031,1405 OCEAN PARK BLVD,C,1,2026-06-07
1405-ocean-park-blvd-d,4284026031,1405 OCEAN PARK BLVD,D,1,2026-06-07
1405-palisades-beach-rd-1,4291031007,1405 PALISADES BEACH RD,1,1,2026-06-07
1405-palisades-beach-rd-2,4291031007,1405 PALISADES BEACH RD,2,0,2026-06-07
1405-palisades-beach-rd-3,4291031007,1405 PALISADES BEACH RD,3,1,2026-06-07
1405-palisades-beach-rd-4,4291031007,1405 PALISADES BEACH RD,4,1,2026-06-07
1405-palisades-beach-rd-5,4291031007,1405 PALISADES BEACH RD,5,1,2026-06-07
1405-palisades-beach-rd-6,4291031007,1405 PALISADES BEACH RD,6,0,2026-06-07
1405-palisades-beach-rd-7,4291031007,1405 PALISADES BEACH RD,7,0,2026-06-07
1405-palisades-beach-rd-8,4291031007,1405 PALISADES BEACH RD,8,1,2026-06-07
1406-maple-st,4284026001,1406 MAPLE ST,,2,2026-06-07
1407-georgina-ave,4279021019,1407 GEORGINA AVE,,0,2026-06-07
1407-idaho-ave,4281009013,1407 IDAHO AVE,,2,2026-06-07
1407-pearl-st,4284037021,1407 PEARL ST,,0,2026-06-07
1408-broadway,4282034020,1408 BROADWAY,,0,2026-06-07
1409-ashland-ave-a,4285015013,1409 ASHLAND AVE,A,2,2026-06-07
1409-idaho-ave,4281009013,1409 IDAHO AVE,,2,2026-06-07
1409-palisades-beach-rd,4291031006,1409 PALISADES BEACH RD,,4,2026-06-07
1409-palisades-beach-rd-1-2,4291031006,1409 PALISADES BEACH RD,1/2,2,2026-06-07
141-ocean-park-blvd,4288019023,141 OCEAN PARK BLVD,,2,2026-06-07
141-ocean-park-blvd-1-2,4288019023,141 OCEAN PARK BLVD,1/2,1,2026-06-07
1410-15th-st-22,4282021001,1410 15TH ST,22,2,2026-06-07
1410-15th-st-23,4282021001,1410 15TH ST,23,0,2026-06-07
1410-15th-st-24,4282021001,1410 15TH ST,24,1,2026-06-07
1410-15th-st-25,4282021001,1410 15TH ST,25,0,2026-06-07
1410-24th-st-1-2-e,4275004004,1410 24TH ST,1/2(E),1,2026-06-07
1410-24th-st-1-2-f,4275004004,1410 24TH ST,1/2(F),2,2026-06-07
1410-24th-st-a,4275004004,1410 24TH ST,A,2,2026-06-07
1410-24th-st-b,4275004004,1410 24TH ST,B,2,2026-06-07
1410-24th-st-c,4275004004,1410 24TH ST,C,2,2026-06-07
1410-24th-st-d,4275004004,1410 24TH ST,D,2,2026-06-07
1410-bay-st,4284035002,1410 BAY ST,,0,2026-06-07
1410-ocean-park-blvd-1,4285004010,1410 OCEAN PARK BLVD,1,1,2026-06-07
1410-ocean-park-blvd-2,4285004010,1410 OCEAN PARK BLVD,2,1,2026-06-07
1410-ocean-park-blvd-3,4285004010,1410 OCEAN PARK BLVD,3,1,2026-06-07
1410-ocean-park-blvd-4,4285004010,1410 OCEAN PARK BLVD,4,2,2026-06-07
1411-11th-st,4282024025,1411 11TH ST,,0,2026-06-07
1411-cloverfield-blvd-comm,4275004016,1411 CLOVERFIELD BLVD,COMM,0,2026-06-07
1411-maple-st-a,4284038010,1411 MAPLE ST,A,2,2026-06-07
1411-maple-st-b,4284038010,1411 MAPLE ST,B,2,2026-06-07
1411-pearl-st,4284037020,1411 PEARL ST,,0,2026-06-07
1411-pearl-st-1-2,4284037020,1411 PEARL ST,1/2,0,2026-06-07
1412-17th-st-1,4282019003,1412 17TH ST,1,0,2026-06-07
1412-17th-st-10,4282019003,1412 17TH ST,10,0,2026-06-07
1412-17th-st-11,4282019003,1412 17TH ST,11,2,2026-06-07
1412-17th-st-12,4282019003,1412 17TH ST,12,2,2026-06-07
1412-17th-st-13,4282019003,1412 17TH ST,13,0,2026-06-07
1412-17th-st-14,4282019003,1412 17TH ST,14,0,2026-06-07
1412-17th-st-2,4282019003,1412 17TH ST,2,1,2026-06-07
1412-17th-st-3,4282019003,1412 17TH ST,3,0,2026-06-07
1412-17th-st-4,4282019003,1412 17TH ST,4,0,2026-06-07
1412-17th-st-5,4282019003,1412 17TH ST,5,2,2026-06-07
1412-17th-st-6,4282019003,1412 17TH ST,6,2,2026-06-07
1412-17th-st-7,4282019003,1412 17TH ST,7,1,2026-06-07
1412-17th-st-8,4282019003,1412 17TH ST,8,1,2026-06-07
1412-17th-st-9,4282019003,1412 17TH ST,9,0,2026-06-07
1412-broadway,4282034020,1412 BROADWAY,,0,2026-06-07
1412-maple-st,4284026001,1412 MAPLE ST,,1,2026-06-07
1412-pearl-st-1,4284038004,1412 PEARL ST,1,2,2026-06-07
1412-pearl-st-2,4284038004,1412 PEARL ST,2,1,2026-06-07
1412-pearl-st-3,4284038004,1412 PEARL ST,3,1,2026-06-07
1412-pearl-st-4,4284038004,1412 PEARL ST,4,1,2026-06-07
1412-pearl-st-5,4284038004,1412 PEARL ST,5,1,2026-06-07
1413-11th-st,4282024025,1413 11TH ST,,0,2026-06-07
1413-18th-st-a,4275010022,1413 18TH ST,A,2,2026-06-07
1413-18th-st-b,4275010022,1413 18TH ST,B,2,2026-06-07
1413-18th-st-c,4275010022,1413 18TH ST,C,2,2026-06-07
1413-18th-st-d,4275010022,1413 18TH ST,D,3,2026-06-07
1413-18th-st-e,4275010022,1413 18TH ST,E,2,2026-06-07
1413-18th-st-f,4275010022,1413 18TH ST,F,2,2026-06-07
1413-18th-st-g,4275010022,1413 18TH ST,G,2,2026-06-07
1413-18th-st-h,4275010022,1413 18TH ST,H,3,2026-06-07
1414-lincoln-blvd,4291021003,1414 LINCOLN BLVD,,0,2026-06-07
1414-ocean-park-blvd-1,4285004009,1414 OCEAN PARK BLVD,1,1,2026-06-07
1414-ocean-park-blvd-2,4285004009,1414 OCEAN PARK BLVD,2,1,2026-06-07
1414-ocean-park-blvd-3,4285004009,1414 OCEAN PARK BLVD,3,1,2026-06-07
1414-ocean-park-blvd-4,4285004009,1414 OCEAN PARK BLVD,4,3,2026-06-07
1415-11th-st,4282024025,1415 11TH ST,,0,2026-06-07
1415-centinela-ave,4267015009,1415 CENTINELA AVE,,3,2026-06-07
1415-stanford-st-1,4267017001,1415 STANFORD ST,1,0,2026-06-07
1415-stanford-st-2,4267017001,1415 STANFORD ST,2,0,2026-06-07
1415-stanford-st-3,4267017001,1415 STANFORD ST,3,0,2026-06-07
1415-stanford-st-4,4267017001,1415 STANFORD ST,4,0,2026-06-07
1415-stanford-st-5,4267017001,1415 STANFORD ST,5,0,2026-06-07
1415-stanford-st-6,4267017001,1415 STANFORD ST,6,0,2026-06-07
1417-10th-st-1,4282025023,1417 10TH ST,1,2,2026-06-07
1417-10th-st-2,4282025023,1417 10TH ST,2,2,2026-06-07
1417-11th-st-a,4282024024,1417 11TH ST,A,1,2026-06-07
1417-11th-st-b,4282024024,1417 11TH ST,B,1,2026-06-07
1417-11th-st-c,4282024024,1417 11TH ST,C,1,2026-06-07
1417-11th-st-d,4282024024,1417 11TH ST,D,1,2026-06-07
1417-11th-st-e,4282024024,1417 11TH ST,E,1,2026-06-07
1417-11th-st-f,4282024024,1417 11TH ST,F,1,2026-06-07
1417-11th-st-g,4282024024,1417 11TH ST,G,1,2026-06-07
1417-11th-st-h,4282024024,1417 11TH ST,H,1,2026-06-07
1417-11th-st-i,4282024024,1417 11TH ST,I,1,2026-06-07
1417-11th-st-j,4282024024,1417 11TH ST,J,1,2026-06-07
1417-14th-st-1,4282021018,1417 14TH ST,1,1,2026-06-07
1417-14th-st-10,4282021018,1417 14TH ST,10,1,2026-06-07
1417-14th-st-11,4282021018,1417 14TH ST,11,1,2026-06-07
1417-14th-st-2,4282021018,1417 14TH ST,2,1,2026-06-07
1417-14th-st-3,4282021018,1417 14TH ST,3,1,2026-06-07
1417-14th-st-4,4282021018,1417 14TH ST,4,1,2026-06-07
1417-14th-st-5,4282021018,1417 14TH ST,5,1,2026-06-07
1417-14th-st-6,4282021018,1417 14TH ST,6,1,2026-06-07
1417-14th-st-7,4282021018,1417 14TH ST,7,2,2026-06-07
1417-14th-st-8,4282021018,1417 14TH ST,8,1,2026-06-07
1417-14th-st-9,4282021018,1417 14TH ST,9,1,2026-06-07
1417-17th-st,4275011022,1417 17TH ST,,5,2026-06-07
1417-17th-st-a,4275011022,1417 17TH ST,A,3,2026-06-07
1417-17th-st-b,4275011022,1417 17TH ST,B,1,2026-06-07
1417-17th-st-c,4275011022,1417 17TH ST,C,1,2026-06-07
1417-17th-st-d,4275011022,1417 17TH ST,D,1,2026-06-07
1417-17th-st-e,4275011022,1417 17TH ST,E,1,2026-06-07
1417-18th-st-1,4275010021,1417 18TH ST,1,4,2026-06-07
1417-18th-st-2,4275010021,1417 18TH ST,2,2,2026-06-07
1417-18th-st-3,4275010021,1417 18TH ST,3,2,2026-06-07
1417-18th-st-4,4275010021,1417 18TH ST,4,2,2026-06-07
1417-18th-st-5,4275010021,1417 18TH ST,5,2,2026-06-07
1417-18th-st-6,4275010021,1417 18TH ST,6,2,2026-06-07
1417-21st-st-a,4275007003,1417 21ST ST,A,2,2026-06-07
1417-21st-st-b,4275007003,1417 21ST ST,B,2,2026-06-07
1417-21st-st-c,4275007003,1417 21ST ST,C,2,2026-06-07
1417-21st-st-d,4275007003,1417 21ST ST,D,2,2026-06-07
1417-centinela-ave,4267015009,1417 CENTINELA AVE,,1,2026-06-07
1417-euclid-st-1,4282022022,1417 EUCLID ST,1,0,2026-06-07
1417-euclid-st-2,4282022022,1417 EUCLID ST,2,0,2026-06-07
1417-euclid-st-3,4282022022,1417 EUCLID ST,3,0,2026-06-07
1417-harvard-st,4267019008,1417 HARVARD ST,,2,2026-06-07
1417-harvard-st-1,4267019008,1417 HARVARD ST,1,1,2026-06-07
1417-harvard-st-2,4267019008,1417 HARVARD ST,2,1,2026-06-07
1417-harvard-st-3,4267019008,1417 HARVARD ST,3,1,2026-06-07
1417-harvard-st-4,4267019008,1417 HARVARD ST,4,1,2026-06-07
1417-harvard-st-rear,4267019008,1417 HARVARD ST,REAR,0,2026-06-07
1417-maple-st,4284038011,1417 MAPLE ST,,3,2026-06-07
1417-ocean-park-blvd-a,4284026009,1417 OCEAN PARK BLVD,A,2,2026-06-07
1417-ocean-park-blvd-b,4284026009,1417 OCEAN PARK BLVD,B,2,2026-06-07
1417-ocean-park-blvd-c,4284026009,1417 OCEAN PARK BLVD,C,1,2026-06-07
