unit_id,apn,address,unit_label,bedrooms,first_seen_at
1863-10th-st-n,4283023035,1863 10TH ST,N,2,2026-06-07
1868-10th-st-1,4283022014,1868 10TH ST,1,3,2026-06-07
1868-10th-st-2,4283022014,1868 10TH ST,2,2,2026-06-07
1868-10th-st-3,4283022014,1868 10TH ST,3,2,2026-06-07
1868-10th-st-4,4283022014,1868 10TH ST,4,2,2026-06-07
1868-10th-st-5,4283022014,1868 10TH ST,5,2,2026-06-07
1868-10th-st-6,4283022014,1868 10TH ST,6,3,2026-06-07
1870-10th-st,4283022015,1870 10TH ST,,2,2026-06-07
1870-10th-st-1-2,4283022015,1870 10TH ST,1/2,1,2026-06-07
1871-9th-st-1,4283021016,1871 9TH ST,1,1,2026-06-07
1871-9th-st-2,4283021016,1871 9TH ST,2,1,2026-06-07
1871-9th-st-3,4283021016,1871 9TH ST,3,2,2026-06-07
1871-9th-st-4,4283021016,1871 9TH ST,4,2,2026-06-07
1871-9th-st-5,4283021016,1871 9TH ST,5,1,2026-06-07
1871-9th-st-6,4283021016,1871 9TH ST,6,1,2026-06-07
1899-olympic-blvd,4275026011,1899 OLYMPIC BLVD,,0,2026-06-07
1901-12th-st,4283027012,1901 12TH ST,,2,2026-06-07
1901-12th-st-a,4283027012,1901 12TH ST,A,1,2026-06-07
1901-12th-st-b,4283027012,1901 12TH ST,B,1,2026-06-07
1901-6th-st-101,4289003026,1901 6TH ST,101,1,2026-06-07
1901-6th-st-102,4289003026,1901 6TH ST,102,0,2026-06-07
1901-6th-st-201,4289003026,1901 6TH ST,201,1,2026-06-07
1901-6th-st-202,4289003026,1901 6TH ST,202,1,2026-06-07
1901-6th-st-203,4289003026,1901 6TH ST,203,1,2026-06-07
1901-6th-st-204,4289003026,1901 6TH ST,204,1,2026-06-07
1901-6th-st-205,4289003026,1901 6TH ST,205,1,2026-06-07
1901-6th-st-206,4289003026,1901 6TH ST,206,1,2026-06-07
1901-6th-st-207,4289003026,1901 6TH ST,207,1,2026-06-07
1901-6th-st-301,4289003026,1901 6TH ST,301,1,2026-06-07
1901-6th-st-302,4289003026,1901 6TH ST,302,1,2026-06-07
1901-6th-st-303,4289003026,1901 6TH ST,303,1,2026-06-07
1901-6th-st-304,4289003026,1901 6TH ST,304,1,2026-06-07
1901-6th-st-305,4289003026,1901 6TH ST,305,1,2026-06-07
1901-6th-st-306,4289003026,1901 6TH ST,306,1,2026-06-07
1901-6th-st-307,4289003026,1901 6TH ST,307,1,2026-06-07
1901-delaware-ave,4274011020,1901 DELAWARE AVE,,0,2026-06-07
1901-montana-ave,4279006018,1901 MONTANA AVE,,2,2026-06-07
1901-montana-ave-1-2,4279006018,1901 MONTANA AVE,1/2,1,2026-06-07
1902-arizona-ave-1,4276028024,1902 ARIZONA AVE,1,2,2026-06-07
1902-arizona-ave-2,4276028024,1902 ARIZONA AVE,2,2,2026-06-07
1902-arizona-ave-3,4276028024,1902 ARIZONA AVE,3,2,2026-06-07
1902-arizona-ave-4,4276028024,1902 ARIZONA AVE,4,2,2026-06-07
1902-arizona-ave-5,4276028024,1902 ARIZONA AVE,5,3,2026-06-07
1902-arizona-ave-6,4276028024,1902 ARIZONA AVE,6,3,2026-06-07
1902-arizona-ave-7,4276028024,1902 ARIZONA AVE,7,2,2026-06-07
1902-arizona-ave-8,4276028024,1902 ARIZONA AVE,8,3,2026-06-07
1902-california-ave-101,4276008071,1902 CALIFORNIA AVE,101,7,2026-06-07
1902-california-ave-102,4276008071,1902 CALIFORNIA AVE,102,6,2026-06-07
1902-california-ave-103,4276008071,1902 CALIFORNIA AVE,103,2,2026-06-07
1902-california-ave-104,4276008071,1902 CALIFORNIA AVE,104,2,2026-06-07
1902-california-ave-105,4276008071,1902 CALIFORNIA AVE,105,2,2026-06-07
1902-montana-ave,4277006014,1902 MONTANA AVE,,1,2026-06-07
1903-22nd-st,4274022001,1903 22ND ST,,0,2026-06-07
1903-california-ave,4277025011,1903 CALIFORNIA AVE,,2,2026-06-07
1903-delaware-ave,4274011020,1903 DELAWARE AVE,,0,2026-06-07
1903-high-pl,4268017010,1903 HIGH PL,,0,2026-06-07
1903-idaho-ave,4277006024,1903 IDAHO AVE,,1,2026-06-07
1903-montana-ave,4279006018,1903 MONTANA AVE,,1,2026-06-07
1903-montana-ave-1-2,4279006018,1903 MONTANA AVE,1/2,1,2026-06-07
1904-12th-st,4283026008,1904 12TH ST,,2,2026-06-07
1904-12th-st-1,4283026008,1904 12TH ST,1,2,2026-06-07
1904-12th-st-2,4283026008,1904 12TH ST,2,2,2026-06-07
1904-12th-st-3,4283026008,1904 12TH ST,3,2,2026-06-07
1904-12th-st-4,4283026008,1904 12TH ST,4,2,2026-06-07
1904-19th-st,4274016001,1904 19TH ST,,0,2026-06-07
1904-montana-ave,4277006014,1904 MONTANA AVE,,1,2026-06-07
1905-4th-st,4289011046,1905 4TH ST,,0,2026-06-07
1905-4th-st-a,4289011046,1905 4TH ST,A,0,2026-06-07
1905-4th-st-b,4289011046,1905 4TH ST,B,0,2026-06-07
1905-4th-st-c,4289011046,1905 4TH ST,C,1,2026-06-07
1905-delaware-ave,4274011020,1905 DELAWARE AVE,,0,2026-06-07
1905-montana-ave,4279006018,1905 MONTANA AVE,,1,2026-06-07
1905-montana-ave-1-2,4279006018,1905 MONTANA AVE,1/2,1,2026-06-07
1905-santa-monica-blvd,4276028013,1905 SANTA MONICA BLVD,,0,2026-06-07
1907-12th-st,4283027013,1907 12TH ST,,0,2026-06-07
1907-18th-st,4274016004,1907 18TH ST,,2,2026-06-07
1907-18th-st-1-2,4274016004,1907 18TH ST,1/2,2,2026-06-07
1907-california-ave,4277025011,1907 CALIFORNIA AVE,,1,2026-06-07
1907-delaware-ave,4274011020,1907 DELAWARE AVE,,1,2026-06-07
1907-euclid-st,4283029012,1907 EUCLID ST,,2,2026-06-07
1907-euclid-st-1-2,4283029012,1907 EUCLID ST,1/2,1,2026-06-07
1907-idaho-ave,4277006024,1907 IDAHO AVE,,2,2026-06-07
1907-montana-ave,4279006018,1907 MONTANA AVE,,2,2026-06-07
1908-11th-st,4283024007,1908 11TH ST,,2,2026-06-07
1908-11th-st-2,4283024007,1908 11TH ST,2,1,2026-06-07
1908-11th-st-3,4283024007,1908 11TH ST,3,2,2026-06-07
1908-11th-st-4,4283024007,1908 11TH ST,4,2,2026-06-07
1908-11th-st-5,4283024007,1908 11TH ST,5,2,2026-06-07
1908-11th-st-6,4283024007,1908 11TH ST,6,2,2026-06-07
1908-12th-st,4283026007,1908 12TH ST,,3,2026-06-07
1908-12th-st-1,4283026007,1908 12TH ST,1,1,2026-06-07
1908-12th-st-2,4283026007,1908 12TH ST,2,1,2026-06-07
1908-12th-st-3,4283026007,1908 12TH ST,3,1,2026-06-07
1908-12th-st-4,4283026007,1908 12TH ST,4,1,2026-06-07
1908-12th-st-5,4283026007,1908 12TH ST,5,2,2026-06-07
1908-19th-st-a,4274016003,1908 19TH ST,A,2,2026-06-07
1908-19th-st-b,4274016003,1908 19TH ST,B,2,2026-06-07
1908-19th-st-c,4274016003,1908 19TH ST,C,2,2026-06-07
1908-19th-st-d,4274016003,1908 19TH ST,D,2,2026-06-07
1908-19th-st-e,4274016003,1908 19TH ST,E,2,2026-06-07
1908-19th-st-f,4274016003,1908 19TH ST,F,2,2026-06-07
1908-20th-st-a,4274019028,1908 20TH ST,A,2,2026-06-07
1908-20th-st-b,4274019028,1908 20TH ST,B,2,2026-06-07
1908-20th-st-c,4274019028,1908 20TH ST,C,2,2026-06-07
1908-20th-st-d,4274019028,1908 20TH ST,D,2,2026-06-07
1908-20th-st-e,4274019028,1908 20TH ST,E,1,2026-06-07
1908-20th-st-f,4274019028,1908 20TH ST,F,1,2026-06-07
1908-montana-ave,4277006013,1908 MONTANA AVE,,1,2026-06-07
1909-12th-st,4283027013,1909 12TH ST,,2,2026-06-07
1909-22nd-st-1,4274022003,1909 22ND ST,1,1,2026-06-07
1909-22nd-st-2,4274022003,1909 22ND ST,2,2,2026-06-07
1909-22nd-st-3,4274022003,1909 22ND ST,3,2,2026-06-07
1909-22nd-st-4,4274022003,1909 22ND ST,4,2,2026-06-07
1909-euclid-st,4283029012,1909 EUCLID ST,,3,2026-06-07
1909-idaho-ave,4277006024,1909 IDAHO AVE,,1,2026-06-07
1909-santa-monica-blvd-a,4276028013,1909 SANTA MONICA BLVD,A,0,2026-06-07
1910-montana-ave,4277006013,1910 MONTANA AVE,,2,2026-06-07
1911-17th-st-1,4274014014,1911 17TH ST,1,2,2026-06-07
1911-17th-st-2,4274014014,1911 17TH ST,2,2,2026-06-07
1911-17th-st-3,4274014014,1911 17TH ST,3,2,2026-06-07
1911-17th-st-4,4274014014,1911 17TH ST,4,2,2026-06-07
1911-17th-st-5,4274014014,1911 17TH ST,5,2,2026-06-07
1911-17th-st-6,4274014014,1911 17TH ST,6,2,2026-06-07
1911-19th-st,4274019031,1911 19TH ST,,0,2026-06-07
1911-19th-st-1-2,4274019031,1911 19TH ST,1/2,0,2026-06-07
1911-3rd-st,4289012002,1911 3RD ST,,0,2026-06-07
1911-california-ave,4277025011,1911 CALIFORNIA AVE,,1,2026-06-07
1911-euclid-st-1,4283029013,1911 EUCLID ST,1,1,2026-06-07
1911-euclid-st-2,4283029013,1911 EUCLID ST,2,3,2026-06-07
1911-euclid-st-4,4283029013,1911 EUCLID ST,4,1,2026-06-07
1911-euclid-st-5,4283029013,1911 EUCLID ST,5,2,2026-06-07
1911-euclid-st-6,4283029013,1911 EUCLID ST,6,2,2026-06-07
1911-idaho-ave,4277006024,1911 IDAHO AVE,,1,2026-06-07
1912-19th-st,4274016005,1912 19TH ST,,0,2026-06-07
1912-19th-st-a,4274016005,1912 19TH ST,A,0,2026-06-07
1912-19th-st-b,4274016005,1912 19TH ST,B,0,2026-06-07
1912-20th-st,4274019030,1912 20TH ST,,3,2026-06-07
1912-20th-st-1,4274019030,1912 20TH ST,1,2,2026-06-07
1912-20th-st-2,4274019030,1912 20TH ST,2,2,2026-06-07
1912-20th-st-3,4274019030,1912 20TH ST,3,2,2026-06-07
1912-20th-st-4,4274019030,1912 20TH ST,4,2,2026-06-07
1912-euclid-st,4283028008,1912 EUCLID ST,,2,2026-06-07
1912-euclid-st-1-2,4283028008,1912 EUCLID ST,1/2,2,2026-06-07
1912-idaho-ave,4277011013,1912 IDAHO AVE,,1,2026-06-07
1912-montana-ave,4277006013,1912 MONTANA AVE,,2,2026-06-07
1913-11th-st-1,4283025014,1913 11TH ST,1,2,2026-06-07
1913-11th-st-2,4283025014,1913 11TH ST,2,2,2026-06-07
1913-11th-st-3,4283025014,1913 11TH ST,3,2,2026-06-07
1913-11th-st-4,4283025014,1913 11TH ST,4,2,2026-06-07
1913-11th-st-5,4283025014,1913 11TH ST,5,2,2026-06-07
1913-11th-st-6,4283025014,1913 11TH ST,6,2,2026-06-07
1913-22nd-st-1,4274022004,1913 22ND ST,1,3,2026-06-07
1913-22nd-st-2,4274022004,1913 22ND ST,2,2,2026-06-07
1913-22nd-st-3,4274022004,1913 22ND ST,3,2,2026-06-07
1913-22nd-st-4,4274022004,1913 22ND ST,4,2,2026-06-07
1913-22nd-st-5,4274022004,1913 22ND ST,5,1,2026-06-07
1913-22nd-st-6,4274022004,1913 22ND ST,6,2,2026-06-07
1913-6th-st,4289003017,1913 6TH ST,,1,2026-06-07
1913-idaho-ave,4277006024,1913 IDAHO AVE,,1,2026-06-07
1913-santa-monica-blvd,4276028013,1913 SANTA MONICA BLVD,,0,2026-06-07
1914-12th-st-a,4283026006,1914 12TH ST,A,1,2026-06-07
1914-12th-st-b,4283026006,1914 12TH ST,B,2,2026-06-07
1914-12th-st-c,4283026006,1914 12TH ST,C,2,2026-06-07
1914-18th-st,4274014004,1914 18TH ST,,2,2026-06-07
1914-18th-st-1-2,4274014004,1914 18TH ST,1/2,2,2026-06-07
1914-22nd-st,4274021003,1914 22ND ST,,1,2026-06-07
1914-22nd-st-a,4274021003,1914 22ND ST,A,3,2026-06-07
1914-cloverfield-blvd-1,4274023018,1914 CLOVERFIELD BLVD,1,1,2026-06-07
1914-cloverfield-blvd-10,4274023018,1914 CLOVERFIELD BLVD,10,1,2026-06-07
1914-cloverfield-blvd-11,4274023018,1914 CLOVERFIELD BLVD,11,1,2026-06-07
1914-cloverfield-blvd-12,4274023018,1914 CLOVERFIELD BLVD,12,2,2026-06-07
1914-cloverfield-blvd-2,4274023018,1914 CLOVERFIELD BLVD,2,1,2026-06-07
1914-cloverfield-blvd-3,4274023018,1914 CLOVERFIELD BLVD,3,1,2026-06-07
1914-cloverfield-blvd-4,4274023018,1914 CLOVERFIELD BLVD,4,1,2026-06-07
1914-cloverfield-blvd-5,4274023018,1914 CLOVERFIELD BLVD,5,1,2026-06-07
1914-cloverfield-blvd-6,4274023018,1914 CLOVERFIELD BLVD,6,1,2026-06-07
1914-cloverfield-blvd-7,4274023018,1914 CLOVERFIELD BLVD,7,1,2026-06-07
1914-cloverfield-blvd-8,4274023018,1914 CLOVERFIELD BLVD,8,1,2026-06-07
1914-cloverfield-blvd-9,4274023018,1914 CLOVERFIELD BLVD,9,1,2026-06-07
1914-euclid-st,4283028008,1914 EUCLID ST,,1,2026-06-07
1914-euclid-st-1-2,4283028008,1914 EUCLID ST,1/2,1,2026-06-07
1914-idaho-ave,4277011013,1914 IDAHO AVE,,1,2026-06-07
1914-montana-ave,4277006012,1914 MONTANA AVE,,2,2026-06-07
1915-10th-st,4284016020,1915 10TH ST,,2,2026-06-07
1915-12th-st,4283027014,1915 12TH ST,,2,2026-06-07
1915-12th-st-a,4283027014,1915 12TH ST,A,1,2026-06-07
1915-4th-st-1,4289011019,1915 4TH ST,1,1,2026-06-07
1915-4th-st-2,4289011019,1915 4TH ST,2,1,2026-06-07
1915-4th-st-3,4289011019,1915 4TH ST,3,1,2026-06-07
1915-4th-st-4,4289011019,1915 4TH ST,4,1,2026-06-07
1915-4th-st-5,4289011019,1915 4TH ST,5,1,2026-06-07
1915-4th-st-6,4289011019,1915 4TH ST,6,1,2026-06-07
1915-6th-st,4289003017,1915 6TH ST,,3,2026-06-07
1915-arizona-ave,4276013010,1915 ARIZONA AVE,,2,2026-06-07
1915-california-ave,4277025011,1915 CALIFORNIA AVE,,1,2026-06-07
1915-ocean-way-101,4289026008,1915 OCEAN WAY,101,2,2026-06-07
1915-ocean-way-102,4289026008,1915 OCEAN WAY,102,1,2026-06-07
1915-ocean-way-103,4289026008,1915 OCEAN WAY,103,1,2026-06-07
1915-ocean-way-104,4289026008,1915 OCEAN WAY,104,1,2026-06-07
1915-ocean-way-105,4289026008,1915 OCEAN WAY,105,1,2026-06-07
1915-ocean-way-106,4289026008,1915 OCEAN WAY,106,1,2026-06-07
1915-ocean-way-107,4289026008,1915 OCEAN WAY,107,1,2026-06-07
1915-ocean-way-108,4289026008,1915 OCEAN WAY,108,1,2026-06-07
1915-ocean-way-201,4289026008,1915 OCEAN WAY,201,1,2026-06-07
1915-ocean-way-202,4289026008,1915 OCEAN WAY,202,1,2026-06-07
1915-ocean-way-203,4289026008,1915 OCEAN WAY,203,1,2026-06-07
1915-ocean-way-204,4289026008,1915 OCEAN WAY,204,1,2026-06-07
1915-ocean-way-205,4289026008,1915 OCEAN WAY,205,1,2026-06-07
1915-ocean-way-206,4289026008,1915 OCEAN WAY,206,1,2026-06-07
1915-ocean-way-207,4289026008,1915 OCEAN WAY,207,1,2026-06-07
1915-ocean-way-208,4289026008,1915 OCEAN WAY,208,1,2026-06-07
1915-ocean-way-209,4289026008,1915 OCEAN WAY,209,1,2026-06-07
1915-ocean-way-210,4289026008,1915 OCEAN WAY,210,1,2026-06-07
1915-ocean-way-211,4289026008,1915 OCEAN WAY,211,1,2026-06-07
1915-ocean-way-212,4289026008,1915 OCEAN WAY,212,1,2026-06-07
1915-ocean-way-213,4289026008,1915 OCEAN WAY,213,1,2026-06-07
1915-ocean-way-214,4289026008,1915 OCEAN WAY,214,2,2026-06-07
1915-ocean-way-215,4289026008,1915 OCEAN WAY,215,1,2026-06-07
1915-ocean-way-216,4289026008,1915 OCEAN WAY,216,1,2026-06-07
1915-ocean-way-217,4289026008,1915 OCEAN WAY,217,1,2026-06-07
1915-ocean-way-218,4289026008,1915 OCEAN WAY,218,1,2026-06-07
1915-ocean-way-219,4289026008,1915 OCEAN WAY,219,1,2026-06-07
1915-ocean-way-220,4289026008,1915 OCEAN WAY,220,1,2026-06-07
1915-ocean-way-221,4289026008,1915 OCEAN WAY,221,1,2026-06-07
1915-ocean-way-222,4289026008,1915 OCEAN WAY,222,1,2026-06-07
1915-ocean-way-223,4289026008,1915 OCEAN WAY,223,1,2026-06-07
1915-ocean-way-224,4289026008,1915 OCEAN WAY,224,1,2026-06-07
1915-ocean-way-225,4289026008,1915 OCEAN WAY,225,1,2026-06-07
1915-ocean-way-226,4289026008,1915 OCEAN WAY,226,1,2026-06-07
1915-ocean-way-227,4289026008,1915 OCEAN WAY,227,1,2026-06-07
1915-ocean-way-228,4289026008,1915 OCEAN WAY,228,1,2026-06-07
1915-ocean-way-229,4289026008,1915 OCEAN WAY,229,1,2026-06-07
1915-ocean-way-230,4289026008,1915 OCEAN WAY,230,1,2026-06-07
1915-ocean-way-231,4289026008,1915 OCEAN WAY,231,1,2026-06-07
1915-ocean-way-301,4289026008,1915 OCEAN WAY,301,1,2026-06-07
1915-ocean-way-302,4289026008,1915 OCEAN WAY,302,1,2026-06-07
1915-ocean-way-303,4289026008,1915 OCEAN WAY,303,1,2026-06-07
1915-ocean-way-304,4289026008,1915 OCEAN WAY,304,1,2026-06-07
1915-ocean-way-305,4289026008,1915 OCEAN WAY,305,1,2026-06-07
1915-ocean-way-306,4289026008,1915 OCEAN WAY,306,1,2026-06-07
1915-ocean-way-307,4289026008,1915 OCEAN WAY,307,1,2026-06-07
1915-ocean-way-308,4289026008,1915 OCEAN WAY,308,1,2026-06-07
1915-ocean-way-309,4289026008,1915 OCEAN WAY,309,1,2026-06-07
1915-ocean-way-310,4289026008,1915 OCEAN WAY,310,1,2026-06-07
1915-ocean-way-311,4289026008,1915 OCEAN WAY,311,1,2026-06-07
1915-ocean-way-312,4289026008,1915 OCEAN WAY,312,1,2026-06-07
1915-ocean-way-313,4289026008,1915 OCEAN WAY,313,1,2026-06-07
1915-ocean-way-314,4289026008,1915 OCEAN WAY,314,1,2026-06-07
1915-ocean-way-315,4289026008,1915 OCEAN WAY,315,1,2026-06-07
1915-ocean-way-316,4289026008,1915 OCEAN WAY,316,2,2026-06-07
1915-ocean-way-317,4289026008,1915 OCEAN WAY,317,1,2026-06-07
1915-ocean-way-318,4289026008,1915 OCEAN WAY,318,1,2026-06-07
1915-ocean-way-319,4289026008,1915 OCEAN WAY,319,1,2026-06-07
1915-ocean-way-320,4289026008,1915 OCEAN WAY,320,1,2026-06-07
1915-ocean-way-321,4289026008,1915 OCEAN WAY,321,1,2026-06-07
1915-ocean-way-322,4289026008,1915 OCEAN WAY,322,1,2026-06-07
1915-ocean-way-323,4289026008,1915 OCEAN WAY,323,1,2026-06-07
1915-ocean-way-324,4289026008,1915 OCEAN WAY,324,1,2026-06-07
1915-ocean-way-325,4289026008,1915 OCEAN WAY,325,1,2026-06-07
1915-ocean-way-326,4289026008,1915 OCEAN WAY,326,1,2026-06-07
1915-ocean-way-327,4289026008,1915 OCEAN WAY,327,1,2026-06-07
1915-ocean-way-328,4289026008,1915 OCEAN WAY,328,1,2026-06-07
1915-ocean-way-329,4289026008,1915 OCEAN WAY,329,1,2026-06-07
1915-ocean-way-330,4289026008,1915 OCEAN WAY,330,1,2026-06-07
1915-ocean-way-331,4289026008,1915 OCEAN WAY,331,1,2026-06-07
1915-santa-monica-blvd,4276028013,1915 SANTA MONICA BLVD,,0,2026-06-07
1916-10th-st-13,4284001016,1916 10TH ST,13,1,2026-06-07
1916-10th-st-14,4284001016,1916 10TH ST,14,1,2026-06-07
1916-22nd-st,4274021003,1916 22ND ST,,1,2026-06-07
1916-3rd-st,4289019042,1916 3RD ST,,0,2026-06-07
1916-arizona-ave-a,4276028001,1916 ARIZONA AVE,A,0,2026-06-07
1916-arizona-ave-b,4276028001,1916 ARIZONA AVE,B,0,2026-06-07
1916-arizona-ave-c,4276028001,1916 ARIZONA AVE,C,0,2026-06-07
1916-idaho-ave,4277011013,1916 IDAHO AVE,,1,2026-06-07
1916-montana-ave,4277006012,1916 MONTANA AVE,,2,2026-06-07
1917-10th-st,4284016020,1917 10TH ST,,2,2026-06-07
1917-11th-st-1,4283025021,1917 11TH ST,1,2,2026-06-07
1917-11th-st-3,4283025023,1917 11TH ST,3,2,2026-06-07
1917-11th-st-5,4283025025,1917 11TH ST,5,0,2026-06-07
1917-17th-st-1,4274014015,1917 17TH ST,1,3,2026-06-07
1917-17th-st-2,4274014015,1917 17TH ST,2,2,2026-06-07
1917-17th-st-3,4274014015,1917 17TH ST,3,2,2026-06-07
1917-17th-st-4,4274014015,1917 17TH ST,4,1,2026-06-07
1917-17th-st-5,4274014015,1917 17TH ST,5,3,2026-06-07
1917-17th-st-6,4274014015,1917 17TH ST,6,2,2026-06-07
1917-17th-st-7,4274014015,1917 17TH ST,7,2,2026-06-07
1917-22nd-st-1,4274022005,1917 22ND ST,1,4,2026-06-07
1917-22nd-st-2,4274022005,1917 22ND ST,2,1,2026-06-07
1917-22nd-st-3,4274022005,1917 22ND ST,3,1,2026-06-07
1917-22nd-st-4,4274022005,1917 22ND ST,4,1,2026-06-07
1917-22nd-st-5,4274022005,1917 22ND ST,5,1,2026-06-07
1917-4th-st-a,4289011020,1917 4TH ST,A,0,2026-06-07
1917-4th-st-b,4289011020,1917 4TH ST,B,0,2026-06-07
1918-11th-st-a,4283024042,1918 11TH ST,A,2,2026-06-07
1918-11th-st-b,4283024043,1918 11TH ST,B,1,2026-06-07
1918-11th-st-c,4283024044,1918 11TH ST,C,1,2026-06-07
1918-11th-st-d,4283024045,1918 11TH ST,D,3,2026-06-07
1918-11th-st-e,4283024048,1918 11TH ST,E,3,2026-06-07
1918-11th-st-f,4283024047,1918 11TH ST,F,1,2026-06-07
1918-11th-st-g,4283024046,1918 11TH ST,G,1,2026-06-07
1918-19th-st-a,4274016007,1918 19TH ST,A,3,2026-06-07
1918-19th-st-b,4274016007,1918 19TH ST,B,1,2026-06-07
1918-19th-st-c,4274016007,1918 19TH ST,C,1,2026-06-07
1918-19th-st-d,4274016007,1918 19TH ST,D,1,2026-06-07
1918-22nd-st-a,4274021004,1918 22ND ST,A,2,2026-06-07
1918-22nd-st-b,4274021004,1918 22ND ST,B,2,2026-06-07
1918-3rd-st,4289019043,1918 3RD ST,,1,2026-06-07
1918-montana-ave,4277006012,1918 MONTANA AVE,,1,2026-06-07
1919-10th-st,4284016020,1919 10TH ST,,2,2026-06-07
1919-18th-st,4274016008,1919 18TH ST,,0,2026-06-07
1919-18th-st-1-2,4274016008,1919 18TH ST,1/2,2,2026-06-07
1919-19th-st,4274019033,1919 19TH ST,,3,2026-06-07
1919-19th-st-1-2,4274019033,1919 19TH ST,1/2,1,2026-06-07
1919-cloverfield-blvd-1,4274001034,1919 CLOVERFIELD BLVD,1,2,2026-06-07
1919-cloverfield-blvd-2,4274001034,1919 CLOVERFIELD BLVD,2,2,2026-06-07
1919-cloverfield-blvd-3,4274001034,1919 CLOVERFIELD BLVD,3,2,2026-06-07
1919-cloverfield-blvd-4,4274001034,1919 CLOVERFIELD BLVD,4,2,2026-06-07
1919-cloverfield-blvd-5,4274001034,1919 CLOVERFIELD BLVD,5,2,2026-06-07
1919-cloverfield-blvd-6,4274001034,1919 CLOVERFIELD BLVD,6,2,2026-06-07
1919-cloverfield-blvd-7,4274001034,1919 CLOVERFIELD BLVD,7,2,2026-06-07
1919-delaware-ave,4274011019,1919 DELAWARE AVE,,2,2026-06-07
1919-euclid-st-0,4283029014,1919 EUCLID ST,0,1,2026-06-07
1919-euclid-st-1,4283029014,1919 EUCLID ST,1,1,2026-06-07
1919-euclid-st-2,4283029014,1919 EUCLID ST,2,1,2026-06-07
1919-euclid-st-3,4283029014,1919 EUCLID ST,3,1,2026-06-07
1919-euclid-st-4,4283029014,1919 EUCLID ST,4,1,2026-06-07
1919-euclid-st-5,4283029014,1919 EUCLID ST,5,1,2026-06-07
1919-euclid-st-6,4283029014,1919 EUCLID ST,6,1,2026-06-07
1919-euclid-st-7,4283029014,1919 EUCLID ST,7,1,2026-06-07
1920-10th-st-10,4284001016,1920 10TH ST,10,3,2026-06-07
1920-10th-st-11,4284001016,1920 10TH ST,11,1,2026-06-07
1920-10th-st-12,4284001016,1920 10TH ST,12,1,2026-06-07
1920-10th-st-9,4284001016,1920 10TH ST,9,2,2026-06-07
1920-6th-st-224,4289011044,1920 6TH ST,224,1,2026-06-07
1920-6th-st-225,4289011044,1920 6TH ST,225,1,2026-06-07
1920-6th-st-226,4289011044,1920 6TH ST,226,1,2026-06-07
1920-6th-st-227,4289011044,1920 6TH ST,227,1,2026-06-07
1920-6th-st-228,4289011044,1920 6TH ST,228,1,2026-06-07
1920-6th-st-229,4289011044,1920 6TH ST,229,1,2026-06-07
1920-6th-st-230,4289011044,1920 6TH ST,230,1,2026-06-07
1920-6th-st-231,4289011044,1920 6TH ST,231,1,2026-06-07
1920-6th-st-232,4289011044,1920 6TH ST,232,0,2026-06-07
1920-6th-st-233,4289011044,1920 6TH ST,233,2,2026-06-07
1920-6th-st-234,4289011044,1920 6TH ST,234,1,2026-06-07
1920-6th-st-235,4289011044,1920 6TH ST,235,1,2026-06-07
1920-6th-st-236,4289011044,1920 6TH ST,236,1,2026-06-07
1920-6th-st-237,4289011044,1920 6TH ST,237,1,2026-06-07
1920-6th-st-238,4289011044,1920 6TH ST,238,1,2026-06-07
1920-6th-st-239,4289011044,1920 6TH ST,239,1,2026-06-07
1920-6th-st-240,4289011044,1920 6TH ST,240,1,2026-06-07
1920-6th-st-241,4289011044,1920 6TH ST,241,1,2026-06-07
1920-6th-st-242,4289011044,1920 6TH ST,242,1,2026-06-07
1920-6th-st-243,4289011044,1920 6TH ST,243,0,2026-06-07
1920-6th-st-244,4289011044,1920 6TH ST,244,0,2026-06-07
1920-6th-st-245,4289011044,1920 6TH ST,245,1,2026-06-07
1920-6th-st-246,4289011044,1920 6TH ST,246,1,2026-06-07
1920-6th-st-247,4289011044,1920 6TH ST,247,1,2026-06-07
1920-6th-st-248,4289011044,1920 6TH ST,248,1,2026-06-07
1920-6th-st-249,4289011044,1920 6TH ST,249,1,2026-06-07
1920-6th-st-250,4289011044,1920 6TH ST,250,1,2026-06-07
1920-6th-st-251,4289011044,1920 6TH ST,251,1,2026-06-07
1920-6th-st-252,4289011044,1920 6TH ST,252,1,2026-06-07
1920-6th-st-253,4289011044,1920 6TH ST,253,0,2026-06-07
1920-6th-st-254,4289011044,1920 6TH ST,254,1,2026-06-07
1920-6th-st-255,4289011044,1920 6TH ST,255,1,2026-06-07
1920-6th-st-256,4289011044,1920 6TH ST,256,1,2026-06-07
1920-6th-st-324,4289011044,1920 6TH ST,324,1,2026-06-07
1920-6th-st-325,4289011044,1920 6TH ST,325,1,2026-06-07
1920-6th-st-326,4289011044,1920 6TH ST,326,1,2026-06-07
1920-6th-st-327,4289011044,1920 6TH ST,327,1,2026-06-07
1920-6th-st-328,4289011044,1920 6TH ST,328,1,2026-06-07
1920-6th-st-329,4289011044,1920 6TH ST,329,1,2026-06-07
1920-6th-st-330,4289011044,1920 6TH ST,330,1,2026-06-07
1920-6th-st-331,4289011044,1920 6TH ST,331,1,2026-06-07
1920-6th-st-332,4289011044,1920 6TH ST,332,0,2026-06-07
1920-6th-st-333,4289011044,1920 6TH ST,333,1,2026-06-07
1920-6th-st-334,4289011044,1920 6TH ST,334,1,2026-06-07
