parcel_id,street_number,street_name,apn,first_seen_at,last_drilled_at
820-idaho-ave,820,IDAHO AVE,4281033002,2026-06-07,2026-06-07
820-lincoln-blvd,820,LINCOLN BLVD,4292001005,2026-06-07,2026-06-07
820-pearl-st,820,PEARL ST,4284005010,2026-06-07,2026-06-07
820-pier-ave,820,PIER AVE,4285029027,2026-06-07,2026-06-07
820-stanford-st,820,STANFORD ST,4266012063,2026-06-07,2026-06-07
820-washington-ave,820,WASHINGTON AVE,4281034003,2026-06-07,2026-06-07
821-11th-st,821,11TH ST,4281023022,2026-06-07,2026-06-07
821-14th-st,821,14TH ST,,2026-06-07,2026-06-07
821-20th-st,821,20TH ST,4277005019,2026-06-07,2026-06-07
821-21st-st,821,21ST ST,4277004015,2026-06-07,2026-06-07
821-26th-st,821,26TH ST,,2026-06-07,2026-06-07
821-3rd-st,821,3RD ST,4292017029,2026-06-07,2026-06-07
821-6th-st,821,6TH ST,4292008018,2026-06-07,2026-06-07
821-9th-st,821,9th ST,4281031020,2026-06-07,2026-06-07
821-georgina-ave,821,GEORGINA AVE,4280006021,2026-06-07,2026-06-07
821-maple-st,821,MAPLE ST,4284007011,2026-06-07,2026-06-07
821-pacific-st,821,PACIFIC ST,4284003018,2026-06-07,2026-06-07
821-pearl-st,821,PEARL ST,4284004021,2026-06-07,2026-06-07
822-12th-st,822,12TH ST,4281023006,2026-06-07,2026-06-07
822-19th-st,822,19TH ST,,2026-06-07,2026-06-07
822-21st-st,822,21ST ST,4277005006,2026-06-07,2026-06-07
822-26th-st,822,26TH ST,,2026-06-07,2026-06-07
822-3rd-st,822,3RD ST,4292024005,2026-06-07,2026-06-07
822-7th-st,822,7TH ST,4292008005,2026-06-07,2026-06-07
822-cedar-st,822,CEDAR ST,4284006014,2026-06-07,2026-06-07
822-euclid-st,822,EUCLID ST,4281016004,2026-06-07,2026-06-07
822-pacific-st,822,PACIFIC ST,,2026-06-07,2026-06-07
822-pearl-st,822,PEARL ST,4284005010,2026-06-07,2026-06-07
823-10th-st,823,10TH ST,4281024021,2026-06-07,2026-06-07
823-12th-st,823,12TH ST,4281016016,2026-06-07,2026-06-07
823-18th-st,823,18TH ST,4277008064,2026-06-07,2026-06-07
823-19th-st,823,19TH ST,4277006017,2026-06-07,2026-06-07
823-20th-st,823,20TH ST,4277005019,2026-06-07,2026-06-07
823-21st-st,823,21ST ST,4277004015,2026-06-07,2026-06-07
823-22nd-st,823,22ND ST,,2026-06-07,2026-06-07
823-23rd-st,823,23RD ST,,2026-06-07,2026-06-07
823-5th-st,823,5TH ST,4292009022,2026-06-07,2026-06-07
823-6th-st,823,6TH ST,4292008018,2026-06-07,2026-06-07
823-7th-st,823,7TH ST,4292001020,2026-06-07,2026-06-07
823-cedar-st,823,CEDAR ST,4284005020,2026-06-07,2026-06-07
823-lincoln-blvd,823,LINCOLN BLVD,4281032019,2026-06-07,2026-06-07
823-maple-st,823,MAPLE ST,4284007010,2026-06-07,2026-06-07
823-pacific-st,823,PACIFIC ST,4284003017,2026-06-07,2026-06-07
823-pier-ave,823,PIER AVE,4285028016,2026-06-07,2026-06-07
824-10th-st,824,10TH ST,4281031004,2026-06-07,2026-06-07
824-11th-st,824,11TH ST,4281024006,2026-06-07,2026-06-07
824-12th-st,824,12TH ST,4281023006,2026-06-07,2026-06-07
824-15th-st,824,15TH ST,4281009005,2026-06-07,2026-06-07
824-16th-st,824,16TH ST,,2026-06-07,2026-06-07
824-17th-st,824,17TH ST,4281001005,2026-06-07,2026-06-07
824-18th-st,824,18TH ST,4277008005,2026-06-07,2026-06-07
824-20th-st,824,20TH ST,4277006004,2026-06-07,2026-06-07
824-22nd-st,824,22ND ST,,2026-06-07,2026-06-07
824-23rd-st,824,23RD ST,,2026-06-07,2026-06-07
824-3rd-st,824,3RD ST,4292024005,2026-06-07,2026-06-07
824-4th-st,824,4TH ST,4292017005,2026-06-07,2026-06-07
824-6th-st,824,6TH ST,4292009006,2026-06-07,2026-06-07
824-7th-st,824,7TH ST,4292008005,2026-06-07,2026-06-07
824-bay-st,824,BAY ST,4284002008,2026-06-07,2026-06-07
824-lincoln-blvd,824,LINCOLN BLVD,4292001006,2026-06-07,2026-06-07
824-maple-st,824,MAPLE ST,4284008011,2026-06-07,2026-06-07
824-pearl-st,824,PEARL ST,4284005010,2026-06-07,2026-06-07
825-12th-st,825,12TH ST,4281016016,2026-06-07,2026-06-07
825-15th-st,825,15TH ST,4281008020,2026-06-07,2026-06-07
825-16th-st,825,16TH ST,4281001020,2026-06-07,2026-06-07
825-18th-st,825,18TH ST,4277008064,2026-06-07,2026-06-07
825-21st-st,825,21ST ST,4277004015,2026-06-07,2026-06-07
825-euclid-st,825,EUCLID ST,4281015019,2026-06-07,2026-06-07
825-georgina-ave,825,GEORGINA AVE,,2026-06-07,2026-06-07
825-grant-st,825,GRANT ST,4284002019,2026-06-07,2026-06-07
825-harvard-st,825,HARVARD ST,,2026-06-07,2026-06-07
825-hill-st,825,HILL ST,4285001003,2026-06-07,2026-06-07
825-idaho-ave,825,IDAHO AVE,4281032012,2026-06-07,2026-06-07
825-ocean-ave,825,OCEAN AVE,,2026-06-07,2026-06-07
825-ocean-park-blvd,825,OCEAN PARK BLVD,4284008002,2026-06-07,2026-06-07
825-san-vicente-blvd,825,SAN VICENTE BLVD,,2026-06-07,2026-06-07
825-washington-ave,825,WASHINGTON AVE,4281033011,2026-06-07,2026-06-07
826-20th-st,826,20TH ST,4277006004,2026-06-07,2026-06-07
826-2nd-st,826,2ND ST,4292025100,2026-06-07,2026-06-07
826-5th-st,826,5TH ST,4292016005,2026-06-07,2026-06-07
826-california-ave,826,CALIFORNIA AVE,4281035002,2026-06-07,2026-06-07
826-centinela-ave,826,CENTINELA AVE,,2026-06-07,2026-06-07
826-michigan-ave,826,MICHIGAN AVE,4283020003,2026-06-07,2026-06-07
827-10th-st,827,10TH ST,4281024020,2026-06-07,2026-06-07
827-12th-st,827,12TH ST,4281016015,2026-06-07,2026-06-07
827-14th-st,827,14TH ST,,2026-06-07,2026-06-07
827-15th-st,827,15TH ST,4281008019,2026-06-07,2026-06-07
827-16th-st,827,16TH ST,4281001019,2026-06-07,2026-06-07
827-18th-st,827,18TH ST,4277008065,2026-06-07,2026-06-07
827-19th-st,827,19TH ST,4277006018,2026-06-07,2026-06-07
827-20th-st,827,20TH ST,4277005020,2026-06-07,2026-06-07
827-21st-st,827,21ST ST,4277004015,2026-06-07,2026-06-07
827-23rd-st,827,23RD ST,,2026-06-07,2026-06-07
827-2nd-st,827,2ND ST,4292024017,2026-06-07,2026-06-07
827-3rd-st,827,3RD ST,4292017020,2026-06-07,2026-06-07
827-4th-st,827,4TH ST,4292016019,2026-06-07,2026-06-07
827-6th-st,827,6TH ST,4292008017,2026-06-07,2026-06-07
827-7th-st,827,7TH ST,4292001019,2026-06-07,2026-06-07
827-9th-st,827,9TH ST,4281031019,2026-06-07,2026-06-07
827-bay-st,827,BAY ST,4284001050,2026-06-07,2026-06-07
827-cedar-st,827,CEDAR ST,4284005004,2026-06-07,2026-06-07
827-idaho-ave,827,IDAHO AVE,4281032012,2026-06-07,2026-06-07
827-lincoln-blvd,827,LINCOLN BLVD,4281032018,2026-06-07,2026-06-07
827-pearl-st,827,PEARL ST,4284004016,2026-06-07,2026-06-07
828-10th-st,828,10TH ST,4281031005,2026-06-07,2026-06-07
828-11th-st,828,11TH ST,4281024007,2026-06-07,2026-06-07
828-12th-st,828,12TH ST,4281023007,2026-06-07,2026-06-07
828-14th-st,828,14TH ST,4281015006,2026-06-07,2026-06-07
828-15th-st,828,15TH ST,4281009006,2026-06-07,2026-06-07
828-16th-st,828,16TH ST,4281008006,2026-06-07,2026-06-07
828-18th-st,828,18TH ST,4277008006,2026-06-07,2026-06-07
828-19th-st,828,19TH ST,,2026-06-07,2026-06-07
828-21st-st,828,21ST ST,4277005037,2026-06-07,2026-06-07
828-3rd-st,828,3RD ST,4292024006,2026-06-07,2026-06-07
828-4th-st,828,4TH ST,4292017006,2026-06-07,2026-06-07
828-5th-st,828,5TH ST,4292016039,2026-06-07,2026-06-07
828-6th-st,828,6TH ST,4292009007,2026-06-07,2026-06-07
828-7th-st,828,7TH ST,4292008006,2026-06-07,2026-06-07
828-9th-st,828,9TH ST,4281032006,2026-06-07,2026-06-07
828-arizona-ave,828,ARIZONA AVE,4282010001,2026-06-07,2026-06-07
828-ashland-ave,828,ASHLAND AVE,,2026-06-07,2026-06-07
828-california-ave,828,CALIFORNIA AVE,4281035002,2026-06-07,2026-06-07
828-cedar-st,828,CEDAR ST,4284006015,2026-06-07,2026-06-07
828-grant-st,828,GRANT ST,,2026-06-07,2026-06-07
828-hill-st,828,HILL ST,4285012007,2026-06-07,2026-06-07
828-lincoln-blvd,828,LINCOLN BLVD,4292001007,2026-06-07,2026-06-07
828-pine-st,828,PINE ST,,2026-06-07,2026-06-07
829-11th-st,829,11TH ST,4281023021,2026-06-07,2026-06-07
829-14th-st,829,14TH ST,,2026-06-07,2026-06-07
829-21st-st,829,21ST ST,4277004015,2026-06-07,2026-06-07
829-6th-st,829,6TH ST,4292008016,2026-06-07,2026-06-07
829-euclid-st,829,EUCLID ST,4281015018,2026-06-07,2026-06-07
829-grant-st,829,GRANT ST,4284002019,2026-06-07,2026-06-07
829-harvard-st,829,HARVARD ST,,2026-06-07,2026-06-07
829-hill-st,829,HILL ST,4285001004,2026-06-07,2026-06-07
829-idaho-ave,829,IDAHO AVE,4281032012,2026-06-07,2026-06-07
829-ocean-park-blvd,829,OCEAN PARK BLVD,4284008001,2026-06-07,2026-06-07
829-princeton-st,829,PRINCETON ST,,2026-06-07,2026-06-07
830-17th-st,830,17TH ST,,2026-06-07,2026-06-07
830-20th-st,830,20TH ST,4277006005,2026-06-07,2026-06-07
830-bay-st,830,BAY ST,,2026-06-07,2026-06-07
830-berkeley-st,830,BERKELEY ST,,2026-06-07,2026-06-07
830-euclid-st,830,EUCLID ST,4281016005,2026-06-07,2026-06-07
830-harvard-st,830,HARVARD ST,,2026-06-07,2026-06-07
830-hill-st,830,HILL ST,4285012033,2026-06-07,2026-06-07
830-maple-st,830,MAPLE ST,4284008012,2026-06-07,2026-06-07
830-pearl-st,830,PEARL ST,4284005011,2026-06-07,2026-06-07
831-12th-st,831,12TH ST,4281016014,2026-06-07,2026-06-07
831-14th-st,831,14TH ST,,2026-06-07,2026-06-07
831-2nd-st,831,2ND ST,4292024016,2026-06-07,2026-06-07
831-3rd-st,831,3RD ST,4292017019,2026-06-07,2026-06-07
831-euclid-st,831,EUCLID ST,4281015017,2026-06-07,2026-06-07
831-idaho-ave,831,IDAHO AVE,4281032012,2026-06-07,2026-06-07
831-pacific-st,831,PACIFIC ST,,2026-06-07,2026-06-07
831-pier-ave,831,PIER AVE,4285028018,2026-06-07,2026-06-07
831-san-vicente-blvd,831,SAN VICENTE BLVD,,2026-06-07,2026-06-07
832-11th-st,832,11TH ST,4281024008,2026-06-07,2026-06-07
832-12th-st,832,12TH ST,4281023008,2026-06-07,2026-06-07
832-15th-st,832,15TH ST,,2026-06-07,2026-06-07
832-19th-st,832,19TH ST,4277008133,2026-06-07,2026-06-07
832-21st-st,832,21ST ST,4277005008,2026-06-07,2026-06-07
832-3rd-st,832,3RD ST,4292024028,2026-06-07,2026-06-07
832-cedar-st,832,CEDAR ST,4284006016,2026-06-07,2026-06-07
832-euclid-st,832,EUCLID ST,4281016053,2026-06-07,2026-06-07
832-pacific-st,832,PACIFIC ST,4284004009,2026-06-07,2026-06-07
833-10th-st,833,10TH ST,4281024019,2026-06-07,2026-06-07
833-11th-st,833,11TH ST,4281023020,2026-06-07,2026-06-07
833-12th-st,833,12TH ST,4281016014,2026-06-07,2026-06-07
833-14th-st,833,14TH ST,,2026-06-07,2026-06-07
833-15th-st,833,15TH ST,4281008018,2026-06-07,2026-06-07
833-16th-st,833,16TH ST,4281001018,2026-06-07,2026-06-07
833-18th-st,833,18TH ST,4277008066,2026-06-07,2026-06-07
833-19th-st,833,19TH ST,4277006019,2026-06-07,2026-06-07
833-20th-st,833,20TH ST,4277005029,2026-06-07,2026-06-07
833-21st-st,833,21ST ST,,2026-06-07,2026-06-07
833-23rd-st,833,23RD ST,,2026-06-07,2026-06-07
833-5th-st,833,5TH ST,4292009027,2026-06-07,2026-06-07
833-7th-st,833,7TH ST,4292001018,2026-06-07,2026-06-07
833-9th-st,833,9TH ST,4281031018,2026-06-07,2026-06-07
833-bay-st,833,BAY ST,4284001018,2026-06-07,2026-06-07
833-cedar-st,833,CEDAR ST,4284005003,2026-06-07,2026-06-07
833-euclid-st,833,EUCLID ST,4281015017,2026-06-07,2026-06-07
833-lincoln-blvd,833,LINCOLN BLVD,4281032017,2026-06-07,2026-06-07
833-maple-st,833,MAPLE ST,4284007007,2026-06-07,2026-06-07
833-ocean-ave,833,OCEAN AVE,4292025078,2026-06-07,2026-06-07
833-pearl-st,833,PEARL ST,4284004015,2026-06-07,2026-06-07
834-10th-st,834,10TH ST,4281031006,2026-06-07,2026-06-07
834-12th-st,834,12TH ST,4281023008,2026-06-07,2026-06-07
834-14th-st,834,14TH ST,4281015007,2026-06-07,2026-06-07
834-16th-st,834,16TH ST,,2026-06-07,2026-06-07
834-18th-st,834,18TH ST,4277008007,2026-06-07,2026-06-07
834-22nd-st,834,22ND ST,,2026-06-07,2026-06-07
834-25th-st,834,25TH ST,,2026-06-07,2026-06-07
834-2nd-st,834,2ND ST,4292025005,2026-06-07,2026-06-07
834-3rd-st,834,3RD ST,,2026-06-07,2026-06-07
834-4th-st,834,4TH ST,4292017033,2026-06-07,2026-06-07
834-5th-st,834,5TH ST,4292016007,2026-06-07,2026-06-07
834-6th-st,834,6TH ST,4292009065,2026-06-07,2026-06-07
834-7th-st,834,7TH ST,4292008007,2026-06-07,2026-06-07
834-9th-st,834,9TH ST,4281032007,2026-06-07,2026-06-07
834-franklin-st,834,FRANKLIN ST,,2026-06-07,2026-06-07
834-grant-st,834,GRANT ST,4284003010,2026-06-07,2026-06-07
834-lincoln-blvd,834,LINCOLN BLVD,4292001008,2026-06-07,2026-06-07
834-maple-st,834,MAPLE ST,4284008013,2026-06-07,2026-06-07
834-pearl-st,834,PEARL ST,4284005012,2026-06-07,2026-06-07
835-4th-st,835,4TH ST,4292016018,2026-06-07,2026-06-07
835-7th-st,835,7TH ST,4292001018,2026-06-07,2026-06-07
835-ashland-ave,835,ASHLAND AVE,4285012013,2026-06-07,2026-06-07
835-bay-st,835,BAY ST,4284001017,2026-06-07,2026-06-07
835-cedar-st,835,CEDAR ST,4284005002,2026-06-07,2026-06-07
835-grant-st,835,GRANT ST,,2026-06-07,2026-06-07
835-hill-st,835,HILL ST,4285001005,2026-06-07,2026-06-07
835-pacific-st,835,PACIFIC ST,4284003015,2026-06-07,2026-06-07
835-san-vicente-blvd,835,SAN VICENTE BLVD,,2026-06-07,2026-06-07
836-14th-st,836,14TH ST,4281015007,2026-06-07,2026-06-07
836-18th-st,836,18TH ST,4277008007,2026-06-07,2026-06-07
836-3rd-st,836,3RD ST,,2026-06-07,2026-06-07
836-5th-st,836,5TH ST,4292016007,2026-06-07,2026-06-07
836-ashland-ave,836,ASHLAND AVE,4285027025,2026-06-07,2026-06-07
836-harvard-st,836,HARVARD ST,,2026-06-07,2026-06-07
836-pacific-st,836,PACIFIC ST,4284004010,2026-06-07,2026-06-07
837-10th-st,837,10TH ST,4281024056,2026-06-07,2026-06-07
837-11th-st,837,11TH ST,4281023072,2026-06-07,2026-06-07
837-12th-st,837,12TH ST,4281016013,2026-06-07,2026-06-07
837-15th-st,837,15TH ST,,2026-06-07,2026-06-07
837-18th-st,837,18TH ST,,2026-06-07,2026-06-07
837-19th-st,837,19TH ST,4277006020,2026-06-07,2026-06-07
837-21st-st,837,21ST ST,4277004017,2026-06-07,2026-06-07
837-2nd-st,837,2ND ST,4292024036,2026-06-07,2026-06-07
837-3rd-st,837,3RD ST,4292017026,2026-06-07,2026-06-07
837-5th-st,837,5TH ST,4292009019,2026-06-07,2026-06-07
837-6th-st,837,6TH ST,4292008015,2026-06-07,2026-06-07
837-7th-st,837,7TH ST,4292001017,2026-06-07,2026-06-07
837-9th-st,837,9TH ST,4281031017,2026-06-07,2026-06-07
837-cedar-st,837,CEDAR ST,4284005002,2026-06-07,2026-06-07
837-euclid-st,837,EUCLID ST,4281015016,2026-06-07,2026-06-07
837-lincoln-blvd,837,LINCOLN BLVD,4281032048,2026-06-07,2026-06-07
837-pearl-st,837,PEARL ST,4284004014,2026-06-07,2026-06-07
837-pine-st,837,PINE ST,4284006001,2026-06-07,2026-06-07
838-10th-st,838,10TH ST,,2026-06-07,2026-06-07
838-11th-st,838,11TH ST,4281024043,2026-06-07,2026-06-07
838-12th-st,838,12TH ST,4281023009,2026-06-07,2026-06-07
838-14th-st,838,14TH ST,4281015008,2026-06-07,2026-06-07
838-15th-st,838,15TH ST,4281009008,2026-06-07,2026-06-07
838-16th-st,838,16TH ST,,2026-06-07,2026-06-07
838-17th-st,838,17TH ST,,2026-06-07,2026-06-07
838-19th-st,838,19TH ST,,2026-06-07,2026-06-07
838-25th-st,838,25TH ST,,2026-06-07,2026-06-07
838-2nd-st,838,2ND ST,4292025006,2026-06-07,2026-06-07
838-5th-st,838,5TH ST,4292016008,2026-06-07,2026-06-07
838-6th-st,838,6TH ST,4292009009,2026-06-07,2026-06-07
838-7th-st,838,7TH ST,4292008008,2026-06-07,2026-06-07
838-9th-st,838,9TH ST,4281032008,2026-06-07,2026-06-07
838-lincoln-blvd,838,LINCOLN BLVD,4292001009,2026-06-07,2026-06-07
838-pacific-st,838,PACIFIC ST,4284004010,2026-06-07,2026-06-07
839-18th-st,839,18TH ST,,2026-06-07,2026-06-07
839-19th-st,839,19TH ST,4277006020,2026-06-07,2026-06-07
839-21st-st,839,21ST ST,4277004017,2026-06-07,2026-06-07
839-25th-st,839,25TH ST,,2026-06-07,2026-06-07
839-5th-st,839,5TH ST,4292009019,2026-06-07,2026-06-07
839-grant-st,839,GRANT ST,4284002017,2026-06-07,2026-06-07
840-12th-st,840,12TH ST,4281023009,2026-06-07,2026-06-07
840-18th-st,840,18TH ST,4277008008,2026-06-07,2026-06-07
840-20th-st,840,20TH ST,4277006040,2026-06-07,2026-06-07
840-21st-st,840,21ST ST,4277005009,2026-06-07,2026-06-07
840-22nd-st,840,22ND ST,,2026-06-07,2026-06-07
840-23rd-st,840,23RD ST,,2026-06-07,2026-06-07
840-6th-st,840,6TH ST,4292009009,2026-06-07,2026-06-07
840-bay-st,840,BAY ST,,2026-06-07,2026-06-07
840-centinela-ave,840,CENTINELA AVE,,2026-06-07,2026-06-07
840-grant-st,840,GRANT ST,4284003011,2026-06-07,2026-06-07
840-harvard-st,840,HARVARD ST,,2026-06-07,2026-06-07
840-pearl-st,840,PEARL ST,4284005013,2026-06-07,2026-06-07
841-10th-st,841,10TH ST,4281024017,2026-06-07,2026-06-07
841-6th-st,841,6TH ST,4292008014,2026-06-07,2026-06-07
841-cedar-st,841,CEDAR ST,4284005001,2026-06-07,2026-06-07
841-grant-st,841,GRANT ST,4284002017,2026-06-07,2026-06-07
841-lincoln-blvd,841,LINCOLN BLVD,4281032015,2026-06-07,2026-06-07
841-pacific-st,841,PACIFIC ST,4284003014,2026-06-07,2026-06-07
841-stanford-st,841,STANFORD ST,,2026-06-07,2026-06-07
842-11th-st,842,11TH ST,4281024010,2026-06-07,2026-06-07
842-12th-st,842,12TH ST,4281023088,2026-06-07,2026-06-07
842-19th-st,842,19TH ST,4277008059,2026-06-07,2026-06-07
842-2nd-st,842,2ND ST,4292025007,2026-06-07,2026-06-07
842-bay-st,842,BAY ST,4284002012,2026-06-07,2026-06-07
842-euclid-st,842,EUCLID ST,4281016006,2026-06-07,2026-06-07
842-pacific-st,842,PACIFIC ST,4284004011,2026-06-07,2026-06-07
843-11th-st,843,11TH ST,4281023082,2026-06-07,2026-06-07
843-12th-st,843,12TH ST,,2026-06-07,2026-06-07
843-15th-st,843,15TH ST,,2026-06-07,2026-06-07
843-16th-st,843,16TH ST,4281001030,2026-06-07,2026-06-07
843-17th-st,843,17TH ST,,2026-06-07,2026-06-07
843-18th-st,843,18TH ST,4277008068,2026-06-07,2026-06-07
843-19th-st,843,19TH ST,4277006021,2026-06-07,2026-06-07
843-21st-st,843,21ST ST,4277004050,2026-06-07,2026-06-07
843-22nd-st,843,22ND ST,4277003021,2026-06-07,2026-06-07
843-4th-st,843,4TH ST,4292016081,2026-06-07,2026-06-07
843-6th-st,843,6TH ST,4292008014,2026-06-07,2026-06-07
843-bay-st,843,BAY ST,4284001017,2026-06-07,2026-06-07
843-berkeley-st,843,BERKELEY ST,4266004022,2026-06-07,2026-06-07
843-euclid-st,843,EUCLID ST,4281015015,2026-06-07,2026-06-07
843-pacific-st,843,PACIFIC ST,4284003014,2026-06-07,2026-06-07
843-princeton-st,843,PRINCETON ST,,2026-06-07,2026-06-07
844-10th-st,844,10TH ST,4281031008,2026-06-07,2026-06-07
844-12th-st,844,12TH ST,4281023090,2026-06-07,2026-06-07
844-14th-st,844,14TH ST,4281015009,2026-06-07,2026-06-07
844-15th-st,844,15TH ST,4281009009,2026-06-07,2026-06-07
844-16th-st,844,16TH ST,4281008053,2026-06-07,2026-06-07
844-17th-st,844,17TH ST,,2026-06-07,2026-06-07
844-18th-st,844,18TH ST,4277008009,2026-06-07,2026-06-07
844-19th-st,844,19TH ST,4277008059,2026-06-07,2026-06-07
844-21st-st,844,21ST ST,4277005010,2026-06-07,2026-06-07
844-25th-st,844,25TH ST,4277002007,2026-06-07,2026-06-07
844-2nd-st,844,2ND ST,4292025007,2026-06-07,2026-06-07
844-3rd-st,844,3RD ST,,2026-06-07,2026-06-07
844-5th-st,844,5TH ST,4292016009,2026-06-07,2026-06-07
844-6th-st,844,6TH ST,4292009010,2026-06-07,2026-06-07
844-7th-st,844,7TH ST,4292008031,2026-06-07,2026-06-07
844-9th-st,844,9TH ST,4281032009,2026-06-07,2026-06-07
844-berkeley-st,844,BERKELEY ST,,2026-06-07,2026-06-07
844-grant-st,844,GRANT ST,4284003012,2026-06-07,2026-06-07
844-lincoln-blvd,844,LINCOLN BLVD,4292001010,2026-06-07,2026-06-07
844-pacific-st,844,PACIFIC ST,4284004011,2026-06-07,2026-06-07
844-pico-blvd,844,PICO BLVD,4284001012,2026-06-07,2026-06-07
845-14th-st,845,14TH ST,4281009016,2026-06-07,2026-06-07
845-20th-st,845,20TH ST,4277005028,2026-06-07,2026-06-07
845-pacific-st,845,PACIFIC ST,4284003013,2026-06-07,2026-06-07
846-12th-st,846,12TH ST,4281023011,2026-06-07,2026-06-07
846-21st-st,846,21ST ST,,2026-06-07,2026-06-07
846-4th-st,846,4TH ST,4292017032,2026-06-07,2026-06-07
847-10th-st,847,10TH ST,,2026-06-07,2026-06-07
847-12th-st,847,12TH ST,4281016011,2026-06-07,2026-06-07
847-15th-st,847,15TH ST,4281008015,2026-06-07,2026-06-07
847-16th-st,847,16TH ST,4281001015,2026-06-07,2026-06-07
847-18th-st,847,18TH ST,4277008069,2026-06-07,2026-06-07
847-19th-st,847,19TH ST,4277006022,2026-06-07,2026-06-07
847-21st-st,847,21ST ST,4277004019,2026-06-07,2026-06-07
847-23rd-st,847,23RD ST,,2026-06-07,2026-06-07
847-5th-st,847,5TH ST,4292009088,2026-06-07,2026-06-07
847-6th-st,847,6TH ST,4292008013,2026-06-07,2026-06-07
847-9th-st,847,9TH ST,4281031015,2026-06-07,2026-06-07
847-euclid-st,847,EUCLID ST,4281015014,2026-06-07,2026-06-07
847-lincoln-blvd,847,LINCOLN BLVD,4281032014,2026-06-07,2026-06-07
848-10th-st,848,10TH ST,4281031009,2026-06-07,2026-06-07
848-11th-st,848,11TH ST,4281024011,2026-06-07,2026-06-07
848-12th-st,848,12TH ST,4281023011,2026-06-07,2026-06-07
848-14th-st,848,14TH ST,4281015010,2026-06-07,2026-06-07
848-15th-st,848,15TH ST,4281009067,2026-06-07,2026-06-07
848-16th-st,848,16TH ST,4281008010,2026-06-07,2026-06-07
848-17th-st,848,17TH ST,4281001010,2026-06-07,2026-06-07
848-18th-st,848,18TH ST,4277008010,2026-06-07,2026-06-07
848-19th-st,848,19TH ST,4277008060,2026-06-07,2026-06-07
848-20th-st,848,20TH ST,4277006065,2026-06-07,2026-06-07
848-25th-st,848,25TH ST,4277002008,2026-06-07,2026-06-07
848-26th-st,848,26TH ST,,2026-06-07,2026-06-07
848-5th-st,848,5TH ST,4292016010,2026-06-07,2026-06-07
848-6th-st,848,6TH ST,,2026-06-07,2026-06-07
848-7th-st,848,7TH ST,4292008010,2026-06-07,2026-06-07
848-9th-st,848,9TH ST,4281032036,2026-06-07,2026-06-07
848-euclid-st,848,EUCLID ST,4281016066,2026-06-07,2026-06-07
848-lincoln-blvd,848,LINCOLN BLVD,,2026-06-07,2026-06-07
848-pacific-st,848,PACIFIC ST,4284004040,2026-06-07,2026-06-07
849-11th-st,849,11TH ST,4281023017,2026-06-07,2026-06-07
849-22nd-st,849,22ND ST,,2026-06-07,2026-06-07
849-25th-st,849,25TH ST,,2026-06-07,2026-06-07
849-26th-st,849,26TH ST,,2026-06-07,2026-06-07
849-ocean-ave,849,OCEAN AVE,4292025010,2026-06-07,2026-06-07
849-pacific-st,849,PACIFIC ST,4284003013,2026-06-07,2026-06-07
849-princeton-st,849,PRINCETON ST,,2026-06-07,2026-06-07
850-2nd-st,850,2ND ST,4292025018,2026-06-07,2026-06-07
850-euclid-st,850,EUCLID ST,4281016063,2026-06-07,2026-06-07
850-harvard-st,850,HARVARD ST,,2026-06-07,2026-06-07
850-princeton-st,850,PRINCETON ST,,2026-06-07,2026-06-07
851-11th-st,851,11TH ST,,2026-06-07,2026-06-07
851-18th-st,851,18th ST,,2026-06-07,2026-06-07
851-19th-st,851,19TH ST,,2026-06-07,2026-06-07
851-20th-st,851,20TH ST,4277005026,2026-06-07,2026-06-07
851-2nd-st,851,2ND ST,4292024029,2026-06-07,2026-06-07
851-4th-st,851,4TH ST,4292016015,2026-06-07,2026-06-07
851-euclid-st,851,EUCLID ST,4281015023,2026-06-07,2026-06-07
852-10th-st,852,10TH ST,,2026-06-07,2026-06-07
852-11th-st,852,11TH ST,4281024012,2026-06-07,2026-06-07
852-15th-st,852,15TH ST,4281009046,2026-06-07,2026-06-07
852-17th-st,852,17TH ST,4281001011,2026-06-07,2026-06-07
852-19th-st,852,19TH ST,4277008061,2026-06-07,2026-06-07
852-20th-st,852,20TH ST,4277006010,2026-06-07,2026-06-07
852-21st-st,852,21ST ST,4277005043,2026-06-07,2026-06-07
852-22nd-st,852,22ND ST,,2026-06-07,2026-06-07
852-6th-st,852,6TH ST,4292009012,2026-06-07,2026-06-07
852-bay-st,852,BAY ST,4284002013,2026-06-07,2026-06-07
852-grant-st,852,GRANT ST,4284003012,2026-06-07,2026-06-07
853-12th-st,853,12TH ST,4281016059,2026-06-07,2026-06-07
853-16th-st,853,16TH ST,4281001014,2026-06-07,2026-06-07
853-17th-st,853,17TH ST,4277008024,2026-06-07,2026-06-07
853-18th-st,853,18TH ST,4277008070,2026-06-07,2026-06-07
853-19th-st,853,19TH ST,,2026-06-07,2026-06-07
853-20th-st,853,20TH ST,4277005026,2026-06-07,2026-06-07
853-21st-st,853,21ST ST,,2026-06-07,2026-06-07
853-23rd-st,853,23RD ST,4277002020,2026-06-07,2026-06-07
853-25th-st,853,25TH ST,,2026-06-07,2026-06-07
853-26th-st,853,26TH ST,4266013077,2026-06-07,2026-06-07
853-2nd-st,853,2ND ST,4292024029,2026-06-07,2026-06-07
853-9th-st,853,9TH ST,4281031014,2026-06-07,2026-06-07
853-euclid-st,853,EUCLID ST,4281015023,2026-06-07,2026-06-07
