unit_id,apn,address,unit_label,prev_observed_at,observed_at,old_mar_cents,new_mar_cents,delta_cents,delta_pct,old_tenancy,new_tenancy,reason,mar_status_change
1830-9th-st,4283020025,1830 9TH ST,,2023-07-19,2026-06-07,214000,300000,86000,40.2,2014-01-21,2025-05-23,new_tenancy,
1830-california-ave,4276009010,1830 CALIFORNIA AVE,,2023-07-19,2026-06-07,170000,179100,9100,5.4,2022-09-15,2022-09-15,mar_adjustment,
1830-washington-ave,4277026050,1830 WASHINGTON AVE,,2023-07-19,2026-06-07,178100,192900,14800,8.3,,,mar_adjustment,
1831-pearl-st-1,4273002020,1831 PEARL ST,1,2023-07-19,2026-06-07,226100,240400,14300,6.3,2021-08-15,2023-10-01,new_tenancy,
1831-pearl-st-2,4273002020,1831 PEARL ST,2,2023-07-19,2026-06-07,211300,235000,23700,11.2,2017-07-10,2024-09-20,new_tenancy,
1831-pearl-st-3,4273002020,1831 PEARL ST,3,2023-07-19,2026-06-07,229900,245000,15100,6.6,2020-04-15,2025-09-18,new_tenancy,
1831-pearl-st-4,4273002020,1831 PEARL ST,4,2023-07-19,2026-06-07,215000,237100,22100,10.3,2021-10-05,2023-08-19,new_tenancy,
1831-pearl-st-5,4273002020,1831 PEARL ST,5,2023-07-19,2026-06-07,232400,251800,19400,8.3,2010-04-01,2010-04-01,mar_adjustment,
1832-9th-st,4283020025,1832 9TH ST,,2023-07-19,2026-06-07,198300,320000,121700,61.4,2013-06-20,2025-02-23,new_tenancy,
1832-california-ave,4276009010,1832 CALIFORNIA AVE,,2023-07-19,2026-06-07,195000,205500,10500,5.4,2022-12-01,2022-12-01,mar_adjustment,
1832-pearl-st,4273021011,1832 PEARL ST,,2023-07-19,2026-06-07,187800,203500,15700,8.4,,,mar_adjustment,
1833-10th-st,4283023023,1833 10TH ST,,2023-07-19,2026-06-07,127500,138100,10600,8.3,,,mar_adjustment,
1833-10th-st-a,4283023023,1833 10TH ST,A,2023-07-19,2026-06-07,278500,298800,20300,7.3,2017-12-01,2017-12-01,mar_adjustment,
1833-10th-st-b,4283023023,1833 10TH ST,B,2023-07-19,2026-06-07,141400,153200,11800,8.3,2002-12-01,2002-12-01,mar_adjustment,
1833-10th-st-c,4283023023,1833 10TH ST,C,2023-07-19,2026-06-07,144900,157000,12100,8.4,2003-01-01,2003-01-01,mar_adjustment,
1833-12th-st-a,4283027007,1833 12TH ST,A,2023-07-19,2026-06-07,262000,282300,20300,7.7,1999-06-01,1999-06-01,mar_adjustment,
1833-12th-st-b,4283027007,1833 12TH ST,B,2023-07-19,2026-06-07,210500,228000,17500,8.3,2014-07-06,2014-07-06,mar_adjustment,
1833-12th-st-c,4283027007,1833 12TH ST,C,2023-07-19,2026-06-07,212500,230300,17800,8.4,2009-04-01,2009-04-01,mar_adjustment,
1833-12th-st-d,4283027007,1833 12TH ST,D,2023-07-19,2026-06-07,184200,199600,15400,8.4,2018-07-04,2018-07-04,mar_adjustment,
1833-12th-st-e,4283027007,1833 12TH ST,E,2023-07-19,2026-06-07,156800,169800,13000,8.3,2009-07-16,2009-07-16,mar_adjustment,
1833-12th-st-f,4283027007,1833 12TH ST,F,2023-07-19,2026-06-07,184800,200200,15400,8.3,2016-02-10,2016-02-10,mar_adjustment,
1833-16th-st-1,4283032021,1833 16TH ST,1,2023-07-19,2026-06-07,66300,71800,5500,8.3,,,mar_adjustment,
1833-16th-st-2,4283032021,1833 16TH ST,2,2023-07-19,2026-06-07,66300,305500,239200,360.8,,2024-06-15,new_tenancy,
1833-16th-st-3,4283032021,1833 16TH ST,3,2023-07-19,2026-06-07,107700,116600,8900,8.3,2012-11-15,2012-11-15,mar_adjustment,
1833-16th-st-4,4283032021,1833 16TH ST,4,2023-07-19,2026-06-07,72600,305500,232900,320.8,,2024-06-01,new_tenancy,
1833-16th-st-5,4283032021,1833 16TH ST,5,2023-07-19,2026-06-07,135900,305500,169600,124.8,2014-04-12,2024-06-08,new_tenancy,
1833-16th-st-6,4283032021,1833 16TH ST,6,2023-07-19,2026-06-07,79900,86500,6600,8.3,,,mar_adjustment,
1833-16th-st-7,4283032021,1833 16TH ST,7,2023-07-19,2026-06-07,100500,108800,8300,8.3,,,mar_adjustment,
1833-16th-st-8,4283032021,1833 16TH ST,8,2023-07-19,2026-06-07,125000,305500,180500,144.4,2015-09-26,2024-05-01,new_tenancy,
1833-17th-st-1,4274013014,1833 17TH ST,1,2023-07-19,2026-06-07,66600,72200,5600,8.4,,,mar_adjustment,
1833-17th-st-2,4274013014,1833 17TH ST,2,2023-07-19,2026-06-07,268200,288500,20300,7.6,2010-07-01,2010-07-01,mar_adjustment,
1833-17th-st-3,4274013014,1833 17TH ST,3,2023-07-19,2026-06-07,249500,285500,36000,14.4,2021-10-15,2024-03-01,new_tenancy,
1833-17th-st-4,4274013014,1833 17TH ST,4,2023-07-19,2026-06-07,363600,383900,20300,5.6,2019-08-01,2019-08-01,mar_adjustment,
1833-17th-st-5,4274013014,1833 17TH ST,5,2023-07-19,2026-06-07,91500,99100,7600,8.3,,,mar_adjustment,
1833-17th-st-6,4274013014,1833 17TH ST,6,2023-07-19,2026-06-07,310400,330700,20300,6.5,2020-02-15,2020-02-15,mar_adjustment,
1833-18th-st-a,4274012020,1833 18TH ST,A,2023-07-19,2026-06-07,483100,625000,141900,29.4,,2024-09-01,new_tenancy,
1833-18th-st-b,4274012020,1833 18TH ST,B,2023-07-19,2026-06-07,283100,303400,20300,7.2,2013-06-01,2013-06-01,mar_adjustment,
1833-18th-st-c,4274012020,1833 18TH ST,C,2023-07-19,2026-06-07,209900,227400,17500,8.3,2013-06-01,2013-06-01,mar_adjustment,
1833-19th-st-b,4274011014,1833 19TH ST,B,2023-07-19,2026-06-07,283600,303900,20300,7.2,2019-03-01,2019-03-01,mar_adjustment,
1833-19th-st-c,4274011014,1833 19TH ST,C,2023-07-19,2026-06-07,268500,288800,20300,7.6,2018-02-01,2018-02-01,mar_adjustment,
1833-19th-st-d,4274011014,1833 19TH ST,D,2023-07-19,2026-06-07,75900,82100,6200,8.2,,,mar_adjustment,
1833-7th-st-1,4290004007,1833 7TH ST,1,2023-07-19,2026-06-07,270000,326000,56000,20.7,2022-02-01,2024-08-01,new_tenancy,
1833-7th-st-10,4290004007,1833 7TH ST,10,2023-07-19,2026-06-07,182000,197100,15100,8.3,2015-10-01,2015-10-01,mar_adjustment,
1833-7th-st-2,4290004007,1833 7TH ST,2,2023-07-19,2026-06-07,194500,299500,105000,54.0,2012-04-01,2026-04-20,new_tenancy,
1833-7th-st-3,4290004007,1833 7TH ST,3,2023-07-19,2026-06-07,80600,285500,204900,254.2,,2024-08-11,new_tenancy,
1833-7th-st-4,4290004007,1833 7TH ST,4,2023-07-19,2026-06-07,180300,195300,15000,8.3,2020-10-01,2020-10-01,mar_adjustment,
1833-7th-st-5,4290004007,1833 7TH ST,5,2023-07-19,2026-06-07,119400,129300,9900,8.3,2009-04-05,2009-04-05,mar_adjustment,
1833-7th-st-6,4290004007,1833 7TH ST,6,2023-07-19,2026-06-07,186500,202000,15500,8.3,2012-12-01,2012-12-01,mar_adjustment,
1833-7th-st-7,4290004007,1833 7TH ST,7,2023-07-19,2026-06-07,206000,223200,17200,8.3,2021-05-01,2021-05-01,mar_adjustment,
1833-7th-st-8,4290004007,1833 7TH ST,8,2023-07-19,2026-06-07,134100,269500,135400,101.0,2000-03-26,2026-04-14,new_tenancy,
1833-7th-st-9,4290004007,1833 7TH ST,9,2023-07-19,2026-06-07,155400,168400,13000,8.4,2015-02-01,2015-02-01,mar_adjustment,
1833-9th-st,4283021008,1833 9TH ST,,2023-07-19,2026-06-07,550000,570300,20300,3.7,2021-09-15,2021-09-15,mar_adjustment,
1833-9th-st-1-2,4283021008,1833 9TH ST,1/2,2023-07-19,2026-06-07,432000,452300,20300,4.7,2020-09-01,2020-09-01,mar_adjustment,
1833-euclid-st,4283029007,1833 EUCLID ST,,2023-07-19,2026-06-07,72600,78600,6000,8.3,,,mar_adjustment,
1833-euclid-st-a,4283029007,1833 EUCLID ST,A,2023-07-19,2026-06-07,72600,295300,222700,306.7,,2024-02-01,new_tenancy,
1834-18th-st,4274013013,1834 18TH ST,,2023-07-19,2026-06-07,410400,505500,95100,23.2,2020-08-15,2024-01-15,new_tenancy,
1834-20th-st-b,4274011013,1834 20TH ST,B,2023-07-19,2026-06-07,63900,69300,5400,8.5,,,mar_adjustment,
1834-9th-st-1,4283020047,1834 9TH ST,1,2023-07-19,2026-06-07,324500,344800,20300,6.3,2017-05-15,2017-05-15,mar_adjustment,
1834-9th-st-2,4283020048,1834 9TH ST,2,2023-07-19,2026-06-07,113900,123400,9500,8.3,,,mar_adjustment,
1834-9th-st-3,4283020049,1834 9TH ST,3,2023-07-19,2026-06-07,113900,123400,9500,8.3,,,mar_adjustment,
1834-9th-st-4,4283020050,1834 9TH ST,4,2023-07-19,2026-06-07,113900,123400,9500,8.3,,,mar_adjustment,
1834-9th-st-5,4283020051,1834 9TH ST,5,2023-07-19,2026-06-07,113900,123400,9500,8.3,,,mar_adjustment,
1834-michigan-ave-a,4274012002,1834 MICHIGAN AVE,A,2023-07-19,2026-06-07,161600,175000,13400,8.3,2017-03-18,2017-03-18,mar_adjustment,
1834-michigan-ave-b,4274012002,1834 MICHIGAN AVE,B,2023-07-19,2026-06-07,204200,221200,17000,8.3,2020-07-01,2020-07-01,mar_adjustment,
1834-michigan-ave-c,4274012002,1834 MICHIGAN AVE,C,2023-07-19,2026-06-07,99600,64700,-34900,-35.0,2004-11-01,2004-11-01,mar_adjustment,
1834-michigan-ave-d,4274012002,1834 MICHIGAN AVE,D,2023-07-19,2026-06-07,90300,97800,7500,8.3,,,mar_adjustment,
1834-michigan-ave-e,4274012002,1834 MICHIGAN AVE,E,2023-07-19,2026-06-07,67800,73500,5700,8.4,,,mar_adjustment,
1834-michigan-ave-f,4274012002,1834 MICHIGAN AVE,F,2023-07-19,2026-06-07,182700,197800,15100,8.3,2009-05-24,2009-05-24,mar_adjustment,
1834-montana-ave-a,4277008050,1834 MONTANA AVE,A,2023-07-19,2026-06-07,222400,262500,40100,18.0,2017-04-01,2025-07-15,new_tenancy,
1834-montana-ave-b,4277008050,1834 MONTANA AVE,B,2023-07-19,2026-06-07,217300,235400,18100,8.3,2020-07-15,2020-07-15,mar_adjustment,
1834-montana-ave-c,4277008050,1834 MONTANA AVE,C,2023-07-19,2026-06-07,160000,173300,13300,8.3,2004-11-01,2004-11-01,mar_adjustment,
1834-montana-ave-d,4277008050,1834 MONTANA AVE,D,2023-07-19,2026-06-07,203400,220400,17000,8.4,2021-07-15,2021-07-15,mar_adjustment,
1835-20th-st-1,4274010012,1835 20TH ST,1,2023-07-19,2026-06-07,260000,280000,20000,7.7,2021-10-07,2025-07-01,new_tenancy,
1835-20th-st-2,4274010012,1835 20TH ST,2,2023-07-19,2026-06-07,216300,234400,18100,8.4,2021-04-01,2021-04-01,mar_adjustment,
1835-20th-st-3,4274010012,1835 20TH ST,3,2023-07-19,2026-06-07,230400,249600,19200,8.3,2020-07-01,2020-07-01,mar_adjustment,
1835-20th-st-4,4274010012,1835 20TH ST,4,2023-07-19,2026-06-07,212800,230600,17800,8.4,2021-07-20,2021-07-20,mar_adjustment,
1835-20th-st-5,4274010012,1835 20TH ST,5,2023-07-19,2026-06-07,136200,147500,11300,8.3,2020-06-01,2020-06-01,mar_adjustment,
1835-20th-st-6,4274010012,1835 20TH ST,6,2023-07-19,2026-06-07,144200,155000,10800,7.5,2021-02-15,2025-05-01,new_tenancy,
1835-7th-st-a,4290004031,1835 7TH ST,A,2023-07-19,2026-06-07,83500,90400,6900,8.3,,,mar_adjustment,
1835-7th-st-b,4290004032,1835 7TH ST,B,2023-07-19,2026-06-07,83500,90400,6900,8.3,,,mar_adjustment,
1835-7th-st-c,4290004033,1835 7TH ST,C,2023-07-19,2026-06-07,83500,90400,6900,8.3,,,mar_adjustment,
1835-7th-st-d,4290004034,1835 7TH ST,D,2023-07-19,2026-06-07,83500,90400,6900,8.3,,,mar_adjustment,
1835-7th-st-e,4290004035,1835 7TH ST,E,2023-07-19,2026-06-07,77700,84200,6500,8.4,,,mar_adjustment,
1835-7th-st-f,4290004036,1835 7TH ST,F,2023-07-19,2026-06-07,76200,82500,6300,8.3,,,mar_adjustment,
1835-7th-st-g,4290004037,1835 7TH ST,G,2023-07-19,2026-06-07,285800,306100,20300,7.1,,,mar_adjustment,
1836-10th-st-a,4283022008,1836 10TH ST,A,2023-07-19,2026-06-07,256500,299500,43000,16.8,2021-08-07,2025-12-13,new_tenancy,
1836-10th-st-b,4283022008,1836 10TH ST,B,2023-07-19,2026-06-07,275900,296200,20300,7.4,2020-06-01,2020-06-01,mar_adjustment,
1836-10th-st-c,4283022008,1836 10TH ST,C,2023-07-19,2026-06-07,241000,223200,-17800,-7.4,2014-09-01,2012-01-28,new_tenancy,
1836-10th-st-d,4283022008,1836 10TH ST,D,2023-07-19,2026-06-07,255000,275300,20300,8.0,2022-01-01,2022-01-01,mar_adjustment,
1836-10th-st-e,4283022008,1836 10TH ST,E,2023-07-19,2026-06-07,70000,75900,5900,8.4,,,mar_adjustment,
1836-euclid-st-a,4283028015,1836 EUCLID ST,A,2023-07-19,2026-06-07,310000,336000,26000,8.4,2021-08-15,2023-11-01,new_tenancy,
1836-euclid-st-c,4283028015,1836 EUCLID ST,C,2023-07-19,2026-06-07,257000,261200,4200,1.6,2021-05-15,2021-05-15,mar_adjustment,
1837-10th-st,4283023023,1837 10TH ST,,2023-07-19,2026-06-07,109700,118900,9200,8.4,1999-02-10,1999-02-10,mar_adjustment,
1837-10th-st-a,4283023023,1837 10TH ST,A,2023-07-19,2026-06-07,180600,195700,15100,8.4,2019-02-01,2019-02-01,mar_adjustment,
1837-10th-st-b,4283023023,1837 10TH ST,B,2023-07-19,2026-06-07,79900,86500,6600,8.3,,,mar_adjustment,
1837-16th-st-1,4283032020,1837 16TH ST,1,2023-07-19,2026-06-07,87600,94900,7300,8.3,,,mar_adjustment,
1837-16th-st-2,4283032020,1837 16TH ST,2,2023-07-19,2026-06-07,188500,204200,15700,8.3,2003-02-01,2003-02-01,mar_adjustment,
1837-16th-st-3,4283032020,1837 16TH ST,3,2023-07-19,2026-06-07,88400,95800,7400,8.4,,,mar_adjustment,
1837-16th-st-4,4283032020,1837 16TH ST,4,2023-07-19,2026-06-07,105700,114600,8900,8.4,1999-08-01,1999-08-01,mar_adjustment,
1837-16th-st-5,4283032020,1837 16TH ST,5,2023-07-19,2026-06-07,270900,280000,9100,3.4,2020-01-24,2025-09-19,new_tenancy,
1837-16th-st-6,4283032020,1837 16TH ST,6,2023-07-19,2026-06-07,90000,97500,7500,8.3,,,mar_adjustment,
1837-16th-st-7,4283032020,1837 16TH ST,7,2023-07-19,2026-06-07,212700,230500,17800,8.4,2004-08-15,2004-08-15,mar_adjustment,
1837-16th-st-8,4283032020,1837 16TH ST,8,2023-07-19,2026-06-07,227500,250000,22500,9.9,2018-06-22,2025-05-01,new_tenancy,
1837-18th-st-3,4274012015,1837 18TH ST,3,2023-07-19,2026-06-07,146500,158700,12200,8.3,,,mar_adjustment,
1837-18th-st-6,4274012015,1837 18TH ST,6,2023-07-19,2026-06-07,55300,59800,4500,8.1,,,mar_adjustment,
1837-19th-st,4274011016,1837 19TH ST,,2023-07-19,2026-06-07,192000,208000,16000,8.3,2009-08-10,2009-08-10,mar_adjustment,
1837-20th-st,4274010013,1837 20TH ST,,2023-07-19,2026-06-07,336500,398600,62100,18.5,2020-12-01,2023-07-01,new_tenancy,
1837-20th-st-1-2,4274010013,1837 20TH ST,1/2,2023-07-19,2026-06-07,195200,211500,16300,8.4,2021-06-01,2021-06-01,mar_adjustment,
1837-20th-st-b,4274010013,1837 20TH ST,B,2023-07-19,2026-06-07,45100,48900,3800,8.4,,,mar_adjustment,
1837-9th-st-a,4283021009,1837 9TH ST,A,2023-07-19,2026-06-07,156600,169600,13000,8.3,2020-05-01,2020-05-01,mar_adjustment,
1837-9th-st-b,4283021009,1837 9TH ST,B,2023-07-19,2026-06-07,157400,170500,13100,8.3,2009-06-29,2009-06-29,mar_adjustment,
1837-9th-st-c,4283021009,1837 9TH ST,C,2023-07-19,2026-06-07,175100,184000,8900,5.1,2020-09-19,2024-12-24,new_tenancy,
1837-9th-st-d,4283021009,1837 9TH ST,D,2023-07-19,2026-06-07,69500,75200,5700,8.2,,,mar_adjustment,
1837-9th-st-e,4283021009,1837 9TH ST,E,2023-07-19,2026-06-07,140200,234000,93800,66.9,2006-02-01,2024-10-19,new_tenancy,
1837-9th-st-f,4283021009,1837 9TH ST,F,2023-07-19,2026-06-07,164300,193900,29600,18.0,2020-11-05,2023-10-01,new_tenancy,
1837-euclid-st-a,4283029008,1837 EUCLID ST,A,2023-07-19,2026-06-07,320600,340900,20300,6.3,2021-04-01,2021-04-01,mar_adjustment,
1837-euclid-st-b,4283029008,1837 EUCLID ST,B,2023-07-19,2026-06-07,153700,166400,12700,8.3,2007-06-01,2007-06-01,mar_adjustment,
1837-euclid-st-c,4283029008,1837 EUCLID ST,C,2023-07-19,2026-06-07,128200,138900,10700,8.3,2017-05-01,2017-05-01,mar_adjustment,
1837-pearl-st,4273002021,1837 PEARL ST,,2023-07-19,2026-06-07,0,397000,397000,,,,mar_adjustment,reinstated
1837-pearl-st-a,4273002021,1837 PEARL ST,A,2023-07-19,2026-06-07,79900,86500,6600,8.3,,,mar_adjustment,
1837-pearl-st-b,4273002021,1837 PEARL ST,B,2023-07-19,2026-06-07,79900,86500,6600,8.3,,,mar_adjustment,
1838-11th-st-2,4283024012,1838 11TH ST,2,2023-07-19,2026-06-07,47000,50800,3800,8.1,2011-07-01,2011-07-01,mar_adjustment,
1838-11th-st-3,4283024012,1838 11TH ST,3,2023-07-19,2026-06-07,295900,316200,20300,6.9,2020-07-25,2020-07-25,mar_adjustment,
1838-11th-st-4,4283024012,1838 11TH ST,4,2023-07-19,2026-06-07,222900,241400,18500,8.3,2017-02-06,2017-02-06,mar_adjustment,
1838-11th-st-5,4283024012,1838 11TH ST,5,2023-07-19,2026-06-07,192300,208300,16000,8.3,2004-09-15,2004-09-15,mar_adjustment,
1838-11th-st-6,4283024012,1838 11TH ST,6,2023-07-19,2026-06-07,211800,229400,17600,8.3,2012-01-01,2012-01-01,mar_adjustment,
1838-19th-st-1,4274012014,1838 19TH ST,1,2023-07-19,2026-06-07,265000,286100,21100,8.0,2022-08-31,2023-08-01,new_tenancy,
1838-19th-st-2,4274012014,1838 19TH ST,2,2023-07-19,2026-06-07,83000,235300,152300,183.5,,2024-07-01,new_tenancy,
1838-19th-st-3,4274012014,1838 19TH ST,3,2023-07-19,2026-06-07,205000,222000,17000,8.3,2022-08-01,2022-08-01,mar_adjustment,
1838-19th-st-4,4274012014,1838 19TH ST,4,2023-07-19,2026-06-07,70300,76200,5900,8.4,,,mar_adjustment,
1838-19th-st-5,4274012014,1838 19TH ST,5,2023-07-19,2026-06-07,251600,271900,20300,8.1,2018-10-01,2018-10-01,mar_adjustment,
1838-19th-st-6,4274012014,1838 19TH ST,6,2023-07-19,2026-06-07,84200,225100,140900,167.3,,2024-02-01,new_tenancy,
1838-19th-st-7,4274012014,1838 19TH ST,7,2023-07-19,2026-06-07,295000,329400,34400,11.7,2018-10-01,2018-10-01,mar_adjustment,
1838-20th-st-a,4274011015,1838 20TH ST,A,2023-07-19,2026-06-07,75900,82100,6200,8.2,,,mar_adjustment,
1838-20th-st-b,4274011015,1838 20TH ST,B,2023-07-19,2026-06-07,284500,304800,20300,7.1,2017-08-10,2017-08-10,mar_adjustment,
1838-20th-st-c,4274011015,1838 20TH ST,C,2023-07-19,2026-06-07,178400,193200,14800,8.3,2017-02-01,2017-02-01,mar_adjustment,
1838-20th-st-d,4274011015,1838 20TH ST,D,2023-07-19,2026-06-07,284500,304800,20300,7.1,2017-08-10,2017-08-10,mar_adjustment,
1838-20th-st-e,4274011015,1838 20TH ST,E,2023-07-19,2026-06-07,72600,78600,6000,8.3,,,mar_adjustment,
1838-20th-st-f,4274011015,1838 20TH ST,F,2023-07-19,2026-06-07,75900,82100,6200,8.2,,,mar_adjustment,
1838-22nd-st-1,4274009015,1838 22ND ST,1,2023-07-19,2026-06-07,90800,98300,7500,8.3,,,mar_adjustment,
1838-22nd-st-10,4274009015,1838 22ND ST,10,2023-07-19,2026-06-07,90800,98300,7500,8.3,,,mar_adjustment,
1838-22nd-st-2,4274009015,1838 22ND ST,2,2023-07-19,2026-06-07,90800,98300,7500,8.3,,,mar_adjustment,
1838-22nd-st-3,4274009015,1838 22ND ST,3,2023-07-19,2026-06-07,95700,103700,8000,8.4,,,mar_adjustment,
1838-22nd-st-4,4274009015,1838 22ND ST,4,2023-07-19,2026-06-07,93900,101700,7800,8.3,,,mar_adjustment,
1838-22nd-st-5,4274009015,1838 22ND ST,5,2023-07-19,2026-06-07,200000,216700,16700,8.3,2021-12-11,2021-12-11,mar_adjustment,
1838-22nd-st-6,4274009015,1838 22ND ST,6,2023-07-19,2026-06-07,201900,225000,23100,11.4,2018-10-15,2026-02-13,new_tenancy,
1838-22nd-st-7,4274009015,1838 22ND ST,7,2023-07-19,2026-06-07,167000,181000,14000,8.4,2014-10-27,2014-10-27,mar_adjustment,
1838-22nd-st-8,4274009015,1838 22ND ST,8,2023-07-19,2026-06-07,102300,110900,8600,8.4,,,mar_adjustment,
1838-22nd-st-9,4274009015,1838 22ND ST,9,2023-07-19,2026-06-07,175100,160000,-15100,-8.6,2021-07-07,2025-05-01,new_tenancy,
1838-pearl-st,4273021012,1838 PEARL ST,,2023-07-19,2026-06-07,141400,153200,11800,8.3,,,mar_adjustment,
1839-19th-st,4274011016,1839 19TH ST,,2023-07-19,2026-06-07,249500,269800,20300,8.1,2017-01-15,2017-01-15,mar_adjustment,
1839-19th-st-a,4274011016,1839 19TH ST,A,2023-07-19,2026-06-07,166100,200000,33900,20.4,2013-02-23,2025-10-01,new_tenancy,
1839-19th-st-b,4274011016,1839 19TH ST,B,2023-07-19,2026-06-07,167000,181000,14000,8.4,2006-05-04,2006-05-04,mar_adjustment,
1839-19th-st-c,4274011016,1839 19TH ST,C,2023-07-19,2026-06-07,172800,221300,48500,28.1,2015-07-25,2023-07-05,new_tenancy,
1839-19th-st-d,4274011016,1839 19TH ST,D,2023-07-19,2026-06-07,213200,231000,17800,8.3,2015-09-15,2015-09-15,mar_adjustment,
1839-euclid-st-a,4283029008,1839 EUCLID ST,A,2023-07-19,2026-06-07,72600,78600,6000,8.3,,,mar_adjustment,
1839-euclid-st-b,4283029008,1839 EUCLID ST,B,2023-07-19,2026-06-07,76900,83400,6500,8.5,,,mar_adjustment,
1839-euclid-st-c,4283029008,1839 EUCLID ST,C,2023-07-19,2026-06-07,309500,269500,-40000,-12.9,2022-11-07,2025-02-15,new_tenancy,
1839-euclid-st-d,4283029008,1839 EUCLID ST,D,2023-07-19,2026-06-07,172800,295500,122700,71.0,2014-11-01,2024-07-26,new_tenancy,
1840-10th-st,4283022009,1840 10TH ST,,2023-07-19,2026-06-07,209400,226900,17500,8.4,2009-12-01,2009-12-01,mar_adjustment,
1840-10th-st-a,4283022009,1840 10TH ST,A,2023-07-19,2026-06-07,141900,153800,11900,8.4,2010-02-01,2010-02-01,mar_adjustment,
1840-10th-st-b,4283022009,1840 10TH ST,B,2023-07-19,2026-06-07,198500,204100,5600,2.8,2020-02-01,2023-10-07,new_tenancy,
1840-10th-st-c,4283022009,1840 10TH ST,C,2023-07-19,2026-06-07,179500,194400,14900,8.3,2022-08-27,2022-08-27,mar_adjustment,
1840-12th-st-a,4283026012,1840 12TH ST,A,2023-07-19,2026-06-07,115900,125500,9600,8.3,,,mar_adjustment,
1840-12th-st-b,4283026012,1840 12TH ST,B,2023-07-19,2026-06-07,115900,125500,9600,8.3,,,mar_adjustment,
1840-12th-st-c,4283026012,1840 12TH ST,C,2023-07-19,2026-06-07,115900,125500,9600,8.3,,,mar_adjustment,
1840-12th-st-d,4283026012,1840 12TH ST,D,2023-07-19,2026-06-07,115900,125500,9600,8.3,,,mar_adjustment,
1840-euclid-st-a,4283028014,1840 EUCLID ST,A,2023-07-19,2026-06-07,59500,64400,4900,8.2,,,mar_adjustment,
1840-euclid-st-b,4283028014,1840 EUCLID ST,B,2023-07-19,2026-06-07,255900,285000,29100,11.4,2020-07-10,2026-04-29,new_tenancy,
1840-euclid-st-c,4283028014,1840 EUCLID ST,C,2023-07-19,2026-06-07,246500,275000,28500,11.6,2020-11-01,2025-02-10,new_tenancy,
1840-euclid-st-d,4283028014,1840 EUCLID ST,D,2023-07-19,2026-06-07,225000,240400,15400,6.8,2022-04-01,2024-03-10,new_tenancy,
1840-euclid-st-e,4283028014,1840 EUCLID ST,E,2023-07-19,2026-06-07,209000,226400,17400,8.3,2019-12-30,2019-12-30,mar_adjustment,
1841-16th-st-1,4283032018,1841 16TH ST,1,2023-07-19,2026-06-07,129900,140700,10800,8.3,1999-08-01,1999-08-01,mar_adjustment,
1841-16th-st-2,4283032018,1841 16TH ST,2,2023-07-19,2026-06-07,207100,224300,17200,8.3,2005-05-01,2005-05-01,mar_adjustment,
1841-16th-st-3,4283032018,1841 16TH ST,3,2023-07-19,2026-06-07,118900,128800,9900,8.3,,,mar_adjustment,
1841-16th-st-4,4283032018,1841 16TH ST,4,2023-07-19,2026-06-07,204200,221200,17000,8.3,2020-07-01,2020-07-01,mar_adjustment,
1841-16th-st-5,4283032018,1841 16TH ST,5,2023-07-19,2026-06-07,219300,237500,18200,8.3,2009-08-12,2009-08-12,mar_adjustment,
1841-16th-st-6,4283032018,1841 16TH ST,6,2023-07-19,2026-06-07,212100,229700,17600,8.3,2009-09-05,2009-09-05,mar_adjustment,
1841-16th-st-7,4283032018,1841 16TH ST,7,2023-07-19,2026-06-07,134100,145300,11200,8.4,1999-08-01,1999-08-01,mar_adjustment,
1841-16th-st-8,4283032018,1841 16TH ST,8,2023-07-19,2026-06-07,108500,117400,8900,8.2,,,mar_adjustment,
1841-19th-st,4274011016,1841 19TH ST,,2023-07-19,2026-06-07,194900,211100,16200,8.3,2012-02-01,2012-02-01,mar_adjustment,
1841-21st-st-a,4274009018,1841 21ST ST,A,2023-07-19,2026-06-07,323600,343900,20300,6.3,2019-06-25,2019-06-25,mar_adjustment,
1841-21st-st-b,4274009018,1841 21ST ST,B,2023-07-19,2026-06-07,149500,176500,27000,18.1,2021-12-10,2024-08-01,new_tenancy,
1841-21st-st-c,4274009018,1841 21ST ST,C,2023-07-19,2026-06-07,206200,223400,17200,8.3,2017-07-01,2017-07-01,mar_adjustment,
1842-19th-st,4274012016,1842 19TH ST,,2023-07-19,2026-06-07,258900,279200,20300,7.8,2008-04-15,2008-04-15,mar_adjustment,
1842-20th-st,4274011017,1842 20TH ST,,2023-07-19,2026-06-07,243500,263600,20100,8.3,,,mar_adjustment,
1842-20th-st-rear,4274011017,1842 20TH ST,REAR,2023-07-19,2026-06-07,152100,164800,12700,8.3,2003-08-01,2003-08-01,mar_adjustment,
1842-20th-st-studio,4274011017,1842 20TH ST,STUDIO,2023-07-19,2026-06-07,72000,78000,6000,8.3,,,mar_adjustment,
1842-22nd-st-1,4274009017,1842 22ND ST,1,2023-07-19,2026-06-07,215800,250000,34200,15.8,2020-10-15,2025-07-01,new_tenancy,
1842-22nd-st-2,4274009017,1842 22ND ST,2,2023-07-19,2026-06-07,71200,77100,5900,8.3,,,mar_adjustment,
1842-22nd-st-3,4274009017,1842 22ND ST,3,2023-07-19,2026-06-07,235000,247700,12700,5.4,2022-12-01,2022-12-01,mar_adjustment,
1842-22nd-st-4,4274009017,1842 22ND ST,4,2023-07-19,2026-06-07,229500,245500,16000,7.0,2022-07-15,2023-12-10,new_tenancy,
