unit_id,apn,address,unit_label,prev_observed_at,observed_at,old_mar_cents,new_mar_cents,delta_cents,delta_pct,old_tenancy,new_tenancy,reason,mar_status_change
1138-17th-st-5,4281004008,1138 17TH ST,5,2023-07-19,2026-06-07,154100,167000,12900,8.4,2009-09-01,2009-09-01,mar_adjustment,
1138-17th-st-6,4281004008,1138 17TH ST,6,2023-07-19,2026-06-07,162500,184100,21600,13.3,2021-09-12,2024-07-01,new_tenancy,
1138-23rd-st-a,4276005009,1138 23RD ST,A,2023-07-19,2026-06-07,149500,161900,12400,8.3,,,mar_adjustment,
1138-23rd-st-b,4276005009,1138 23RD ST,B,2023-07-19,2026-06-07,349500,369800,20300,5.8,2021-09-26,2021-09-26,mar_adjustment,
1138-23rd-st-c,4276005009,1138 23RD ST,C,2023-07-19,2026-06-07,230200,249300,19100,8.3,2015-03-01,2015-03-01,mar_adjustment,
1138-23rd-st-d,4276005009,1138 23RD ST,D,2023-07-19,2026-06-07,185400,200800,15400,8.3,2002-03-24,2002-03-24,mar_adjustment,
1138-23rd-st-e,4276005009,1138 23RD ST,E,2023-07-19,2026-06-07,233200,252600,19400,8.3,2018-11-01,2018-11-01,mar_adjustment,
1138-9th-st-a,4281035007,1138 9TH ST,A,2023-07-19,2026-06-07,95200,315000,219800,230.9,,2026-03-15,new_tenancy,
1138-9th-st-b,4281035007,1138 9TH ST,B,2023-07-19,2026-06-07,185900,201300,15400,8.3,2013-07-13,2013-07-13,mar_adjustment,
1138-9th-st-c,4281035007,1138 9TH ST,C,2023-07-19,2026-06-07,95200,103100,7900,8.3,,,mar_adjustment,
1138-9th-st-d,4281035007,1138 9TH ST,D,2023-07-19,2026-06-07,119900,129900,10000,8.3,,,mar_adjustment,
1138-9th-st-e,4281035007,1138 9TH ST,E,2023-07-19,2026-06-07,216100,234200,18100,8.4,2018-06-15,2018-06-15,mar_adjustment,
1138-9th-st-f,4281035007,1138 9TH ST,F,2023-07-19,2026-06-07,350000,475000,125000,35.7,2022-01-29,2026-02-01,new_tenancy,
1138-9th-st-g,4281035007,1138 9TH ST,G,2023-07-19,2026-06-07,101200,109600,8400,8.3,,,mar_adjustment,
1138-9th-st-h,4281035007,1138 9TH ST,H,2023-07-19,2026-06-07,253600,273900,20300,8.0,2019-04-13,2019-04-13,mar_adjustment,
1138-9th-st-i,4281035007,1138 9TH ST,I,2023-07-19,2026-06-07,97200,105300,8100,8.3,,,mar_adjustment,
1138-9th-st-j,4281035007,1138 9TH ST,J,2023-07-19,2026-06-07,218300,236400,18100,8.3,2015-06-01,2015-06-01,mar_adjustment,
1138-euclid-st-1,4281019008,1138 EUCLID ST,1,2023-07-19,2026-06-07,277000,297300,20300,7.3,2020-11-10,2020-11-10,mar_adjustment,
1138-euclid-st-10,4281019008,1138 EUCLID ST,10,2023-07-19,2026-06-07,249100,269400,20300,8.1,2018-10-08,2018-10-08,mar_adjustment,
1138-euclid-st-11,4281019008,1138 EUCLID ST,11,2023-07-19,2026-06-07,182300,197400,15100,8.3,2009-07-01,2009-07-01,mar_adjustment,
1138-euclid-st-2,4281019008,1138 EUCLID ST,2,2023-07-19,2026-06-07,167800,181800,14000,8.3,2014-04-01,2014-04-01,mar_adjustment,
1138-euclid-st-3,4281019008,1138 EUCLID ST,3,2023-07-19,2026-06-07,157700,170800,13100,8.3,,,mar_adjustment,
1138-euclid-st-4,4281019008,1138 EUCLID ST,4,2023-07-19,2026-06-07,148300,160700,12400,8.4,,,mar_adjustment,
1138-euclid-st-5,4281019008,1138 EUCLID ST,5,2023-07-19,2026-06-07,205500,222600,17100,8.3,2021-01-23,2021-01-23,mar_adjustment,
1138-euclid-st-6,4281019008,1138 EUCLID ST,6,2023-07-19,2026-06-07,220000,237800,17800,8.1,2022-11-14,2024-06-08,new_tenancy,
1138-euclid-st-7,4281019008,1138 EUCLID ST,7,2023-07-19,2026-06-07,261200,281500,20300,7.8,2014-03-01,2014-03-01,mar_adjustment,
1138-euclid-st-8,4281019008,1138 EUCLID ST,8,2023-07-19,2026-06-07,225200,243900,18700,8.3,2020-07-01,2020-07-01,mar_adjustment,
1138-euclid-st-9,4281019008,1138 EUCLID ST,9,2023-07-19,2026-06-07,232100,251500,19400,8.4,2012-09-24,2012-09-24,mar_adjustment,
1138-princeton-st-a,4266016058,1138 PRINCETON ST,A,2023-07-19,2026-06-07,93000,446000,353000,379.6,,2024-08-23,new_tenancy,
1138-princeton-st-b,4266016058,1138 PRINCETON ST,B,2023-07-19,2026-06-07,240800,179300,-61500,-25.5,2012-09-15,2012-09-15,mar_adjustment,
1138-princeton-st-c,4266016058,1138 PRINCETON ST,C,2023-07-19,2026-06-07,454500,423500,-31000,-6.8,2022-11-01,2022-11-01,mar_adjustment,
1138-princeton-st-d,4266016058,1138 PRINCETON ST,D,2023-07-19,2026-06-07,238300,238200,-100,-0.0,2018-06-01,2018-06-01,mar_adjustment,
1139-14th-st,4281011015,1139 14TH ST,,2023-07-19,2026-06-07,98600,106800,8200,8.3,,,mar_adjustment,
1139-16th-st-1,4281004016,1139 16TH ST,1,2023-07-19,2026-06-07,219800,238200,18400,8.4,,,mar_adjustment,
1139-16th-st-2,4281004016,1139 16TH ST,2,2023-07-19,2026-06-07,315000,336000,21000,6.7,2021-09-01,2024-03-15,new_tenancy,
1139-16th-st-3,4281004016,1139 16TH ST,3,2023-07-19,2026-06-07,315000,335300,20300,6.4,2021-09-15,2021-09-15,mar_adjustment,
1139-16th-st-4,4281004016,1139 16TH ST,4,2023-07-19,2026-06-07,270000,290300,20300,7.5,2007-02-09,2007-02-09,mar_adjustment,
1139-16th-st-5,4281004016,1139 16TH ST,5,2023-07-19,2026-06-07,277000,343600,66600,24.0,2021-05-01,2023-04-17,new_tenancy,
1139-16th-st-6,4281004016,1139 16TH ST,6,2023-07-19,2026-06-07,127500,138100,10600,8.3,,,mar_adjustment,
1139-23rd-st,4276004029,1139 23RD ST,,2023-07-19,2026-06-07,360900,503600,142700,39.5,2019-11-01,2023-04-15,new_tenancy,
1139-23rd-st-a,4276004029,1139 23RD ST,A,2023-07-19,2026-06-07,136000,147300,11300,8.3,2004-02-01,2004-02-01,mar_adjustment,
1139-23rd-st-b,4276004029,1139 23RD ST,B,2023-07-19,2026-06-07,254500,274800,20300,8.0,2017-07-15,2017-07-15,mar_adjustment,
1139-23rd-st-c,4276004029,1139 23RD ST,C,2023-07-19,2026-06-07,89800,97300,7500,8.4,2002-07-01,2002-07-01,mar_adjustment,
1139-23rd-st-d,4276004029,1139 23RD ST,D,2023-07-19,2026-06-07,196500,212900,16400,8.3,2019-03-01,2019-03-01,mar_adjustment,
1139-26th-st-a,4266016075,1139 26TH ST,A,2023-07-19,2026-06-07,84800,91900,7100,8.4,,,mar_adjustment,
1139-26th-st-b,4266016074,1139 26TH ST,B,2023-07-19,2026-06-07,92300,99900,7600,8.2,,,mar_adjustment,
1139-26th-st-c,4266016087,1139 26TH ST,C,2023-07-19,2026-06-07,115900,125500,9600,8.3,,,mar_adjustment,
1139-26th-st-d,4266016086,1139 26TH ST,D,2023-07-19,2026-06-07,69100,74800,5700,8.2,,,mar_adjustment,
1140-10th-st-1,4281028008,1140 10TH ST,1,2023-07-19,2026-06-07,340900,361200,20300,6.0,2020-02-01,2020-02-01,mar_adjustment,
1140-10th-st-10,4281028008,1140 10TH ST,10,2023-07-19,2026-06-07,217400,235500,18100,8.3,2009-07-11,2009-07-11,mar_adjustment,
1140-10th-st-2,4281028008,1140 10TH ST,2,2023-07-19,2026-06-07,141700,153600,11900,8.4,1999-11-26,1999-11-26,mar_adjustment,
1140-10th-st-3,4281028008,1140 10TH ST,3,2023-07-19,2026-06-07,169600,219500,49900,29.4,2010-05-01,2025-04-01,new_tenancy,
1140-10th-st-4,4281028008,1140 10TH ST,4,2023-07-19,2026-06-07,236900,256600,19700,8.3,2021-07-16,2021-07-16,mar_adjustment,
1140-10th-st-5,4281028008,1140 10TH ST,5,2023-07-19,2026-06-07,330400,350700,20300,6.1,2020-03-01,2020-03-01,mar_adjustment,
1140-10th-st-6,4281028008,1140 10TH ST,6,2023-07-19,2026-06-07,84800,91900,7100,8.4,,,mar_adjustment,
1140-10th-st-7,4281028008,1140 10TH ST,7,2023-07-19,2026-06-07,189500,219500,30000,15.8,2022-02-16,2025-06-01,new_tenancy,
1140-10th-st-8,4281028008,1140 10TH ST,8,2023-07-19,2026-06-07,349500,369800,20300,5.8,2022-07-01,2022-07-01,mar_adjustment,
1140-10th-st-9,4281028008,1140 10TH ST,9,2023-07-19,2026-06-07,230900,250100,19200,8.3,2002-02-23,2002-02-23,mar_adjustment,
1140-23rd-st-1,4276005008,1140 23RD ST,1,2023-07-19,2026-06-07,466700,487000,20300,4.3,2014-01-15,2014-01-15,mar_adjustment,
1140-23rd-st-2,4276005008,1140 23RD ST,2,2023-07-19,2026-06-07,388400,408700,20300,5.2,2020-07-25,2020-07-25,mar_adjustment,
1140-23rd-st-3,4276005008,1140 23RD ST,3,2023-07-19,2026-06-07,285600,305900,20300,7.1,2011-10-15,2011-10-15,mar_adjustment,
1140-23rd-st-4,4276005008,1140 23RD ST,4,2023-07-19,2026-06-07,324500,344800,20300,6.3,2017-07-01,2017-07-01,mar_adjustment,
1140-24th-st,4276004010,1140 24TH ST,,2023-07-19,2026-06-07,253100,273400,20300,8.0,2013-01-08,2013-01-08,mar_adjustment,
1140-harvard-st-b,4266016026,1140 HARVARD ST,B,2023-07-19,2026-06-07,60300,63900,3600,6.0,,,mar_adjustment,
1140-harvard-st-c,4266016026,1140 HARVARD ST,C,2023-07-19,2026-06-07,60300,63900,3600,6.0,,,mar_adjustment,
1140-princeton-st-a,4266016058,1140 PRINCETON ST,A,2023-07-19,2026-06-07,86200,64100,-22100,-25.6,,,mar_adjustment,
1140-princeton-st-b,4266016058,1140 PRINCETON ST,B,2023-07-19,2026-06-07,334500,40500,-294000,-87.9,2021-12-21,2021-12-21,mar_adjustment,
1140-princeton-st-c,4266016058,1140 PRINCETON ST,C,2023-07-19,2026-06-07,307000,327300,20300,6.6,2020-11-01,2020-11-01,mar_adjustment,
1140-princeton-st-d,4266016058,1140 PRINCETON ST,D,2023-07-19,2026-06-07,353500,356000,2500,0.7,2022-10-30,2024-06-28,new_tenancy,
1141-14th-st,4281011015,1141 14TH ST,,2023-07-19,2026-06-07,140000,199700,59700,42.6,2012-12-01,2023-04-05,new_tenancy,
1141-14th-st-a,4281011015,1141 14TH ST,A,2023-07-19,2026-06-07,174600,199500,24900,14.3,2021-07-22,2024-10-15,new_tenancy,
1141-14th-st-b,4281011015,1141 14TH ST,B,2023-07-19,2026-06-07,167100,181100,14000,8.4,2020-07-25,2020-07-25,mar_adjustment,
1141-16th-st-a,4281004015,1141 16TH ST,A,2023-07-19,2026-06-07,295000,308600,13600,4.6,2021-11-01,2023-03-01,new_tenancy,
1141-16th-st-b,4281004015,1141 16TH ST,B,2023-07-19,2026-06-07,259100,301000,41900,16.2,2019-02-09,2023-09-15,new_tenancy,
1141-19th-st-1,4276008008,1141 19TH ST,1,2023-07-19,2026-06-07,799500,819800,20300,2.5,2017-02-01,2017-02-01,mar_adjustment,
1141-19th-st-2,4276008008,1141 19TH ST,2,2023-07-19,2026-06-07,166400,970300,803900,483.1,,2022-03-20,new_tenancy,
1141-19th-st-3,4276008008,1141 19TH ST,3,2023-07-19,2026-06-07,764100,970300,206200,27.0,2018-10-15,2022-06-01,new_tenancy,
1141-19th-st-4,4276008008,1141 19TH ST,4,2023-07-19,2026-06-07,343100,870300,527200,153.7,2013-02-22,2022-03-18,new_tenancy,
1141-19th-st-5,4276008008,1141 19TH ST,5,2023-07-19,2026-06-07,685900,870300,184400,26.9,2020-08-01,2022-07-01,new_tenancy,
1141-19th-st-6,4276008008,1141 19TH ST,6,2023-07-19,2026-06-07,233000,252400,19400,8.3,2001-06-01,2001-06-01,mar_adjustment,
1141-24th-st,4276003024,1141 24TH ST,,2023-07-19,2026-06-07,115900,125500,9600,8.3,,,mar_adjustment,
1141-24th-st-1-2,4276003024,1141 24TH ST,1/2,2023-07-19,2026-06-07,66300,71800,5500,8.3,,,mar_adjustment,
1141-26th-st-a,4266016073,1141 26TH ST,A,2023-07-19,2026-06-07,66300,71800,5500,8.3,,,mar_adjustment,
1141-26th-st-b,4266016072,1141 26TH ST,B,2023-07-19,2026-06-07,71300,77200,5900,8.3,,,mar_adjustment,
1141-26th-st-c,4266016085,1141 26TH ST,C,2023-07-19,2026-06-07,105200,113900,8700,8.3,,,mar_adjustment,
1141-26th-st-d,4266016084,1141 26TH ST,D,2023-07-19,2026-06-07,69100,74800,5700,8.2,,,mar_adjustment,
1142-16th-st,4281005009,1142 16TH ST,,2023-07-19,2026-06-07,372900,393200,20300,5.4,,,mar_adjustment,
1142-23rd-st,4276005007,1142 23RD ST,,2023-07-19,2026-06-07,323100,343400,20300,6.3,2013-03-01,2013-03-01,mar_adjustment,
1142-23rd-st-a,4276005007,1142 23RD ST,A,2023-07-19,2026-06-07,188800,197500,8700,4.6,2009-03-01,2025-01-02,new_tenancy,
1142-23rd-st-b,4276005007,1142 23RD ST,B,2023-07-19,2026-06-07,167600,173900,6300,3.8,2020-05-01,2024-08-01,new_tenancy,
1142-23rd-st-c,4276005007,1142 23RD ST,C,2023-07-19,2026-06-07,178700,193600,14900,8.3,2010-11-01,2010-11-01,mar_adjustment,
1142-23rd-st-d,4276005007,1142 23RD ST,D,2023-07-19,2026-06-07,207200,220000,12800,6.2,2015-06-01,2024-11-01,new_tenancy,
1142-24th-st-a,4276004010,1142 24TH ST,A,2023-07-19,2026-06-07,71300,249500,178200,249.9,,2024-12-09,new_tenancy,
1142-24th-st-b,4276004010,1142 24TH ST,B,2023-07-19,2026-06-07,174900,295500,120600,69.0,2013-01-15,2023-12-15,new_tenancy,
1142-24th-st-c,4276004010,1142 24TH ST,C,2023-07-19,2026-06-07,220000,275000,55000,25.0,2019-10-05,2025-05-15,new_tenancy,
1142-harvard-st-1,4266016027,1142 HARVARD ST,1,2023-07-19,2026-06-07,229900,249000,19100,8.3,2020-05-01,2020-05-01,mar_adjustment,
1142-harvard-st-2,4266016027,1142 HARVARD ST,2,2023-07-19,2026-06-07,200000,216700,16700,8.3,2021-09-01,2021-09-01,mar_adjustment,
1142-harvard-st-3,4266016027,1142 HARVARD ST,3,2023-07-19,2026-06-07,193900,210000,16100,8.3,2017-05-01,2017-05-01,mar_adjustment,
1142-harvard-st-4,4266016027,1142 HARVARD ST,4,2023-07-19,2026-06-07,201400,218100,16700,8.3,2019-04-01,2019-04-01,mar_adjustment,
1142-harvard-st-5,4266016027,1142 HARVARD ST,5,2023-07-19,2026-06-07,201400,218100,16700,8.3,2019-04-01,2019-04-01,mar_adjustment,
1142-princeton-st-a,4266016058,1142 PRINCETON ST,A,2023-07-19,2026-06-07,245200,244400,-800,-0.3,2009-08-03,2009-08-03,mar_adjustment,
1142-princeton-st-b,4266016058,1142 PRINCETON ST,B,2023-07-19,2026-06-07,484500,488100,3600,0.7,2022-10-05,2022-10-05,mar_adjustment,
1142-princeton-st-c,4266016058,1142 PRINCETON ST,C,2023-07-19,2026-06-07,96100,104100,8000,8.3,,,mar_adjustment,
1142-princeton-st-d,4266016058,1142 PRINCETON ST,D,2023-07-19,2026-06-07,100500,90400,-10100,-10.0,,,mar_adjustment,
1143-10th-st-1,4281027016,1143 10TH ST,1,2023-07-19,2026-06-07,219500,237700,18200,8.3,,,mar_adjustment,
1143-10th-st-2,4281027016,1143 10TH ST,2,2023-07-19,2026-06-07,86200,93400,7200,8.4,,,mar_adjustment,
1143-10th-st-3,4281027016,1143 10TH ST,3,2023-07-19,2026-06-07,277000,297300,20300,7.3,2021-03-08,2021-03-08,mar_adjustment,
1143-10th-st-4,4281027016,1143 10TH ST,4,2023-07-19,2026-06-07,115900,125500,9600,8.3,,,mar_adjustment,
1143-10th-st-5,4281027016,1143 10TH ST,5,2023-07-19,2026-06-07,276700,323100,46400,16.8,2014-08-01,2023-06-07,new_tenancy,
1143-10th-st-6,4281027016,1143 10TH ST,6,2023-07-19,2026-06-07,320000,333600,13600,4.3,2022-12-01,2022-12-01,mar_adjustment,
1143-10th-st-7,4281027016,1143 10TH ST,7,2023-07-19,2026-06-07,302500,322800,20300,6.7,2021-09-24,2021-09-24,mar_adjustment,
1143-10th-st-8,4281027016,1143 10TH ST,8,2023-07-19,2026-06-07,133600,305000,171400,128.3,,2025-06-01,new_tenancy,
1143-10th-st-9,4281027016,1143 10TH ST,9,2023-07-19,2026-06-07,313600,333900,20300,6.5,2019-07-01,2019-07-01,mar_adjustment,
1143-11th-st,4281020015,1143 11TH ST,,2023-07-19,2026-06-07,247000,267300,20300,8.2,2021-03-01,2021-03-01,mar_adjustment,
1143-11th-st-a,4281020015,1143 11TH ST,A,2023-07-19,2026-06-07,257000,263400,6400,2.5,2020-10-01,2023-05-01,new_tenancy,
1143-11th-st-b,4281020015,1143 11TH ST,B,2023-07-19,2026-06-07,215000,237100,22100,10.3,2022-05-01,2023-05-01,new_tenancy,
1143-11th-st-c,4281020015,1143 11TH ST,C,2023-07-19,2026-06-07,225000,243700,18700,8.3,2022-05-01,2022-05-01,mar_adjustment,
1143-11th-st-d,4281020015,1143 11TH ST,D,2023-07-19,2026-06-07,223000,241500,18500,8.3,2019-05-01,2019-05-01,mar_adjustment,
1143-11th-st-e,4281020015,1143 11TH ST,E,2023-07-19,2026-06-07,221800,240200,18400,8.3,2016-04-10,2016-04-10,mar_adjustment,
1143-12th-st-1,4281019012,1143 12TH ST,1,2023-07-19,2026-06-07,108500,117400,8900,8.2,,,mar_adjustment,
1143-12th-st-10,4281019012,1143 12TH ST,10,2023-07-19,2026-06-07,93000,100800,7800,8.4,2004-06-08,2004-06-08,mar_adjustment,
1143-12th-st-11,4281019012,1143 12TH ST,11,2023-07-19,2026-06-07,108500,117400,8900,8.2,,,mar_adjustment,
1143-12th-st-2,4281019012,1143 12TH ST,2,2023-07-19,2026-06-07,108500,117400,8900,8.2,,,mar_adjustment,
1143-12th-st-3,4281019012,1143 12TH ST,3,2023-07-19,2026-06-07,115500,125100,9600,8.3,2011-11-30,2011-11-30,mar_adjustment,
1143-12th-st-4,4281019012,1143 12TH ST,4,2023-07-19,2026-06-07,109100,118300,9200,8.4,,,mar_adjustment,
1143-12th-st-5,4281019012,1143 12TH ST,5,2023-07-19,2026-06-07,115800,125400,9600,8.3,2001-10-01,2001-10-01,mar_adjustment,
1143-12th-st-6,4281019012,1143 12TH ST,6,2023-07-19,2026-06-07,135800,147100,11300,8.3,2020-08-07,2020-08-07,mar_adjustment,
1143-12th-st-7,4281019012,1143 12TH ST,7,2023-07-19,2026-06-07,105200,113900,8700,8.3,,,mar_adjustment,
1143-12th-st-8,4281019012,1143 12TH ST,8,2023-07-19,2026-06-07,92300,99900,7600,8.2,,,mar_adjustment,
1143-12th-st-9,4281019012,1143 12TH ST,9,2023-07-19,2026-06-07,111900,121200,9300,8.3,2009-08-26,2009-08-26,mar_adjustment,
1143-14th-st,4281011015,1143 14TH ST,,2023-07-19,2026-06-07,277000,316000,39000,14.1,2021-02-01,2024-05-01,new_tenancy,
1143-14th-st-a,4281011015,1143 14TH ST,A,2023-07-19,2026-06-07,286500,299500,13000,4.5,2021-07-16,2025-05-15,new_tenancy,
1143-16th-st,4281004015,1143 16TH ST,,2023-07-19,2026-06-07,458100,478400,20300,4.4,2012-09-08,2012-09-08,mar_adjustment,
1143-22nd-st-1,4276005026,1143 22ND ST,1,2023-07-19,2026-06-07,403500,505500,102000,25.3,2017-11-01,2024-05-20,new_tenancy,
1143-22nd-st-2,4276005026,1143 22ND ST,2,2023-07-19,2026-06-07,215900,233900,18000,8.3,2001-07-04,2001-07-04,mar_adjustment,
1143-22nd-st-3,4276005026,1143 22ND ST,3,2023-07-19,2026-06-07,295000,330000,35000,11.9,2022-10-01,2025-02-24,new_tenancy,
1143-22nd-st-4,4276005026,1143 22ND ST,4,2023-07-19,2026-06-07,285600,305900,20300,7.1,2012-06-01,2012-06-01,mar_adjustment,
1143-22nd-st-5,4276005026,1143 22ND ST,5,2023-07-19,2026-06-07,257000,270000,13000,5.1,2021-04-01,2024-01-15,new_tenancy,
1143-26th-st-a,4266016071,1143 26TH ST,A,2023-07-19,2026-06-07,93000,100800,7800,8.4,,,mar_adjustment,
1143-26th-st-b,4266016070,1143 26TH ST,B,2023-07-19,2026-06-07,308400,328700,20300,6.6,2017-09-29,2017-09-29,mar_adjustment,
1143-26th-st-c,4266016083,1143 26TH ST,C,2023-07-19,2026-06-07,92000,99600,7600,8.3,,,mar_adjustment,
1143-26th-st-d,4266016082,1143 26TH ST,D,2023-07-19,2026-06-07,82000,88800,6800,8.3,,,mar_adjustment,
1143-6th-st-101,4292005030,1143 6TH ST,101,2023-07-19,2026-06-07,321200,341500,20300,6.3,2014-05-01,2014-05-01,mar_adjustment,
1143-6th-st-102,4292005031,1143 6TH ST,102,2023-07-19,2026-06-07,99600,107900,8300,8.3,,,mar_adjustment,
1143-6th-st-103,4292005032,1143 6TH ST,103,2023-07-19,2026-06-07,126500,137000,10500,8.3,,,mar_adjustment,
1143-6th-st-104,4292005033,1143 6TH ST,104,2023-07-19,2026-06-07,126500,137000,10500,8.3,,,mar_adjustment,
1143-6th-st-201,4292005034,1143 6TH ST,201,2023-07-19,2026-06-07,296100,316400,20300,6.9,2007-06-01,2007-06-01,mar_adjustment,
1143-6th-st-202,4292005035,1143 6TH ST,202,2023-07-19,2026-06-07,111800,121000,9200,8.2,,,mar_adjustment,
1143-6th-st-203,4292005036,1143 6TH ST,203,2023-07-19,2026-06-07,280000,293600,13600,4.9,2022-09-01,2022-09-01,mar_adjustment,
1143-6th-st-204,4292005037,1143 6TH ST,204,2023-07-19,2026-06-07,220000,231800,11800,5.4,2023-04-01,2023-04-01,mar_adjustment,
1143-6th-st-302,4292005039,1143 6TH ST,302,2023-07-19,2026-06-07,241200,261200,20000,8.3,2014-07-01,2014-07-01,mar_adjustment,
1143-6th-st-303,4292005040,1143 6TH ST,303,2023-07-19,2026-06-07,299500,313100,13600,4.5,2022-12-15,2022-12-15,mar_adjustment,
1143-6th-st-304,4292005041,1143 6TH ST,304,2023-07-19,2026-06-07,126500,137000,10500,8.3,,,mar_adjustment,
1143-harvard-st-a,4266009059,1143 HARVARD ST,A,2023-07-19,2026-06-07,229500,248600,19100,8.3,2022-02-01,2022-02-01,mar_adjustment,
1143-harvard-st-b,4266009059,1143 HARVARD ST,B,2023-07-19,2026-06-07,203400,219800,16400,8.1,2021-06-11,2021-06-11,mar_adjustment,
1143-harvard-st-c,4266009059,1143 HARVARD ST,C,2023-07-19,2026-06-07,252000,272300,20300,8.1,2021-02-01,2021-02-01,mar_adjustment,
1143-harvard-st-d,4266009059,1143 HARVARD ST,D,2023-07-19,2026-06-07,81100,87900,6800,8.4,,,mar_adjustment,
1143-harvard-st-e,4266009059,1143 HARVARD ST,E,2023-07-19,2026-06-07,167400,181400,14000,8.4,2012-08-05,2012-08-05,mar_adjustment,
1143-harvard-st-f,4266009059,1143 HARVARD ST,F,2023-07-19,2026-06-07,102500,111100,8600,8.4,2021-07-16,2021-07-16,mar_adjustment,
1143-lincoln-blvd-1,4281035013,1143 LINCOLN BLVD,1,2023-07-19,2026-06-07,475000,488600,13600,2.9,2023-02-01,2023-02-01,mar_adjustment,
1143-lincoln-blvd-2,4281035013,1143 LINCOLN BLVD,2,2023-07-19,2026-06-07,367000,387300,20300,5.5,2021-03-01,2021-03-01,mar_adjustment,
1143-lincoln-blvd-3,4281035013,1143 LINCOLN BLVD,3,2023-07-19,2026-06-07,329100,349400,20300,6.2,2019-04-01,2019-04-01,mar_adjustment,
1143-lincoln-blvd-4,4281035013,1143 LINCOLN BLVD,4,2023-07-19,2026-06-07,192100,208100,16000,8.3,,,mar_adjustment,
1143-lincoln-blvd-5,4281035013,1143 LINCOLN BLVD,5,2023-07-19,2026-06-07,295700,316000,20300,6.9,2012-07-01,2012-07-01,mar_adjustment,
1143-lincoln-blvd-6,4281035013,1143 LINCOLN BLVD,6,2023-07-19,2026-06-07,192100,208100,16000,8.3,,,mar_adjustment,
1143-lincoln-blvd-7,4281035013,1143 LINCOLN BLVD,7,2023-07-19,2026-06-07,368500,388800,20300,5.5,2016-06-01,2016-06-01,mar_adjustment,
1143-lincoln-blvd-8,4281035013,1143 LINCOLN BLVD,8,2023-07-19,2026-06-07,197600,214000,16400,8.3,,,mar_adjustment,
1144-10th-st-1,4281028096,1144 10TH ST,1,2023-07-19,2026-06-07,115900,125500,9600,8.3,,,mar_adjustment,
1144-10th-st-10,4281028105,1144 10TH ST,10,2023-07-19,2026-06-07,86200,93400,7200,8.4,,,mar_adjustment,
1144-10th-st-2,4281028097,1144 10TH ST,2,2023-07-19,2026-06-07,87700,95000,7300,8.3,,,mar_adjustment,
1144-10th-st-3,4281028098,1144 10TH ST,3,2023-07-19,2026-06-07,139900,151500,11600,8.3,,,mar_adjustment,
1144-10th-st-4,4281028099,1144 10TH ST,4,2023-07-19,2026-06-07,121700,131900,10200,8.4,,,mar_adjustment,
1144-10th-st-5,4281028100,1144 10TH ST,5,2023-07-19,2026-06-07,106500,115400,8900,8.4,,,mar_adjustment,
1144-10th-st-6,4281028101,1144 10TH ST,6,2023-07-19,2026-06-07,106500,115400,8900,8.4,,,mar_adjustment,
1144-10th-st-7,4281028102,1144 10TH ST,7,2023-07-19,2026-06-07,121700,131900,10200,8.4,,,mar_adjustment,
1144-10th-st-8,4281028103,1144 10TH ST,8,2023-07-19,2026-06-07,121700,131900,10200,8.4,,,mar_adjustment,
1144-10th-st-9,4281028104,1144 10TH ST,9,2023-07-19,2026-06-07,98500,106700,8200,8.3,,,mar_adjustment,
1144-11th-st,4281027010,1144 11TH ST,,2023-07-19,2026-06-07,458100,478400,20300,4.4,2012-12-17,2012-12-17,mar_adjustment,
1144-11th-st-a,4281027010,1144 11TH ST,A,2023-07-19,2026-06-07,270500,290800,20300,7.5,2015-08-02,2015-08-02,mar_adjustment,
1144-11th-st-b,4281027010,1144 11TH ST,B,2023-07-19,2026-06-07,269100,289400,20300,7.5,2014-05-01,2014-05-01,mar_adjustment,
1144-15th-st-1,4281011009,1144 15TH ST,1,2023-07-19,2026-06-07,465900,520300,54400,11.7,2020-08-03,2022-08-12,new_tenancy,
1144-15th-st-2,4281011009,1144 15TH ST,2,2023-07-19,2026-06-07,439100,513600,74500,17.0,2019-08-07,2023-01-13,new_tenancy,
1144-15th-st-3,4281011009,1144 15TH ST,3,2023-07-19,2026-06-07,465900,520300,54400,11.7,2020-07-17,2022-03-18,new_tenancy,
1144-15th-st-4,4281011009,1144 15TH ST,4,2023-07-19,2026-06-07,435900,520300,84400,19.4,2019-11-01,2022-07-01,new_tenancy,
1144-15th-st-5,4281011009,1144 15TH ST,5,2023-07-19,2026-06-07,289500,506000,216500,74.8,2017-03-01,2023-11-01,new_tenancy,
1144-15th-st-6,4281011009,1144 15TH ST,6,2023-07-19,2026-06-07,423500,520300,96800,22.9,2018-08-02,2022-08-01,new_tenancy,
1144-16th-st,4281005009,1144 16TH ST,,2023-07-19,2026-06-07,283100,303400,20300,7.2,,,mar_adjustment,
1144-17th-st-10,4281004049,1144 17TH ST,10,2023-07-19,2026-06-07,192700,208700,16000,8.3,,,mar_adjustment,
1144-17th-st-11,4281004050,1144 17TH ST,11,2023-07-19,2026-06-07,157700,170800,13100,8.3,,,mar_adjustment,
1144-17th-st-12,4281004051,1144 17TH ST,12,2023-07-19,2026-06-07,145800,158000,12200,8.4,,,mar_adjustment,
1144-17th-st-14,4281004052,1144 17TH ST,14,2023-07-19,2026-06-07,185100,200500,15400,8.3,,,mar_adjustment,
