unit_id,apn,address,unit_label,bedrooms,first_seen_at,last_seen_at,latest_sweep,sweeps_missed,last_mar_cents,last_tenancy
1837-euclid-st-e,4283029008,1837 EUCLID ST,E,1,2026-06-07,2026-08-01,2026-09-01,1,0,
