unit_id,apn,address,unit_label,bedrooms,status,mar_2023_cents,mar_2026_cents,mar_delta_cents,mar_pct,tenancy_2023,tenancy_2026,tenancy_changed
1011-4th-st-208,4292014027,1011 4TH ST,208,1,present_both,269500,289800,20300,7.5,2021-10-18,2021-10-18,
1011-4th-st-209,4292014027,1011 4TH ST,209,1,present_both,203300,220300,17000,8.4,2012-04-06,2012-04-06,
1011-4th-st-210,4292014027,1011 4TH ST,210,1,present_both,212500,230300,17800,8.4,2010-08-01,2010-08-01,
1011-4th-st-211,4292014027,1011 4TH ST,211,2,present_both,226900,340500,113600,50.1,2015-02-20,2024-07-01,1
1011-4th-st-212,4292014027,1011 4TH ST,212,2,present_both,332000,381000,49000,14.8,2021-07-20,2025-12-01,1
1011-4th-st-214,4292014027,1011 4TH ST,214,2,present_both,115800,125400,9600,8.3,,,
1011-4th-st-215,4292014027,1011 4TH ST,215,1,present_both,279500,322100,42600,15.2,2022-04-07,2023-08-11,1
1011-4th-st-216,4292014027,1011 4TH ST,216,2,present_both,308400,307500,-900,-0.3,2022-12-12,2025-08-12,1
1011-4th-st-217,4292014027,1011 4TH ST,217,1,present_both,296500,335500,39000,13.2,2021-05-05,2024-08-07,1
1011-4th-st-218,4292014027,1011 4TH ST,218,2,present_both,137700,149200,11500,8.4,,,
1011-4th-st-301,4292014027,1011 4TH ST,301,3,present_both,172400,186700,14300,8.3,,,
1011-4th-st-303,4292014027,1011 4TH ST,303,1,present_both,226900,329500,102600,45.2,2015-01-17,2025-11-01,1
1011-4th-st-304,4292014027,1011 4TH ST,304,1,present_both,272000,269500,-2500,-0.9,2021-01-03,2021-01-03,
1011-4th-st-305,4292014027,1011 4TH ST,305,2,present_both,129000,139700,10700,8.3,,,
1011-4th-st-306,4292014027,1011 4TH ST,306,1,present_both,264000,321100,57100,21.6,2021-03-15,2023-07-01,1
1011-4th-st-307,4292014027,1011 4TH ST,307,1,present_both,296500,306500,10000,3.4,2021-06-01,2024-10-01,1
1011-4th-st-308,4292014027,1011 4TH ST,308,2,present_both,130900,141800,10900,8.3,,,
1011-4th-st-309,4292014027,1011 4TH ST,309,1,present_both,259500,300000,40500,15.6,2021-10-01,2026-04-02,1
1011-4th-st-310,4292014027,1011 4TH ST,310,1,present_both,206300,307500,101200,49.1,2012-11-01,2025-09-20,1
1011-4th-st-311,4292014027,1011 4TH ST,311,1,present_both,279500,299800,20300,7.3,2022-01-19,2022-01-19,
1011-4th-st-312,4292014027,1011 4TH ST,312,2,present_both,381000,401300,20300,5.3,2022-07-20,2022-07-20,
1011-4th-st-314,4292014027,1011 4TH ST,314,1,present_both,272000,292300,20300,7.5,2021-03-01,2021-03-01,
1011-4th-st-315,4292014027,1011 4TH ST,315,1,present_both,206300,286000,79700,38.6,2013-02-16,2024-11-15,1
1011-4th-st-316,4292014027,1011 4TH ST,316,1,present_both,307500,307500,0,0.0,2022-08-20,2025-03-15,1
1011-4th-st-317,4292014027,1011 4TH ST,317,1,present_both,313900,334200,20300,6.5,2020-05-05,2020-05-05,
1011-4th-st-318,4292014027,1011 4TH ST,318,1,present_both,246200,329500,83300,33.8,2008-07-15,2025-03-15,1
1011-5th-st-1,4292011036,1011 5TH ST,1,3,present_both,273200,293500,20300,7.4,,,
1011-5th-st-2,4292011037,1011 5TH ST,2,4,present_both,326900,347200,20300,6.2,,,
1011-5th-st-4,4292011039,1011 5TH ST,4,5,present_both,254000,274300,20300,8.0,,,
1011-5th-st-5,4292011040,1011 5TH ST,5,5,present_both,254000,274300,20300,8.0,,,
1011-6th-st,4292006019,1011 6TH ST,,2,present_both,410400,430700,20300,4.9,2019-10-15,2019-10-15,
1011-grant-st,4284015019,1011 GRANT ST,,2,present_both,72600,78600,6000,8.3,,,
1011-grant-st-a,4284015019,1011 GRANT ST,A,2,present_both,212700,230500,17800,8.4,2000-04-01,2000-04-01,
1011-grant-st-b,4284015019,1011 GRANT ST,B,1,present_both,155300,168200,12900,8.3,2011-05-01,2011-05-01,
1011-grant-st-c,4284015019,1011 GRANT ST,C,1,present_both,172900,187200,14300,8.3,2014-05-01,2014-05-01,
1011-hill-st,4285001008,1011 HILL ST,,4,present_both,100500,108800,8300,8.3,,,
1011-hill-st-a,4285001008,1011 HILL ST,A,1,present_both,227500,260000,32500,14.3,2018-04-01,2025-05-15,1
1011-hill-st-b,4285001008,1011 HILL ST,B,1,present_both,350000,360000,10000,2.9,2022-07-01,2025-08-10,1
1011-pearl-st-a,4284013021,1011 PEARL ST,A,1,present_both,236400,256100,19700,8.3,2013-11-01,2013-11-01,
1011-pearl-st-b,4284013021,1011 PEARL ST,B,1,present_both,236900,256600,19700,8.3,2021-08-01,2021-08-01,
1011-pearl-st-c,4284013021,1011 PEARL ST,C,1,present_both,195800,212100,16300,8.3,2007-02-05,2007-02-05,
1011-pearl-st-d,4284013021,1011 PEARL ST,D,1,present_both,250000,270300,20300,8.1,2021-11-15,2021-11-15,
1011-pearl-st-e,4284013021,1011 PEARL ST,E,0,present_both,164800,178500,13700,8.3,2020-12-15,2020-12-15,
1011-pearl-st-f,4284013021,1011 PEARL ST,F,2,present_both,273300,293600,20300,7.4,2009-11-01,2009-11-01,
1011-pearl-st-g,4284013021,1011 PEARL ST,G,1,new_since_2023,,280000,,,,2025-08-01,
1012-17th-st-1,4281003057,1012 17TH ST,1,3,present_both,192700,208700,16000,8.3,,,
1012-17th-st-2,4281003058,1012 17TH ST,2,1,present_both,92300,99900,7600,8.2,,,
1012-17th-st-3,4281003059,1012 17TH ST,3,1,present_both,93000,100800,7800,8.4,,,
1012-17th-st-4,4281003060,1012 17TH ST,4,4,present_both,166400,180300,13900,8.4,,,
1012-17th-st-5,4281003061,1012 17TH ST,5,2,present_both,108600,117500,8900,8.2,,,
1012-17th-st-6,4281003062,1012 17TH ST,6,2,present_both,96200,104200,8000,8.3,,,
