unit_id,apn,bedrooms,mar_status,parcel_unit_count,size_class,use_class,rcb_comparable
1427-berkeley-st-4,4267016013,2,controlled,7,multifamily,five_plus,1
1427-berkeley-st-5,4267016013,3+,controlled,7,multifamily,five_plus,1
1427-berkeley-st-6,4267016013,3+,controlled,7,multifamily,five_plus,1
1427-berkeley-st-7,4267016013,3+,controlled,7,multifamily,five_plus,1
1427-centinela-ave-1,4267015013,2,controlled,6,multifamily,five_plus,1
1427-centinela-ave-2,4267015013,2,controlled,6,multifamily,five_plus,1
1427-centinela-ave-3,4267015013,2,controlled,6,multifamily,five_plus,1
1427-centinela-ave-4,4267015013,2,controlled,6,multifamily,five_plus,1
1427-centinela-ave-5,4267015013,2,controlled,6,multifamily,five_plus,1
1427-centinela-ave-6,4267015013,2,controlled,6,multifamily,five_plus,1
1427-euclid-st,4282022020,2,controlled,6,multifamily,five_plus,1
1427-euclid-st-a,4282022020,1,controlled,6,multifamily,five_plus,1
1427-euclid-st-b,4282022020,1,controlled,6,multifamily,five_plus,1
1427-euclid-st-c,4282022020,2,controlled,6,multifamily,five_plus,1
1427-euclid-st-d,4282022020,1,controlled,6,multifamily,five_plus,1
1427-euclid-st-e,4282022020,1,controlled,6,multifamily,five_plus,1
1427-franklin-st,4267015012,2,controlled,5,multifamily,five_plus,1
1427-franklin-st-1,4267015012,2,controlled,5,multifamily,five_plus,1
1427-franklin-st-2,4267015012,2,controlled,5,multifamily,five_plus,1
1427-franklin-st-3,4267015012,2,controlled,5,multifamily,five_plus,1
1427-franklin-st-4,4267015012,2,controlled,5,multifamily,five_plus,1
1427-harvard-st-a,4267019012,2,controlled,7,multifamily,five_plus,1
1427-harvard-st-b,4267019012,2,controlled,7,multifamily,five_plus,1
1427-harvard-st-c,4267019012,2,controlled,7,multifamily,five_plus,1
1427-harvard-st-d,4267019012,2,controlled,7,multifamily,five_plus,1
1427-harvard-st-e,4267019012,2,controlled,7,multifamily,five_plus,1
1427-harvard-st-f,4267019012,2,controlled,7,multifamily,five_plus,1
1427-harvard-st-g,4267019012,2,controlled,7,multifamily,five_plus,1
1427-santa-monica-blvd-a,4282016013,1,controlled,7,multifamily,commercial,1
1427-santa-monica-blvd-b,4282016013,1,controlled,7,multifamily,commercial,1
1427-santa-monica-blvd-c,4282016013,0,zero_mar,7,multifamily,commercial,0
1428-10th-st-1,4282026005,2,controlled,7,multifamily,five_plus,1
1428-10th-st-2,4282026005,2,controlled,7,multifamily,five_plus,1
1428-10th-st-3,4282026005,1,controlled,7,multifamily,five_plus,1
1428-10th-st-4,4282026005,1,controlled,7,multifamily,five_plus,1
1428-10th-st-5,4282026005,1,controlled,7,multifamily,five_plus,1
1428-10th-st-6,4282026005,1,controlled,7,multifamily,five_plus,1
1428-10th-st-7,4282026005,1,controlled,7,multifamily,five_plus,1
1428-11th-st-1,4282025007,2,controlled,10,multifamily,five_plus,1
1428-11th-st-10,4282025007,1,controlled,10,multifamily,five_plus,1
1428-11th-st-2,4282025007,1,controlled,10,multifamily,five_plus,1
1428-11th-st-3,4282025007,1,controlled,10,multifamily,five_plus,1
1428-11th-st-4,4282025007,2,controlled,10,multifamily,five_plus,1
1428-11th-st-5,4282025007,1,controlled,10,multifamily,five_plus,1
1428-11th-st-6,4282025007,2,controlled,10,multifamily,five_plus,1
1428-11th-st-7,4282025007,1,controlled,10,multifamily,five_plus,1
1428-11th-st-8,4282025007,1,controlled,10,multifamily,five_plus,1
1428-11th-st-9,4282025007,2,controlled,10,multifamily,five_plus,1
1428-12th-st-a,4282024027,2,controlled,20,multifamily,five_plus,1
1428-12th-st-b,4282024027,2,controlled,20,multifamily,five_plus,1
1428-12th-st-c,4282024027,2,controlled,20,multifamily,five_plus,1
1428-12th-st-d,4282024027,2,controlled,20,multifamily,five_plus,1
1428-12th-st-e,4282024027,2,controlled,20,multifamily,five_plus,1
1428-12th-st-f,4282024027,2,controlled,20,multifamily,five_plus,1
1428-12th-st-g,4282024027,2,controlled,20,multifamily,five_plus,1
1428-12th-st-h,4282024027,2,controlled,20,multifamily,five_plus,1
1428-12th-st-j,4282024027,0,controlled,20,multifamily,five_plus,1
1428-12th-st-k,4282024027,3+,controlled,20,multifamily,five_plus,1
1428-14th-st-1,4282022006,2,controlled,10,multifamily,five_plus,1
1428-14th-st-10,4282022006,2,controlled,10,multifamily,five_plus,1
1428-14th-st-2,4282022006,2,controlled,10,multifamily,five_plus,1
1428-14th-st-3,4282022006,1,controlled,10,multifamily,five_plus,1
1428-14th-st-4,4282022006,3+,controlled,10,multifamily,five_plus,1
1428-14th-st-5,4282022006,2,controlled,10,multifamily,five_plus,1
1428-14th-st-6,4282022006,2,controlled,10,multifamily,five_plus,1
1428-14th-st-7,4282022006,2,controlled,10,multifamily,five_plus,1
1428-14th-st-8,4282022006,1,controlled,10,multifamily,five_plus,1
1428-14th-st-9,4282022006,3+,controlled,10,multifamily,five_plus,1
1428-15th-st-101,4282021006,1,controlled,11,multifamily,five_plus,1
1428-15th-st-201,4282021006,1,controlled,11,multifamily,five_plus,1
1428-15th-st-202,4282021006,1,controlled,11,multifamily,five_plus,1
1428-15th-st-203,4282021006,2,controlled,11,multifamily,five_plus,1
1428-15th-st-204,4282021006,2,controlled,11,multifamily,five_plus,1
1428-15th-st-205,4282021006,2,controlled,11,multifamily,five_plus,1
1428-15th-st-301,4282021006,1,controlled,11,multifamily,five_plus,1
1428-15th-st-302,4282021006,1,controlled,11,multifamily,five_plus,1
1428-15th-st-303,4282021006,2,controlled,11,multifamily,five_plus,1
1428-15th-st-304,4282021006,2,controlled,11,multifamily,five_plus,1
1428-15th-st-305,4282021006,2,controlled,11,multifamily,five_plus,1
1428-19th-st-1,4275010006,1,controlled,5,multifamily,five_plus,1
1428-19th-st-2,4275010006,1,controlled,5,multifamily,five_plus,1
1428-19th-st-3,4275010006,3+,controlled,5,multifamily,five_plus,1
1428-19th-st-4,4275010006,1,controlled,5,multifamily,five_plus,1
1428-19th-st-5,4275010006,1,controlled,5,multifamily,five_plus,1
1428-25th-st-1,4275002006,3+,controlled,6,multifamily,five_plus,1
1428-25th-st-2,4275002006,2,controlled,6,multifamily,five_plus,1
1428-25th-st-3,4275002006,2,controlled,6,multifamily,five_plus,1
1428-25th-st-4,4275002006,3+,controlled,6,multifamily,five_plus,1
1428-25th-st-5,4275002006,2,controlled,6,multifamily,five_plus,1
1428-25th-st-6,4275002006,3+,controlled,6,multifamily,five_plus,1
1428-26th-st-a,4275001005,1,controlled,4,multifamily,four,1
1428-26th-st-b,4275001005,1,controlled,4,multifamily,four,1
1428-26th-st-c,4275001005,1,controlled,4,multifamily,four,1
1428-26th-st-d,4275001005,1,controlled,4,multifamily,four,1
1428-6th-st-205,4291019007,2,controlled,3,small,five_plus,1
1428-6th-st-306,4291019007,3+,controlled,3,small,five_plus,1
1428-6th-st-505,4291019007,2,controlled,3,small,five_plus,1
1428-9th-st-a,4282027006,0,controlled,6,multifamily,five_plus,1
1428-9th-st-b,4282027006,2,controlled,6,multifamily,five_plus,1
1428-9th-st-c,4282027006,1,controlled,6,multifamily,five_plus,1
1428-9th-st-d,4282027006,1,controlled,6,multifamily,five_plus,1
1428-9th-st-e,4282027006,1,controlled,6,multifamily,five_plus,1
1428-9th-st-f,4282027006,1,controlled,6,multifamily,five_plus,1
1428-berkeley-st,4267017013,2,controlled,4,multifamily,four,1
1428-ocean-park-blvd,4285004006,1,controlled,2,small,two_three,0
1428-stanford-st-a,4267018013,1,controlled,6,multifamily,five_plus,1
1428-stanford-st-b,4267018013,2,controlled,6,multifamily,five_plus,1
1428-stanford-st-c,4267018013,2,controlled,6,multifamily,five_plus,1
1428-stanford-st-d,4267018013,2,controlled,6,multifamily,five_plus,1
1428-stanford-st-e,4267018013,2,controlled,6,multifamily,five_plus,1
1428-stanford-st-f,4267018013,3+,controlled,6,multifamily,five_plus,1
1429-14th-st-1-2,4282021016,0,controlled,9,multifamily,five_plus,1
1429-14th-st-a,4282021016,1,controlled,9,multifamily,five_plus,1
1429-14th-st-b,4282021016,1,controlled,9,multifamily,five_plus,1
1429-14th-st-c,4282021016,1,controlled,9,multifamily,five_plus,1
1429-14th-st-d,4282021016,0,controlled,9,multifamily,five_plus,1
1429-24th-st,4275003006,3+,controlled,1,single,single,0
1429-santa-monica-blvd,4282016013,0,zero_mar,7,multifamily,commercial,0
143-fraser-ave,4288018028,2,controlled,1,single,single,0
143-hollister-ave-1,4289023012,1,controlled,18,multifamily,five_plus,1
143-hollister-ave-10,4289023012,0,controlled,18,multifamily,five_plus,1
143-hollister-ave-11,4289023012,0,controlled,18,multifamily,five_plus,1
143-hollister-ave-12,4289023012,0,controlled,18,multifamily,five_plus,1
143-hollister-ave-14,4289023012,1,controlled,18,multifamily,five_plus,1
143-hollister-ave-15,4289023012,0,controlled,18,multifamily,five_plus,1
143-hollister-ave-16,4289023012,0,controlled,18,multifamily,five_plus,1
143-hollister-ave-17,4289023012,0,controlled,18,multifamily,five_plus,1
143-hollister-ave-18,4289023012,0,controlled,18,multifamily,five_plus,1
143-hollister-ave-19,4289023012,1,controlled,18,multifamily,five_plus,1
143-hollister-ave-2,4289023012,0,controlled,18,multifamily,five_plus,1
143-hollister-ave-3,4289023012,0,controlled,18,multifamily,five_plus,1
143-hollister-ave-4,4289023012,0,controlled,18,multifamily,five_plus,1
143-hollister-ave-5,4289023012,0,controlled,18,multifamily,five_plus,1
143-hollister-ave-6,4289023012,1,controlled,18,multifamily,five_plus,1
143-hollister-ave-7,4289023012,1,controlled,18,multifamily,five_plus,1
143-hollister-ave-8,4289023012,0,controlled,18,multifamily,five_plus,1
143-hollister-ave-9,4289023012,0,controlled,18,multifamily,five_plus,1
143-ocean-park-blvd,4288019022,2,controlled,4,multifamily,single,0
143-ocean-park-blvd-1-2,4288019022,1,controlled,4,multifamily,single,0
143-ocean-park-blvd-a,4288019022,1,controlled,4,multifamily,single,0
143-ocean-park-blvd-b,4288019022,1,controlled,4,multifamily,single,0
143-wadsworth-ave,4288016022,3+,controlled,2,small,single,0
143-wadsworth-ave-b,4288016022,1,controlled,2,small,single,0
1430-7th-st-207,4291020006,1,controlled,4,multifamily,five_plus,1
1430-7th-st-303,4291020006,1,controlled,4,multifamily,five_plus,1
1430-7th-st-404,4291020006,1,zero_mar,4,multifamily,five_plus,0
1430-7th-st-506,4291020006,0,zero_mar,4,multifamily,five_plus,0
1430-berkeley-st,4267017013,1,controlled,4,multifamily,four,1
1430-berkeley-st-a,4267017013,1,controlled,4,multifamily,four,1
1430-berkeley-st-b,4267017013,1,controlled,4,multifamily,four,1
1430-california-ave,4281011001,2,controlled,5,multifamily,five_plus,1
1430-franklin-st-a,4267016014,2,controlled,5,multifamily,five_plus,1
1430-franklin-st-b,4267016014,2,controlled,5,multifamily,five_plus,1
1430-franklin-st-c,4267016014,2,controlled,5,multifamily,five_plus,1
1430-franklin-st-d,4267016014,1,controlled,5,multifamily,five_plus,1
1430-franklin-st-e,4267016014,1,controlled,5,multifamily,five_plus,1
1430-idaho-ave-a,4281010001,3+,zero_mar,6,multifamily,five_plus,0
1430-idaho-ave-b,4281010001,1,controlled,6,multifamily,five_plus,1
1430-idaho-ave-c,4281010001,1,controlled,6,multifamily,five_plus,1
1430-idaho-ave-d,4281010001,3+,controlled,6,multifamily,five_plus,1
1430-idaho-ave-e,4281010001,3+,controlled,6,multifamily,five_plus,1
1430-idaho-ave-f,4281010001,3+,controlled,6,multifamily,five_plus,1
1430-ocean-park-blvd,4285004006,2,controlled,2,small,two_three,0
1430-princeton-st-1,4267021023,0,zero_mar,6,multifamily,five_plus,0
1430-princeton-st-2,4267021023,1,controlled,6,multifamily,five_plus,1
1430-princeton-st-3,4267021023,1,controlled,6,multifamily,five_plus,1
1430-princeton-st-4,4267021023,1,controlled,6,multifamily,five_plus,1
1430-princeton-st-5,4267021023,1,controlled,6,multifamily,five_plus,1
1430-princeton-st-6,4267021023,2,controlled,6,multifamily,five_plus,1
1431-7th-st,4291021022,0,zero_mar,1,single,commercial,0
1431-centinela-ave-a,4267015015,1,controlled,4,multifamily,four,1
1431-centinela-ave-b,4267015015,1,controlled,4,multifamily,four,1
1431-idaho-ave,4281009012,1,controlled,3,small,two_three,0
1431-lincoln-blvd,4282027019,0,zero_mar,3,small,commercial,0
1431-ocean-ave-1001,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1002,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1003,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1004,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1005,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1006,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1007,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1008,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1009,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1010,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1011,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1012,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1013,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1014,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1015,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1016,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1017,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1018,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1019,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1020,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-105,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-107,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-109,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-110,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1101,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1102,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1103,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1104,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1105,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1106,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1107,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1108,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1109,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-111,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1110,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1111,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1112,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1113,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1114,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1115,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1116,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1117,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1118,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1119,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1120,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-113,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-115,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-117,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1201,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1202,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1203,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1204,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1205,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1206,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1207,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1208,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1209,4291015026,2,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1210,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1211,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1212,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1213,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1214,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1215,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1216,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1217,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1218,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1219,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1220,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1401,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1402,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1403,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1404,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1405,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1406,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1407,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1408,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1409,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1410,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1411,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1412,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1413,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1414,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1415,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1416,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1417,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1418,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1419,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1420,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1501,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1502,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1503,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1504,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1505,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1506,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1507,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1508,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1509,4291015026,2,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1510,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1511,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1512,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1513,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1514,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1515,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1516,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1517,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1518,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1519,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1520,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1601,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1602,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1603,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1604,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1605,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1606,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1607,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1608,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1609,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1610,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1611,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1612,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1613,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1614,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1615,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1616,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1617,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1618,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1619,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-1620,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-201,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-202,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-203,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-204,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-205,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-206,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-207,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-208,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-209,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-210,4291015026,2,controlled,288,multifamily,five_plus,1
1431-ocean-ave-211,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-212,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-213,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-214,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-215,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-216,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-217,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-218,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-219,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-220,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-301,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-302,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-303,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-304,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-305,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-306,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-307,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-308,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-309,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-310,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-311,4291015026,2,controlled,288,multifamily,five_plus,1
1431-ocean-ave-312,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-313,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-314,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-315,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-316,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-317,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-318,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-319,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-320,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-401,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-402,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-403,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-404,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-405,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-406,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-407,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-408,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-409,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-410,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-411,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-412,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-413,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-414,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-415,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-416,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-417,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-418,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-419,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-420,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-501,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-502,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-503,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-504,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-505,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-506,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-507,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-508,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-509,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-510,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-511,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-512,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-513,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-514,4291015026,1,controlled,288,multifamily,five_plus,1
1431-ocean-ave-515,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-516,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-517,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-518,4291015026,0,controlled,288,multifamily,five_plus,1
1431-ocean-ave-519,4291015026,0,controlled,288,multifamily,five_plus,1
